,Unnamed: 0,kepid,name,koi_impact,koi_prad
964,964,10874614,Kepler-6 b,0.079,13.06
965,965,6541920,Kepler-11 e,0.69,4.12
969,969,7211141,Kepler-827 b,0.398,8.49
973,973,5084942,Kepler-475 b,0.799,2.68
977,977,11497958,Kepler-296 c,0.026,1.38
978,978,11497958,Kepler-296 d,0.217,1.52
979,979,11512246,Kepler-23 d,0.153,2.17
986,986,10604335,Kepler-283 b,0.025,2.15
987,987,10604335,Kepler-283 c,0.019,1.87
988,988,10864656,Kepler-432 b,0.11,12.41
989,989,10975146,Kepler-808 b,0.726,1.2
990,990,10538176,Kepler-284 b,0.663,2.62
994,994,6946199,Kepler-1744 b,0.41,3.19
996,996,11497958,Kepler-296 b,0.763,1.14
997,997,11177707,Kepler-841 b,0.017,10.3
998,998,11611600,Kepler-842 b,0.067,1.51
999,999,11254382,Kepler-843 b,0.282,2.74
1000,1000,11122894,Kepler-297 b,0.028,2.81
1001,1001,6677841,Kepler-279 c,0.878,5.47
1002,1002,6677841,Kepler-279 b,0.847,3.82
1003,1003,6677841,Kepler-279 d,0.9414,3.2
1006,1006,6383821,Kepler-797 b,0.015,2.18
1007,1007,10538176,Kepler-284 c,0.366,2.68
1008,1008,10724369,Kepler-809 b,0.811,3.13
1009,1009,6541920,Kepler-11 f,0.217,2.52
1011,1011,10744335,Kepler-810 b,0.033,1.69
1012,1012,4860678,Kepler-1758 b,0.002,2.53
1013,1013,5177104,Kepler-904 b,0.349,1.31
1017,1017,8230616,Kepler-316 b,0.461,1.22
1018,1018,9836959,Kepler-1766 b,0.954,2.29
1019,1019,9838949,Kepler-935 b,0.227,1.55
1020,1020,9895006,Kepler-936 b,0.963,2.43
1021,1021,9896558,Kepler-937 b,0.354,3.39
1022,1022,9589323,Kepler-861 b,0.049,2.32
1023,1023,9823487,Kepler-1753 b,0.49,2.24
1025,1025,9726659,Kepler-862 b,0.652,2.15
1027,1027,5371776,Kepler-304 b,0.267,2.81
1028,1028,5371776,Kepler-304 d,0.149,2.41
1029,1029,5371776,Kepler-304 c,0.718,2.33
1030,1030,9573539,Kepler-484 b,0.075,2.19
1031,1031,5371776,Kepler-304 e,0.331,1.09
1032,1032,9886661,Kepler-905 b,0.063,1.4
1034,1034,10055126,Kepler-311 b,0.107,1.66
1035,1035,10055126,Kepler-311 c,0.732,1.61
1036,1036,5009743,Kepler-906 b,0.002,2.03
1037,1037,10015937,Kepler-1767 b,0.956,3.59
1038,1038,10019065,Kepler-938 b,0.311,3.68
1039,1039,7950644,Kepler-427 b,0.049,13.43
1040,1040,10080248,Kepler-939 b,0.749,1.63
1041,1041,10213902,Kepler-940 b,0.873,3.63
1043,1043,11821363,Kepler-1754 b,0.252,2.04
1044,1044,7629518,Kepler-863 b,0.266,2.74
1045,1045,10810838,Kepler-482 b,0.835,2.59
1053,1053,10963065,Kepler-408 b,0.548,0.69
1054,1054,6268648,Kepler-907 b,0.858,1.31
1056,1056,5357901,Kepler-425 b,0.321,10.07
1057,1057,4278221,Kepler-908 b,0.007,1.16
1058,1058,10214162,Kepler-941 b,0.927,3.29
1059,1059,10905746,Kepler-1651 b,0.019,1.6
1060,1060,8242434,Kepler-942 b,0.11,2.0
1061,1061,6185331,Kepler-943 b,0.655,5.12
1064,1064,9636135,Kepler-864 b,0.742,2.98
1066,1066,7841925,Kepler-865 b,0.027,2.35
1069,1069,5219234,Kepler-305 b,0.812,3.24
1070,1070,5219234,Kepler-305 c,0.929,3.21
1071,1071,5219234,Kepler-305 e,0.512,1.7
1072,1072,5219234,Kepler-305 d,0.578,2.56
1074,1074,9015738,Kepler-909 b,0.908,1.66
1075,1075,7215603,Kepler-910 b,0.146,0.82
1077,1077,5561278,Kepler-911 b,0.05,2.41
1079,1079,6387542,Kepler-912 b,0.878,2.02
1081,1081,6869184,Kepler-944 b,0.034,2.42
1084,1084,6604328,Kepler-945 b,0.151,2.72
1086,1086,7439316,Kepler-866 b,0.146,1.57
1089,1089,12400538,Kepler-867 b,0.345,4.6
1090,1090,5184584,Kepler-891 b,0.092,5.82
1093,1093,5438099,Kepler-306 c,0.507,2.14
1094,1094,5438099,Kepler-306 b,0.88,1.82
1095,1095,6543893,Kepler-913 b,0.298,5.75
1096,1096,6543893,Kepler-913 c,0.107,3.7
1097,1097,6975129,Kepler-312 c,0.595,2.62
1098,1098,11391018,Kepler-486 b,0.359,10.99
1099,1099,8685497,Kepler-914 b,0.814,1.51
1100,1100,4365645,Kepler-1671 b,0.168,1.07
1102,1102,8197343,Kepler-946 b,0.034,2.41
1104,1104,6786348,Kepler-947 b,0.006,2.2
1105,1105,6209677,Kepler-948 b,0.353,1.35
1107,1107,9813499,Kepler-868 b,0.97,2.53
1108,1108,12254792,Kepler-869 b,0.872,2.92
1109,1109,12020218,Kepler-870 b,0.092,2.52
1110,1110,7690844,Kepler-871 b,0.837,3.05
1112,1112,5438099,Kepler-306 d,0.756,2.23
1113,1113,5438099,Kepler-306 e,0.864,2.75
1115,1115,8009350,Kepler-892 b,0.836,2.81
1116,1116,8082001,Kepler-893 b,0.907,3.31
1118,1118,9277896,Kepler-915 b,0.953,1.85
1119,1119,9401997,Kepler-916 b,0.207,1.9
1120,1120,10686864,Kepler-917 b,0.379,1.7
1126,1126,9631995,Kepler-422 b,0.306,12.63
1128,1128,7901948,Kepler-872 b,0.625,1.63
1130,1130,6442377,Kepler-483 b,0.77,3.49
1134,1134,10004519,Kepler-894 b,0.663,2.99
1135,1135,5031857,Kepler-1755 b,0.039,4.22
1137,1137,10879038,Kepler-918 b,0.943,1.72
1138,1138,10990917,Kepler-919 b,0.064,1.8
1140,1140,11046025,Kepler-1759 b,0.341,0.99
1142,1142,9729691,Kepler-949 b,0.029,2.92
1145,1145,10904857,Kepler-488 b,0.784,14.16
1146,1146,8651389,Kepler-1768 b,0.46,2.57
1148,1148,7871954,Kepler-303 b,0.105,0.87
1149,1149,7871954,Kepler-303 c,0.845,1.23
1150,1150,12418724,Kepler-873 b,0.795,3.19
1151,1151,7456001,Kepler-874 b,0.029,3.1
1152,1152,10028792,Kepler-87 b,0.595,12.28
1153,1153,10028792,Kepler-87 c,0.876,6.47
1156,1156,5299459,Kepler-307 b,0.682,3.01
1157,1157,11153121,Kepler-313 b,0.352,2.53
1158,1158,11153121,Kepler-313 c,0.608,2.31
1160,1160,11177543,Kepler-1760 b,0.963,2.43
1161,1161,11337141,Kepler-1761 b,0.984,1.75
1163,1163,3967760,Kepler-317 b,0.492,2.25
1164,1164,3967760,Kepler-317 c,0.504,1.91
1167,1167,7549209,Kepler-875 b,0.918,2.58
1168,1168,7663405,Kepler-876 b,0.031,1.55
1169,1169,9765975,Kepler-877 b,0.832,2.5
1170,1170,9818462,Kepler-878 b,0.577,1.95
1171,1171,6803202,Kepler-1711 b,0.176,1.78
1172,1172,5299459,Kepler-307 c,0.701,2.71
1173,1173,9651668,Kepler-423 b,0.076,12.73
1175,1175,12506770,Kepler-895 b,0.043,1.41
1178,1178,11337372,Kepler-920 b,0.83,3.09
1179,1179,11337833,Kepler-921 b,0.003,2.07
1181,1181,11547505,Kepler-922 b,0.054,1.58
1183,1183,11502867,Kepler-426 b,0.638,11.38
1184,1184,9909735,Kepler-318 b,0.485,3.86
1185,1185,9909735,Kepler-318 c,0.875,3.48
1186,1186,11551692,Kepler-411 c,0.714,3.47
1187,1187,11551692,Kepler-411 b,0.844,2.2
1188,1188,12266636,Kepler-879 b,0.562,2.48
1191,1191,7869917,Kepler-880 b,0.899,4.65
1192,1192,9824805,Kepler-881 b,0.941,1.71
1195,1195,7939330,Kepler-896 b,0.887,3.06
1197,1197,12602568,Kepler-897 b,0.937,2.33
1198,1198,9941066,Kepler-898 b,0.642,1.44
1199,1199,5972334,Kepler-487 b,0.487,10.89
1200,1200,4650733,Kepler-1762 b,0.213,2.51
1205,1205,7831264,Kepler-116 c,0.751,2.47
1211,1211,7691260,Kepler-882 b,0.085,0.93
1212,1212,9821454,Kepler-59 c,0.721,1.58
1213,1213,9821454,Kepler-59 b,0.73,1.09
1214,1214,11954842,Kepler-883 b,0.046,1.64
1216,1216,5470739,Kepler-899 b,0.004,2.4
1217,1217,10022908,Kepler-900 b,0.74,1.95
1219,1219,5617854,Kepler-901 b,0.742,1.42
1220,1220,4932442,Kepler-923 b,0.904,1.7
1222,1222,5183357,Kepler-924 b,0.071,3.38
1223,1223,5269467,Kepler-925 b,0.787,2.31
1231,1231,11764462,Kepler-884 b,0.007,1.16
1232,1232,11656246,Kepler-885 b,0.896,2.49
1233,1233,7808587,Kepler-886 b,0.029,1.6
1234,1234,4741126,Kepler-887 b,0.059,1.78
1235,1235,5301750,Kepler-84 b,0.911,2.86
1236,1236,5301750,Kepler-84 c,0.962,3.15
1237,1237,5301750,Kepler-84 e,0.603,2.56
1238,1238,5301750,Kepler-84 d,0.823,1.6
1239,1239,5301750,Kepler-84 f,0.689,2.29
1240,1240,5526717,Kepler-926 b,0.275,2.92
1241,1241,5972334,Kepler-487 d,0.018,2.25
1245,1245,6034945,Kepler-927 b,0.675,1.78
1247,1247,8692861,Kepler-69 b,0.009,2.23
1249,1249,9480310,Kepler-1668 b,0.707,4.3
1251,1251,4741126,Kepler-887 c,0.405,1.12
1252,1252,11669125,Kepler-888 b,0.026,1.63
1253,1253,12159249,Kepler-889 b,0.169,1.1
1259,1259,5542466,Kepler-1756 b,0.5,1.34
1261,1261,10028140,Kepler-1757 b,0.955,2.83
1263,1263,6049190,Kepler-1764 b,0.031,3.46
1265,1265,6198999,Kepler-928 b,0.416,1.65
1266,1266,6310636,Kepler-929 b,0.025,1.62
1267,1267,6616218,Kepler-314 c,0.8,2.85
1268,1268,7761545,Kepler-857 b,0.052,6.31
1270,1270,12365184,Kepler-419 b,0.019,11.65
1271,1271,4770365,Kepler-1669 c,0.016,1.57
1272,1272,4770365,Kepler-1669 b,0.133,1.99
1274,1274,10748390,Kepler-3 b,0.054,4.82
1275,1275,11804465,Kepler-12 b,0.069,18.05
1276,1276,9663113,Kepler-458 c,0.431,4.24
1280,1280,5289854,Kepler-308 b,0.293,2.08
1281,1281,5289854,Kepler-308 c,0.015,2.14
1283,1283,10006581,Kepler-902 b,0.016,3.11
1285,1285,6616218,Kepler-314 b,0.575,0.84
1287,1287,7220429,Kepler-931 b,0.821,1.54
1289,1289,12406749,Kepler-1752 b,0.906,5.04
1290,1290,8692861,Kepler-69 c,0.173,1.73
1292,1292,12403119,Kepler-858 b,0.044,4.78
1299,1299,10027323,Kepler-309 b,0.045,0.99
1300,1300,10027323,Kepler-309 c,0.75,1.87
1301,1301,12019440,Kepler-485 b,0.117,12.91
1303,1303,10004738,Kepler-310 c,0.862,3.22
1304,1304,10004738,Kepler-310 d,0.917,2.64
1305,1305,7304449,Kepler-1650 b,0.932,1.0
1306,1306,7386827,Kepler-1765 b,0.856,3.17
1307,1307,7522911,Kepler-1670 b,0.943,2.8
1308,1308,7626370,Kepler-932 b,0.919,1.77
1309,1309,7703955,Kepler-315 b,0.948,4.01
1310,1310,7512982,Kepler-859 b,0.295,3.16
1312,1312,9597806,Kepler-860 b,0.027,2.84
1318,1318,9663113,Kepler-458 b,0.712,5.8
1321,1321,10004738,Kepler-310 b,0.912,1.4
1322,1322,5474613,Kepler-1659 c,0.986,2.9
1324,1324,5438757,Kepler-903 b,0.79,1.97
1325,1325,5438757,Kepler-903 c,0.928,2.75
1327,1327,5972334,Kepler-487 c,0.038,2.07
1328,1328,7815744,Kepler-933 b,0.011,1.9
1329,1329,7955580,Kepler-934 b,0.274,2.19
1330,1330,8230616,Kepler-316 c,0.336,1.34
1332,1332,7898352,Kepler-302 c,0.827,12.04
1333,1333,11402995,Kepler-481 b,0.672,2.58
1334,1334,7898352,Kepler-302 b,0.011,3.65
1337,1337,7951018,Kepler-890 b,0.344,8.76
1341,1341,7747425,Kepler-341 e,0.361,2.03
1342,1342,9892816,Kepler-342 b,0.917,2.47
1343,1343,9892816,Kepler-342 d,0.967,2.8
1344,1344,9836149,Kepler-66 b,0.911,3.12
1345,1345,4813563,Kepler-1026 b,0.787,2.55
1346,1346,2985767,Kepler-1063 b,0.544,2.08
1347,1347,2304320,Kepler-1064 b,0.688,1.57
1348,1348,3657758,Kepler-1065 b,0.408,3.26
1349,1349,9790806,Kepler-1066 b,0.861,2.25
1350,1350,6382217,Kepler-353 c,0.905,1.8
1351,1351,5375194,Kepler-964 b,0.216,2.11
1352,1352,6468138,Kepler-965 b,0.001,3.43
1353,1353,10019708,Kepler-490 b,0.065,16.91
1354,1354,11875734,Kepler-966 b,0.828,3.94
1356,1356,7046804,Kepler-492 b,0.623,7.94
1357,1357,7449136,Kepler-1002 b,0.641,1.75
1358,1358,8680979,Kepler-330 c,0.314,2.18
1359,1359,8680979,Kepler-330 b,0.161,1.35
1360,1360,9030537,Kepler-1674 b,0.842,3.54
1361,1361,6949061,Kepler-343 b,0.558,2.17
1362,1362,7269493,Kepler-1027 b,0.41,0.91
1366,1366,11657891,Kepler-1028 b,0.247,1.27
1367,1367,6305192,Kepler-494 b,0.454,7.79
1368,1368,6382217,Kepler-353 b,0.714,1.05
1371,1371,8950568,Kepler-85 b,0.489,1.69
1372,1372,3326377,Kepler-967 b,0.013,2.22
1373,1373,11601584,Kepler-324 c,0.273,2.6
1374,1374,11601584,Kepler-324 b,0.335,1.15
1375,1375,11601584,Kepler-324 d,0.319,1.1
1376,1376,11601584,Kepler-324 e,0.924,1.97
1377,1377,8689793,Kepler-1003 b,0.331,1.29
1378,1378,11673802,Kepler-1004 b,0.474,7.1
1379,1379,4263293,Kepler-331 b,0.209,1.87
1380,1380,4263293,Kepler-331 c,0.206,2.04
1381,1381,4263293,Kepler-331 d,0.256,1.84
1382,1382,5695524,Kepler-1774 b,0.899,3.17
1383,1383,6205897,Kepler-1029 b,0.971,1.57
1384,1384,7948784,Kepler-1778 b,0.921,3.15
1385,1385,9244756,Kepler-1779 b,0.716,3.26
1386,1386,9650808,Kepler-344 b,0.483,2.57
1387,1387,9650808,Kepler-344 c,0.065,2.89
1388,1388,8950568,Kepler-85 c,0.596,1.88
1389,1389,8950568,Kepler-85 d,0.832,1.39
1390,1390,8950568,Kepler-85 e,0.599,1.19
1391,1391,8804845,Kepler-1067 c,0.1,1.48
1392,1392,10480915,Kepler-1785 b,0.964,3.09
1393,1393,11709244,Kepler-325 b,0.731,3.0
1394,1394,11709244,Kepler-325 c,0.955,3.18
1395,1395,11709244,Kepler-325 d,0.691,2.62
1397,1397,11853878,Kepler-968 b,0.775,1.74
1398,1398,5728139,Kepler-433 b,0.045,13.08
1399,1399,7668663,Kepler-1005 b,0.92,1.87
1400,1400,7047922,Kepler-1006 b,0.924,2.81
1401,1401,9353314,Kepler-1007 b,0.021,1.15
1402,1402,3629967,Kepler-1775 b,0.012,3.56
1403,1403,9347009,Kepler-1030 b,0.009,2.26
1405,1405,4917596,Kepler-1032 b,0.203,1.49
1407,1407,11046458,Kepler-424 b,0.905,9.06
1409,1409,7132798,Kepler-119 b,0.058,3.55
1410,1410,3448130,Kepler-1786 b,0.044,3.55
1411,1411,9656252,Kepler-1068 b,0.515,3.4
1412,1412,6026438,Kepler-354 b,0.788,2.01
1413,1413,9471268,Kepler-326 c,0.384,1.38
1414,1414,9471268,Kepler-326 b,0.004,1.25
1415,1415,9471268,Kepler-326 d,0.648,1.31
1416,1416,10657406,Kepler-969 b,0.815,2.37
1417,1417,5526527,Kepler-970 b,0.9,2.73
1419,1419,8766650,Kepler-1008 b,0.663,1.3
1420,1420,10328393,Kepler-332 b,0.237,1.21
1422,1422,7094486,Kepler-1009 b,0.035,1.75
1423,1423,7289577,Kepler-1780 b,0.149,3.04
1424,1424,8543100,Kepler-1033 b,0.022,2.4
1425,1425,2693736,Kepler-1034 b,0.029,2.37
1426,1426,9412760,Kepler-345 c,0.946,1.69
1427,1427,9412760,Kepler-345 b,0.434,0.79
1428,1428,6026438,Kepler-354 d,0.45,1.5
1429,1429,10663396,Kepler-1069 b,0.153,3.26
1430,1430,11457726,Kepler-1070 b,0.838,1.59
1431,1431,8956206,Kepler-1071 b,0.175,2.12
1432,1432,9649706,Kepler-1072 b,0.097,1.68
1433,1433,5856571,Kepler-971 b,0.359,3.93
1434,1434,7765528,Kepler-972 b,0.956,4.67
1435,1435,11760231,Kepler-973 b,0.764,2.12
1436,1436,7779077,Kepler-1770 b,0.688,3.08
1437,1437,6046540,Kepler-74 b,0.568,14.31
1438,1438,5706966,Kepler-333 b,0.519,1.34
1439,1439,3762468,Kepler-493 b,0.338,10.96
1440,1440,5706966,Kepler-333 c,0.376,1.16
1441,1441,10130039,Kepler-334 c,0.011,1.49
1442,1442,10130039,Kepler-334 b,0.074,1.15
1443,1443,9518318,Kepler-346 b,0.882,3.09
1444,1444,9518318,Kepler-346 c,0.88,3.37
1445,1445,7273277,Kepler-1035 b,0.868,1.38
1446,1446,11769890,Kepler-1036 b,0.872,2.7
1447,1447,6862721,Kepler-1781 b,0.147,2.45
1448,1448,12301181,Kepler-1076 b,0.188,0.79
1449,1449,9279354,Kepler-1788 b,0.806,2.13
1450,1450,6774880,Kepler-1077 b,0.88,2.75
1451,1451,3937519,Kepler-495 b,0.046,6.62
1452,1452,7449541,Kepler-1078 b,0.897,1.56
1453,1453,5080636,Kepler-974 b,0.863,1.57
1455,1455,3338885,Kepler-975 b,0.859,3.97
1457,1457,6776401,Kepler-977 b,0.01,2.65
1458,1458,10130039,Kepler-334 d,0.814,1.59
1459,1459,8226050,Kepler-1010 b,0.677,2.44
1460,1460,9965957,Kepler-1011 b,0.921,3.14
1461,1461,9704384,Kepler-1012 b,0.879,1.49
1462,1462,8426567,Kepler-1013 b,0.583,4.41
1464,1464,10094670,Kepler-1677 b,0.941,2.67
1465,1465,8142942,Kepler-1782 b,0.888,2.24
1466,1466,8257205,Kepler-1038 b,0.808,3.61
1467,1467,9044228,Kepler-1039 b,0.731,3.21
1468,1468,7265298,Kepler-355 c,0.327,2.66
1469,1469,7265298,Kepler-355 b,0.405,1.45
1470,1470,7132798,Kepler-119 c,0.253,0.88
1472,1472,2307415,Kepler-356 c,0.807,1.99
1473,1473,7430034,Kepler-978 b,0.939,3.33
1474,1474,9735426,Kepler-979 b,0.744,2.94
1475,1475,8826168,Kepler-980 b,0.493,2.17
1476,1476,10464050,Kepler-981 b,0.494,2.26
1477,1477,9763348,Kepler-982 b,0.035,2.72
1478,1478,9101496,Kepler-335 b,0.643,3.07
1479,1479,6037581,Kepler-336 d,0.665,2.42
1480,1480,10723750,Kepler-117 c,0.058,10.6
1481,1481,6037581,Kepler-336 c,0.063,2.08
1482,1482,6037581,Kepler-336 b,0.248,1.01
1483,1483,10779233,Kepler-1040 b,0.001,2.28
1484,1484,11614617,Kepler-1041 b,0.896,2.44
1485,1485,11450414,Kepler-347 b,0.738,2.88
1486,1486,4736569,Kepler-1042 b,0.03,1.67
1487,1487,10384798,Kepler-1043 b,0.654,2.45
1488,1488,2307415,Kepler-356 b,0.755,1.6
1489,1489,3128552,Kepler-1073 b,0.203,2.56
1490,1490,10134152,Kepler-1787 b,0.006,2.07
1491,1491,9573685,Kepler-1074 b,0.229,1.12
1492,1492,10329835,Kepler-1075 b,0.942,1.26
1493,1493,6849046,Kepler-491 b,0.074,9.0
1494,1494,8804397,Kepler-983 b,0.79,2.4
1495,1495,9662811,Kepler-984 b,0.882,2.5
1497,1497,11297236,Kepler-1771 b,0.724,2.51
1498,1498,10074466,Kepler-1776 b,0.927,2.97
1499,1499,8218379,Kepler-1014 b,0.55,2.03
1500,1500,7755636,Kepler-1015 b,0.013,3.71
1501,1501,9411166,Kepler-1016 b,0.673,2.38
1503,1503,4989057,Kepler-1017 b,0.032,1.78
1504,1504,9834040,Kepler-1044 b,0.026,2.5
1505,1505,6152974,Kepler-118 c,0.334,6.24
1506,1506,8802693,Kepler-1045 b,0.674,2.45
1507,1507,6061773,Kepler-1783 b,0.261,2.46
1508,1508,10024701,Kepler-1046 b,0.927,2.05
1510,1510,3239671,Kepler-1678 b,0.034,3.33
1511,1511,9304101,Kepler-1079 b,0.498,1.77
1512,1512,11360571,Kepler-1080 b,0.837,3.7
1513,1513,6035124,Kepler-1081 b,0.466,0.93
1514,1514,8160953,Kepler-985 b,0.032,3.26
1516,1516,4157325,Kepler-416 b,0.775,2.71
1517,1517,4157325,Kepler-416 c,0.779,2.61
1520,1520,9955598,Kepler-409 b,0.821,1.11
1521,1521,10723750,Kepler-117 b,0.695,7.39
1523,1523,5770074,Kepler-1675 b,0.021,2.59
1524,1524,10136549,Kepler-337 c,0.734,1.89
1526,1526,12154526,Kepler-1047 b,0.873,2.56
1527,1527,6665512,Kepler-1048 b,0.771,1.48
1528,1528,10525027,Kepler-1049 b,0.44,0.81
1529,1529,11069176,Kepler-1050 b,0.359,2.94
1530,1530,10005758,Kepler-1662 b,0.924,10.52
1533,1533,5864975,Kepler-950 b,0.588,6.99
1534,1534,2975770,Kepler-951 b,0.066,5.76
1536,1536,7877496,Kepler-412 b,0.725,13.25
1537,1537,7286173,Kepler-986 b,0.019,2.37
1538,1538,11126381,Kepler-1673 b,0.078,2.71
1539,1539,4149450,Kepler-1772 b,0.954,1.54
1540,1540,10136549,Kepler-337 b,0.663,1.39
1541,1541,5511081,Kepler-338 b,0.025,2.38
1542,1542,5511081,Kepler-338 c,0.146,2.3
1543,1543,5511081,Kepler-338 d,0.025,2.61
1544,1544,5511081,Kepler-338 e,0.455,1.56
1545,1545,10978763,Kepler-339 b,0.474,1.75
1546,1546,11069176,Kepler-1050 c,0.36,2.88
1548,1548,6152974,Kepler-118 b,0.13,1.42
1550,1550,5631630,Kepler-1051 b,0.02,3.25
1551,1551,6504954,Kepler-952 b,0.675,7.7
1552,1552,9410930,Kepler-41 b,0.554,10.05
1555,1555,10676014,Kepler-954 b,0.502,2.25
1556,1556,9520838,Kepler-987 b,0.027,3.18
1557,1557,8167996,Kepler-327 b,0.047,1.11
1558,1558,8167996,Kepler-327 d,0.901,2.04
1559,1559,8167996,Kepler-327 c,0.187,1.04
1560,1560,6773862,Kepler-988 b,0.627,1.93
1561,1561,10978763,Kepler-339 d,0.31,1.41
1563,1563,10978763,Kepler-339 c,0.024,1.39
1564,1564,5202905,Kepler-340 c,0.279,3.36
1565,1565,9072190,Kepler-1018 b,0.52,3.28
1566,1566,5384079,Kepler-348 b,0.631,1.68
1567,1567,9839821,Kepler-1052 b,0.493,2.4
1568,1568,4056616,Kepler-1053 b,0.221,0.97
1570,1570,8492026,Kepler-1054 b,0.894,1.95
1573,1573,11017901,Kepler-447 b,1.06,16.51
1574,1574,5088591,Kepler-955 b,0.001,3.11
1575,1575,11298298,Kepler-956 b,0.847,2.84
1576,1576,10187159,Kepler-989 b,0.189,2.44
1578,1578,10619192,Kepler-17 b,0.105,14.48
1580,1580,4939346,Kepler-328 c,0.035,4.94
1583,1583,10190777,Kepler-1019 b,0.851,1.71
1584,1584,9651234,Kepler-1020 b,0.541,2.37
1585,1585,7045496,Kepler-1021 b,0.025,1.96
1586,1586,8750043,Kepler-1055 b,0.16,1.18
1587,1587,9973109,Kepler-1056 b,0.664,2.11
1588,1588,6226290,Kepler-1057 b,0.133,2.66
1589,1589,9595827,Kepler-71 b,0.131,12.78
1590,1590,9349482,Kepler-1058 b,0.729,2.11
1592,1592,4644952,Kepler-319 c,0.871,2.96
1593,1593,2987027,Kepler-489 b,0.085,7.31
1594,1594,4644952,Kepler-319 d,0.17,2.08
1595,1595,4644952,Kepler-319 b,0.732,1.76
1596,1596,8978528,Kepler-329 c,0.405,1.93
1597,1597,8978528,Kepler-329 b,0.476,1.24
1598,1598,9967771,Kepler-990 b,0.786,2.85
1599,1599,11622600,Kepler-991 b,0.033,2.45
1600,1600,10454632,Kepler-992 b,0.941,1.75
1601,1601,10005788,Kepler-1022 b,0.265,1.71
1606,1606,2438513,Kepler-1777 b,0.746,2.59
1607,1607,6356207,Kepler-1059 b,0.287,1.7
1608,1608,8564674,Kepler-349 b,0.048,1.92
1609,1609,8564674,Kepler-349 c,0.116,1.9
1610,1610,8578780,Kepler-1784 b,0.232,2.4
1611,1611,4544907,Kepler-1060 b,0.834,2.62
1612,1612,7761918,Kepler-1769 b,0.015,3.81
1613,1613,8240797,Kepler-321 c,0.86,2.2
1614,1614,8240797,Kepler-321 b,0.484,1.46
1617,1617,9455325,Kepler-958 b,0.916,2.54
1618,1618,3098810,Kepler-1773 b,0.949,3.44
1619,1619,8367644,Kepler-993 b,0.656,3.34
1620,1620,10332883,Kepler-994 b,0.029,1.28
1622,1622,9305831,Kepler-44 b,0.475,12.4
1624,1624,11656918,Kepler-1023 b,0.699,5.14
1628,1628,4636578,Kepler-350 c,0.849,3.29
1629,1629,4636578,Kepler-350 d,0.187,2.8
1630,1630,4636578,Kepler-350 b,0.541,1.81
1631,1631,11923284,Kepler-1061 b,0.875,1.69
1633,1633,5621125,Kepler-959 b,0.367,17.38
1634,1634,9872283,Kepler-960 b,0.603,5.12
1637,1637,7870032,Kepler-961 b,0.516,2.54
1638,1638,9597058,Kepler-962 b,0.548,1.96
1639,1639,4035640,Kepler-995 b,0.01,2.93
1640,1640,6205228,Kepler-996 b,0.24,2.13
1641,1641,11758544,Kepler-997 b,0.007,1.36
1644,1644,3118797,Kepler-1024 b,0.371,3.44
1645,1645,7747425,Kepler-341 c,0.045,1.88
1647,1647,7747425,Kepler-341 d,0.519,2.04
1648,1648,7747425,Kepler-341 b,0.054,1.18
1649,1649,7102316,Kepler-351 c,0.022,3.19
1650,1650,7102316,Kepler-351 b,0.884,3.19
1651,1651,9489524,Kepler-352 c,0.893,1.61
1652,1652,9489524,Kepler-352 b,0.061,0.92
1653,1653,5940165,Kepler-1062 b,0.488,1.67
1654,1654,8277797,Kepler-322 c,0.053,1.63
1655,1655,8277797,Kepler-322 b,0.226,0.97
1656,1656,5124667,Kepler-1672 b,0.022,4.37
1657,1657,2989404,Kepler-323 c,0.74,1.62
1658,1658,2989404,Kepler-323 b,0.91,1.57
1659,1659,11413812,Kepler-998 b,0.439,1.82
1660,1660,9549648,Kepler-999 b,0.905,2.75
1661,1661,10063802,Kepler-1000 b,0.58,4.54
1662,1662,11074178,Kepler-1001 b,0.924,3.05
1663,1663,11074178,Kepler-1001 c,0.971,2.17
1665,1665,5942808,Kepler-1814 b,0.86,3.15
1666,1666,6206214,Kepler-1158 b,0.219,2.32
1667,1667,8959839,Kepler-1159 b,0.032,1.72
1668,1668,7672097,Kepler-1160 b,0.107,1.81
1670,1670,5599774,Kepler-1195 b,0.628,2.14
1671,1671,8099138,Kepler-1196 b,0.877,2.72
1672,1672,7033233,Kepler-1197 b,0.009,1.12
1674,1674,6383785,Kepler-501 c,0.007,1.62
1675,1675,9411412,Kepler-1096 b,0.806,1.31
1676,1676,7008211,Kepler-1097 b,0.015,2.95
1677,1677,7620413,Kepler-1098 b,0.215,1.26
1678,1678,4545187,Kepler-121 b,0.786,2.65
1679,1679,10854546,Kepler-1099 b,0.207,2.41
1680,1680,11774991,Kepler-367 b,0.533,1.21
1681,1681,11774991,Kepler-367 c,0.769,1.16
1683,1683,8261920,Kepler-1802 c,0.791,2.05
1684,1684,8261920,Kepler-1802 b,0.954,1.71
1685,1685,9112931,Kepler-1161 b,0.72,2.02
1686,1686,9071593,Kepler-1162 b,0.371,2.05
1687,1687,8126558,Kepler-1815 b,0.091,2.46
1688,1688,11811193,Kepler-1163 b,0.391,1.05
1689,1689,3734418,Kepler-1164 b,0.331,1.11
1690,1690,8681734,Kepler-1198 b,0.045,1.47
1692,1692,10212441,Kepler-1199 b,0.022,1.51
1694,1694,8247771,Kepler-1200 b,0.221,0.98
1695,1695,8165946,Kepler-1100 b,0.281,1.25
