,Unnamed: 0,kepid,name,koi_impact,koi_prad
2476,2476,3346154,Kepler-1871 b,0.962,2.58
2481,2481,5775129,Kepler-1691 b,0.368,1.72
2482,2482,9898447,Kepler-1877 b,0.256,0.53
2484,2484,11135308,Kepler-1352 b,0.248,0.78
2486,2486,6521045,Kepler-100 d,0.656,1.55
2487,2487,8077137,Kepler-128 b,0.02,1.42
2488,2488,7019524,Kepler-1376 b,0.173,1.08
2489,2489,5106313,Kepler-1694 b,0.224,1.13
2490,2490,9825174,Kepler-1377 b,0.202,1.22
2494,2494,5980783,Kepler-1889 b,0.908,2.31
2497,2497,12008872,Kepler-1327 b,0.795,1.96
2498,2498,8415200,Kepler-1328 b,0.203,1.31
2500,2500,9886361,Kepler-403 b,0.014,1.38
2501,2501,9886361,Kepler-403 c,0.85,2.07
2503,2503,6528464,Kepler-449 b,0.044,1.53
2509,2509,5209845,Kepler-1378 b,0.744,2.1
2512,2512,6129524,Kepler-1379 b,0.454,1.24
2513,2513,5794570,Kepler-1312 b,0.614,2.17
2514,2514,5794570,Kepler-1312 c,0.648,1.0
2517,2517,6779260,Kepler-1313 b,0.932,2.25
2518,2518,11807274,Kepler-50 c,0.828,1.89
2519,2519,5953297,Kepler-1688 b,0.969,1.45
2520,2520,7659389,Kepler-1872 b,0.951,3.45
2521,2521,9472074,Kepler-1873 b,0.307,1.33
2522,2522,10842192,Kepler-1329 b,0.901,2.39
2523,2523,2442448,Kepler-1354 b,0.851,2.61
2526,2526,11283615,Kepler-1355 b,0.401,1.38
2527,2527,7605093,Kepler-1356 b,0.367,1.35
2529,2529,8077137,Kepler-128 c,0.291,1.29
2532,2532,7463685,Kepler-1884 b,0.92,1.39
2536,2536,6878240,Kepler-397 c,0.804,6.01
2537,2537,6878240,Kepler-397 b,0.771,2.07
2541,2541,4831728,Kepler-1330 b,0.151,1.98
2545,2545,6528464,Kepler-449 c,0.309,1.86
2546,2546,11963206,Kepler-1357 b,0.009,1.22
2548,2548,8263545,Kepler-1878 b,0.704,1.94
2551,2551,6937402,Kepler-1380 b,0.129,1.27
2557,2557,7826659,Kepler-1868 b,0.808,3.43
2561,2561,8095441,Kepler-1332 b,0.432,1.32
2562,2562,5881813,Kepler-1333 b,0.797,4.85
2563,2563,12456601,Kepler-1334 b,0.033,2.18
2568,2568,7428736,Kepler-1358 b,0.56,1.21
2570,2570,11129258,Kepler-1381 b,0.245,2.44
2571,2571,10586004,Kepler-129 b,0.032,2.4
2574,2574,7202957,Kepler-1869 b,0.801,1.03
2575,2575,6521045,Kepler-100 c,0.58,2.26
2577,2577,8892303,Kepler-1314 b,0.016,5.15
2579,2579,5369827,Kepler-1870 b,0.857,2.04
2581,2581,6586746,Kepler-1335 b,0.232,1.55
2582,2582,9962455,Kepler-1336 b,0.305,2.61
2583,2583,9962455,Kepler-1336 c,0.692,2.17
2585,2585,6436029,Kepler-1359 b,0.406,2.92
2586,2586,6197215,Kepler-1879 b,0.535,1.77
2587,2587,9451706,Kepler-127 d,0.034,2.48
2588,2588,9244508,Kepler-1360 b,0.325,5.92
2592,2592,3969687,Kepler-1382 b,0.887,2.23
2594,2594,6716545,Kepler-1383 b,0.132,1.33
2597,2597,5185897,Kepler-398 b,0.876,1.0
2598,2598,5185897,Kepler-398 c,0.918,0.99
2599,2599,5185897,Kepler-398 d,0.871,1.01
2601,2601,9881077,Kepler-1337 b,0.909,2.47
2604,2604,6265792,Kepler-1338 b,0.243,1.05
2605,2605,9995402,Kepler-1361 b,0.462,0.89
2607,2607,5609593,Kepler-1362 b,0.49,2.35
2608,2608,5436338,Kepler-1880 b,0.118,1.37
2609,2609,11414465,Kepler-1363 b,0.03,1.22
2613,2613,10586004,Kepler-129 c,0.001,2.57
2614,2614,4483138,Kepler-1384 b,0.25,1.8
2615,2615,9475552,Kepler-1315 b,0.696,1.7
2616,2616,9475552,Kepler-1315 c,0.687,1.83
2617,2617,8292840,Kepler-126 b,0.16,1.34
2621,2621,10905911,Kepler-1339 b,0.259,0.74
2622,2622,3545135,Kepler-1689 b,0.564,0.8
2623,2623,6964929,Kepler-1340 b,0.448,1.11
2624,2624,6432345,Kepler-1690 b,0.025,2.56
2626,2626,11565924,Kepler-1364 b,0.784,2.88
2627,2627,6607357,Kepler-1365 b,0.018,0.92
2628,2628,6607357,Kepler-1365 c,0.03,0.81
2629,2629,9451706,Kepler-127 c,0.512,2.5
2630,2630,6186964,Kepler-1366 b,0.338,1.27
2633,2633,9693006,Kepler-1385 b,0.242,0.84
2637,2637,5128673,Kepler-1316 b,0.015,3.39
2638,2638,6690836,Kepler-1317 b,0.05,1.49
2642,2642,7877978,Kepler-1874 b,0.942,2.69
2644,2644,12024120,Kepler-507 b,0.531,1.36
2645,2645,8210018,Kepler-1341 b,0.703,2.51
2646,2646,3642289,Kepler-135 b,0.914,2.33
2647,2647,3642289,Kepler-135 c,0.824,1.32
2648,2648,3662838,Kepler-516 b,0.746,7.61
2649,2649,5966322,Kepler-517 b,0.009,2.78
2650,2650,6029239,Kepler-518 b,0.005,2.14
2654,2654,12404954,Kepler-537 b,0.31,1.41
2659,2659,9070666,Kepler-1408 b,0.403,1.12
2660,2660,3642335,Kepler-1410 b,0.004,1.39
2665,2665,9020114,Kepler-1901 b,0.106,1.16
2666,2666,6196457,Kepler-92 b,0.658,3.63
2669,2669,6063220,Kepler-99 b,0.246,1.51
2670,2670,6071903,Kepler-519 b,0.425,2.14
2671,2671,6289257,Kepler-520 b,0.914,1.78
2672,2672,10905239,Kepler-101 b,0.026,5.64
2673,2673,11623629,Kepler-538 b,0.02,2.16
2675,2675,4815520,Kepler-1656 b,0.04,4.52
2677,2677,7175184,Kepler-144 b,0.622,1.59
2680,2680,7347246,Kepler-1411 b,0.016,3.11
2681,2681,11403530,Kepler-1412 b,0.026,0.9
2682,2682,5088536,Kepler-130 b,0.494,1.02
2684,2684,6609270,Kepler-1902 b,0.725,1.05
2685,2685,12406807,Kepler-1903 b,0.106,1.62
2687,2687,5096590,Kepler-1424 b,0.984,1.74
2688,2688,9650989,Kepler-1905 b,0.213,1.25
2689,2689,6289257,Kepler-520 c,0.833,1.18
2690,2690,6291837,Kepler-1715 b,0.895,3.72
2693,2693,7050989,Kepler-136 b,0.359,2.06
2694,2694,7175184,Kepler-144 c,0.571,1.59
2695,2695,8494142,Kepler-145 c,0.391,3.61
2696,2696,11554435,Kepler-63 b,0.538,5.73
2697,2697,8494142,Kepler-145 b,0.748,2.17
2699,2699,6471021,Kepler-539 b,0.471,10.02
2701,2701,8709688,Kepler-1893 b,0.317,1.52
2704,2704,11618601,Kepler-1894 b,0.46,1.25
2705,2705,7582689,Kepler-431 d,0.929,0.87
2706,2706,7582689,Kepler-431 b,0.889,0.73
2707,2707,7582689,Kepler-431 c,0.886,0.72
2710,2710,6196457,Kepler-92 c,0.035,2.31
2711,2711,7050989,Kepler-136 c,0.115,1.94
2712,2712,7419318,Kepler-137 c,0.785,2.1
2713,2713,7419318,Kepler-137 b,0.51,1.5
2714,2714,7603200,Kepler-138 c,0.545,1.42
2715,2715,7603200,Kepler-138 d,0.32,1.24
2716,2716,10905239,Kepler-101 c,0.379,1.18
2717,2717,7364176,Kepler-1718 b,0.023,2.32
2718,2718,8686097,Kepler-540 b,0.004,2.85
2719,2719,12356617,Kepler-1704 b,0.1667,10.81
2722,2722,3323887,Kepler-9 b,0.169,7.74
2725,2725,9716391,Kepler-1413 b,0.016,1.84
2726,2726,6929841,Kepler-1414 b,0.061,1.35
2727,2727,5088536,Kepler-130 d,0.983,1.85
2729,2729,11508644,Kepler-1426 b,0.894,1.73
2731,2731,8895758,Kepler-1427 b,0.065,1.08
2733,2733,7603200,Kepler-138 b,0.061,0.59
2734,2734,7700622,Kepler-1716 b,0.001,2.03
2735,2735,8008067,Kepler-139 b,0.009,2.62
2736,2736,8008067,Kepler-139 c,0.004,2.63
2738,2738,3323887,Kepler-9 c,0.6883,7.98
2740,2740,3323887,Kepler-9 d,0.0779,1.48
2744,2744,11137180,Kepler-1895 b,0.454,1.36
2749,2749,3756264,Kepler-1906 b,0.253,1.86
2750,2750,11572193,Kepler-1428 b,0.403,1.79
2751,2751,11285870,Kepler-1429 b,0.3,1.23
2754,2754,6196457,Kepler-92 d,0.277,1.91
2755,2755,8121310,Kepler-521 b,0.017,3.02
2756,2756,8156120,Kepler-522 b,0.905,8.56
2759,2759,8753657,Kepler-406 b,0.694,1.41
2764,2764,3942670,Kepler-147 c,0.947,2.98
2765,2765,3942670,Kepler-147 b,0.709,1.33
2767,2767,10585738,Kepler-1415 b,0.319,1.31
2772,2772,7676423,Kepler-1430 b,0.052,1.03
2774,2774,11714231,Kepler-1431 b,0.539,1.45
2775,2775,11720424,Kepler-1432 b,0.398,1.91
2777,2777,8753657,Kepler-406 c,0.388,0.77
2779,2779,9139084,Kepler-523 b,0.129,1.92
2785,2785,3353050,Kepler-541 b,0.636,3.95
2786,2786,3446746,Kepler-542 b,0.591,1.59
2787,2787,5695396,Kepler-131 b,0.546,2.13
2790,2790,8051946,Kepler-1416 b,0.974,1.44
2791,2791,5445681,Kepler-1417 b,0.192,1.01
2794,2794,11499192,Kepler-1433 b,0.168,1.43
2795,2795,12416661,Kepler-1434 b,0.035,1.28
2800,2800,9881662,Kepler-140 b,0.303,1.38
2801,2801,9881662,Kepler-140 c,0.008,1.57
2803,2803,3656121,Kepler-146 b,0.029,3.56
2805,2805,3656121,Kepler-146 c,0.462,3.08
2806,2806,3733628,Kepler-543 b,0.777,2.46
2807,2807,3831053,Kepler-1719 b,0.368,3.26
2812,2812,5092266,Kepler-1896 b,0.436,2.56
2814,2814,8751796,Kepler-1435 b,0.569,0.9
2816,2816,9907129,Kepler-1436 b,0.941,2.07
2818,2818,9527334,Kepler-461 b,0.002,2.74
2820,2820,11361646,Kepler-524 b,0.128,1.85
2821,2821,11361646,Kepler-524 c,0.011,0.83
2822,2822,10285631,Kepler-525 b,0.858,3.64
2823,2823,3964109,Kepler-544 b,0.081,2.09
2825,2825,3544595,Kepler-93 b,0.657,1.56
2830,2830,5695396,Kepler-131 c,0.322,0.83
2831,2831,9714550,Kepler-1695 b,0.121,0.97
2832,2832,6263593,Kepler-1418 b,0.176,1.21
2835,2835,10252275,Kepler-1907 c,1.006,2.9
2836,2836,10252275,Kepler-1907 b,0.889,1.05
2837,2837,11455181,Kepler-1437 b,0.197,1.21
2839,2839,10290666,Kepler-526 b,0.65,1.91
2840,2840,10337258,Kepler-527 b,0.774,4.03
2844,2844,12314973,Kepler-450 c,0.372,2.59
2845,2845,5450893,Kepler-1890 b,0.922,1.08
2852,2852,2716801,Kepler-1419 b,0.495,2.45
2854,2854,7216284,Kepler-1420 b,0.0,1.24
2857,2857,6945786,Kepler-1909 b,0.299,0.93
2858,2858,5978170,Kepler-1910 b,0.39,0.99
2859,2859,5440317,Kepler-1438 b,0.429,1.24
2860,2860,10545066,Kepler-528 b,0.015,2.1
2862,2862,10552611,Kepler-141 c,0.683,1.5
2863,2863,10552611,Kepler-141 b,0.7,0.73
2864,2864,10587105,Kepler-529 b,0.713,2.1
2865,2865,10587105,Kepler-529 c,0.956,2.55
2868,2868,11090556,Kepler-1398 b,0.058,1.02
2869,2869,11090556,Kepler-1398 c,0.499,1.13
2871,2871,3234843,Kepler-405 c,0.744,3.02
2872,2872,6021275,Kepler-132 d,0.966,1.93
2873,2873,3234843,Kepler-405 b,0.024,2.06
2877,2877,5688790,Kepler-1439 b,0.928,1.59
2880,2880,10908248,Kepler-1440 b,0.398,1.62
2882,2882,10878263,Kepler-414 c,0.188,2.73
2883,2883,10878263,Kepler-414 b,0.135,1.74
2884,2884,10982872,Kepler-142 c,0.384,2.75
2885,2885,10982872,Kepler-142 b,0.513,1.94
2887,2887,4141376,Kepler-1655 b,0.904,2.25
2888,2888,9468551,Kepler-1399 b,0.365,1.29
2889,2889,9076971,Kepler-1400 b,0.928,1.9
2890,2890,8360640,Kepler-1891 b,0.741,1.37
2891,2891,11019987,Kepler-1421 b,0.264,0.91
2893,2893,10924562,Kepler-1422 b,0.093,1.94
2896,2896,7534267,Kepler-1441 b,0.42,2.51
2897,2897,9592705,Kepler-1714 b,0.315,3.04
2899,2899,10386922,Kepler-511 c,0.015,3.13
2900,2900,10386922,Kepler-511 b,0.429,7.56
2901,2901,10982872,Kepler-142 d,0.011,1.67
2903,2903,11015108,Kepler-530 b,0.028,2.87
2904,2904,11074541,Kepler-531 b,0.658,2.81
2905,2905,11100383,Kepler-532 b,0.768,2.62
2911,2911,6636320,Kepler-1892 b,0.094,1.31
2912,2912,4067925,Kepler-1897 b,0.032,2.1
2914,2914,6021275,Kepler-132 c,0.869,1.4
2919,2919,10933561,Kepler-133 c,0.561,2.72
2920,2920,10933561,Kepler-133 b,0.896,2.04
2923,2923,11075737,Kepler-97 b,0.349,1.44
2925,2925,11194032,Kepler-533 b,0.77,3.27
2926,2926,11394027,Kepler-1664 b,0.021,2.54
2929,2929,11442793,Kepler-90 h,0.02,10.89
2930,2930,5520547,Kepler-1401 b,0.956,1.7
2932,2932,8866102,Kepler-410 A b,0.013,2.43
2933,2933,4143755,Kepler-510 b,0.606,2.45
2935,2935,11244137,Kepler-1402 b,0.238,1.6
2937,2937,5865654,Kepler-1423 b,0.669,2.84
2943,2943,11259686,Kepler-512 b,0.017,2.78
2944,2944,11547513,Kepler-134 b,0.72,1.94
2945,2945,11547513,Kepler-134 c,0.828,1.28
2946,2946,11802615,Kepler-513 b,0.778,2.53
2947,2947,11442793,Kepler-90 g,0.002,7.7
2949,2949,11442793,Kepler-90 d,0.005,2.84
2951,2951,11521793,Kepler-143 c,0.915,3.25
2953,2953,11566064,Kepler-1717 b,0.682,2.86
2955,2955,3848275,Kepler-1403 b,0.093,2.03
2956,2956,12021625,Kepler-1404 b,0.604,1.77
2958,2958,4175630,Kepler-1405 b,0.025,2.82
2961,2961,3328080,Kepler-1898 b,0.14,0.92
2962,2962,8430964,Kepler-1900 b,0.249,1.16
2964,2964,6021275,Kepler-132 b,0.775,1.22
2967,2967,11905011,Kepler-514 b,0.906,2.03
2968,2968,12785320,Kepler-515 b,0.846,1.5
2970,2970,2692377,Kepler-98 b,0.362,1.88
2973,2973,11568987,Kepler-534 b,0.526,2.27
2974,2974,11568987,Kepler-534 c,0.513,1.11
2975,2975,11621223,Kepler-535 b,0.016,2.37
2976,2976,11624249,Kepler-536 b,0.033,5.95
2980,2980,3852655,Kepler-1406 b,0.925,1.31
2982,2982,5088536,Kepler-130 c,0.577,2.98
2983,2983,6103377,Kepler-1407 b,0.643,3.2
2990,2990,8037145,Kepler-176 d,0.516,2.27
2993,2993,8806123,Kepler-177 c,0.885,6.77
2994,2994,8806123,Kepler-177 b,0.05,2.68
2996,2996,8355239,Kepler-189 b,0.757,1.5
2998,2998,8367113,Kepler-606 b,0.653,2.8
3000,3000,8558011,Kepler-607 c,0.639,2.29
3002,3002,9115800,Kepler-548 b,0.479,11.76
3004,3004,9478990,Kepler-39 b,0.065,14.43
3006,3006,6850504,Kepler-20 e,0.21,0.84
3008,3008,10934674,Kepler-567 b,0.329,2.31
3009,3009,10990886,Kepler-568 b,0.724,2.46
3010,3010,11015323,Kepler-569 b,0.065,2.97
3011,3011,11134879,Kepler-570 b,0.547,2.42
3012,3012,11192998,Kepler-166 b,0.014,2.3
3014,3014,8934495,Kepler-1721 b,0.02,2.51
3016,3016,5866724,Kepler-65 c,0.049,2.56
3017,3017,9157634,Kepler-586 b,0.001,2.89
3020,3020,8565266,Kepler-608 b,0.553,3.89
3021,3021,8616637,Kepler-190 b,0.502,1.46
3022,3022,8616637,Kepler-190 c,0.76,1.63
3023,3023,8625925,Kepler-609 b,0.514,2.54
3024,3024,8822216,Kepler-610 b,0.022,3.21
3029,3029,10189546,Kepler-549 b,0.013,2.98
3030,3030,10189546,Kepler-549 c,0.188,2.68
3032,3032,11192998,Kepler-166 d,0.016,1.59
3033,3033,11192998,Kepler-166 c,0.008,2.41
3036,3036,11497977,Kepler-571 b,0.594,2.51
3038,3038,9941859,Kepler-178 b,0.043,2.88
3039,3039,9941859,Kepler-178 d,0.336,3.29
3040,3040,9941859,Kepler-178 c,0.568,2.99
3042,3042,10266615,Kepler-587 b,0.595,2.08
3043,3043,6444896,Kepler-1649 c,0.702,0.53
3045,3045,8822216,Kepler-610 c,0.016,2.41
3046,3046,9020160,Kepler-191 d,0.763,2.69
3047,3047,7941200,Kepler-1709 b,0.663,2.78
3048,3048,9020160,Kepler-191 c,0.845,2.47
3050,3050,9020160,Kepler-191 b,0.934,1.93
3051,3051,10418224,Kepler-40 b,0.055,13.44
3052,3052,10616679,Kepler-550 b,0.048,4.17
3053,3053,10717241,Kepler-551 b,0.468,2.53
3056,3056,10843590,Kepler-153 b,0.013,2.82
3057,3057,6850504,Kepler-20 f,0.049,0.9
3058,3058,12061222,Kepler-572 b,0.012,2.22
3060,3060,12404305,Kepler-573 b,0.024,2.78
3062,3062,12834874,Kepler-574 b,0.017,2.19
3063,3063,2557816,Kepler-575 b,0.671,2.03
3064,3064,10454313,Kepler-588 b,0.847,2.87
3065,3065,10513530,Kepler-589 b,0.88,2.95
3066,3066,5866724,Kepler-65 b,0.113,1.42
3068,3068,10513530,Kepler-589 c,0.976,1.46
3069,3069,10554999,Kepler-179 c,0.898,2.52
3070,3070,9076513,Kepler-611 b,0.014,2.04
3071,3071,9146018,Kepler-192 b,0.625,2.76
3072,3072,9146018,Kepler-192 c,0.794,2.63
3073,3073,9146018,Kepler-192 d,0.732,1.15
3074,3074,9279669,Kepler-612 b,0.644,2.33
3075,3075,10843590,Kepler-153 c,0.645,2.6
3076,3076,10858832,Kepler-552 b,0.853,3.77
3077,3077,10937029,Kepler-553 b,0.033,4.48
3079,3079,10937029,Kepler-553 c,0.75,10.99
3083,3083,3239945,Kepler-167 b,0.102,1.41
3085,3085,10187017,Kepler-102 e,0.75,2.48
3086,3086,3239945,Kepler-167 e,0.216,9.27
3087,3087,10554999,Kepler-179 b,0.189,1.56
3088,3088,10873260,Kepler-590 b,0.316,3.46
3089,3089,10965008,Kepler-591 b,0.875,4.71
3091,3091,11073351,Kepler-592 b,0.614,2.53
3092,3092,11090765,Kepler-593 b,0.89,2.97
3094,3094,9570741,Kepler-613 b,0.025,2.11
3095,3095,9607164,Kepler-614 b,0.66,2.41
3096,3096,9631762,Kepler-615 b,0.178,1.92
3097,3097,6462863,Kepler-89 d,0.031,9.99
3098,3098,9782691,Kepler-193 b,0.243,3.04
3099,3099,11709124,Kepler-154 d,0.649,4.04
3104,3104,12302530,Kepler-155 b,0.886,2.01
3105,3105,11904151,Kepler-10 b,0.022,1.43
3106,3106,3239945,Kepler-167 c,0.077,1.37
3107,3107,3239945,Kepler-167 d,0.568,1.11
3109,3109,3559935,Kepler-576 b,0.041,2.9
3111,3111,3966801,Kepler-577 b,0.68,1.7
3113,3113,11656721,Kepler-594 b,0.115,2.06
3114,3114,11853905,Kepler-4 b,0.021,4.13
3115,3115,5866724,Kepler-65 d,0.622,1.58
3116,3116,11669239,Kepler-180 c,0.917,3.28
3117,3117,11669239,Kepler-180 b,0.967,2.04
3118,3118,10600261,Kepler-194 d,0.002,3.33
3119,3119,10656823,Kepler-195 b,0.019,2.15
3120,3120,10656823,Kepler-195 c,0.386,1.71
3121,3121,10676824,Kepler-1724 b,0.749,2.48
3122,3122,10718726,Kepler-618 b,0.496,2.39
3123,3123,12302530,Kepler-155 c,0.682,1.87
3124,3124,12470954,Kepler-554 b,0.116,4.45
3126,3126,2438264,Kepler-156 c,0.014,2.35
3127,3127,2438264,Kepler-156 b,0.817,2.46
3130,3130,4454752,Kepler-578 b,0.856,4.47
3132,3132,4757437,Kepler-168 c,0.005,2.94
3133,3133,10187017,Kepler-102 d,0.747,1.34
3134,3134,4757437,Kepler-168 b,0.177,1.63
3135,3135,11823054,Kepler-181 c,0.652,2.46
3136,3136,11823054,Kepler-181 b,0.454,1.5
3140,3140,12058931,Kepler-182 c,0.488,3.28
3141,3141,9782691,Kepler-193 c,0.137,3.58
3144,3144,9957627,Kepler-1723 b,0.046,2.37
3145,3145,9958962,Kepler-616 b,0.851,2.82
3146,3146,9958962,Kepler-616 c,0.849,3.96
3147,3147,3745690,Kepler-157 c,0.18,2.17
3148,3148,3745690,Kepler-157 b,0.184,1.37
3150,3150,3745690,Kepler-157 d,0.812,1.56
3151,3151,3833007,Kepler-555 b,0.336,2.22
3152,3152,3847138,Kepler-556 b,0.012,2.08
3154,3154,4847534,Kepler-579 b,0.8,1.9
3155,3155,4852528,Kepler-80 b,0.172,2.16
3156,3156,4852528,Kepler-80 c,0.023,2.16
3157,3157,4852528,Kepler-80 d,0.032,1.3
3158,3158,4852528,Kepler-80 e,0.154,1.33
3159,3159,12058931,Kepler-182 b,0.888,2.66
3160,3160,12116489,Kepler-595 b,0.04,3.95
3161,3161,12600735,Kepler-596 b,0.075,2.99
3162,3162,10593626,Kepler-22 b,0.856,2.34
3164,3164,9958962,Kepler-616 d,0.482,2.44
3166,3166,10388286,Kepler-617 b,0.025,1.23
3167,3167,10600261,Kepler-194 c,0.0,3.56
3168,3168,6462863,Kepler-89 c,0.005,3.72
3169,3169,10600261,Kepler-194 b,0.271,2.06
3170,3170,11904151,Kepler-10 c,0.025,2.26
3172,3172,4633570,Kepler-158 b,0.855,2.27
3173,3173,4633570,Kepler-158 c,0.623,1.97
3175,3175,5640085,Kepler-159 b,0.078,1.68
3176,3176,5640085,Kepler-159 c,0.011,2.05
3177,3177,4852528,Kepler-80 f,0.026,1.19
3180,3180,10187017,Kepler-102 f,0.765,0.95
3181,3181,5340644,Kepler-580 b,0.246,2.28
3183,3183,4165473,Kepler-597 b,0.032,2.3
3184,3184,4270253,Kepler-183 c,0.066,2.9
3186,3186,4270253,Kepler-183 b,0.663,2.76
3188,3188,10973664,Kepler-619 b,0.229,2.85
3190,3190,10973664,Kepler-619 c,0.831,1.64
3191,3191,9141746,Kepler-730 c,0.578,1.23
3192,3192,12459913,Kepler-620 b,0.845,2.49
3193,3193,6462863,Kepler-89 e,0.497,6.07
3198,3198,6291033,Kepler-557 b,0.623,2.43
3201,3201,5461440,Kepler-581 b,0.494,2.67
3202,3202,5689351,Kepler-169 e,0.806,2.24
3204,3204,5689351,Kepler-169 c,0.647,1.37
3205,3205,5689351,Kepler-169 b,0.684,1.19
3206,3206,5689351,Kepler-169 d,0.799,1.45
3210,3210,5709725,Kepler-598 b,0.713,1.63
3211,3211,5709725,Kepler-598 c,0.741,3.07
3213,3213,9946525,Kepler-148 d,0.681,8.73
3214,3214,9946525,Kepler-148 c,0.047,3.44
3216,3216,9946525,Kepler-148 b,0.278,1.82
3219,3219,7098355,Kepler-558 b,0.761,2.64
3222,3222,7269974,Kepler-160 c,0.03,3.85
3223,3223,7269974,Kepler-160 b,0.034,1.89
3224,3224,7440748,Kepler-161 b,0.026,2.14
3225,3225,5689351,Kepler-169 f,0.845,2.95
3228,3228,5812960,Kepler-582 b,0.034,3.34
3229,3229,6266741,Kepler-170 b,0.559,3.05
3230,3230,10187017,Kepler-102 c,0.658,0.63
3232,3232,5774349,Kepler-599 b,0.304,2.55
3234,3234,5978361,Kepler-1722 b,0.582,2.3
3236,3236,6501635,Kepler-600 b,0.822,2.76
3237,3237,3217264,Kepler-149 b,0.043,4.15
3238,3238,3217264,Kepler-149 d,0.852,4.28
3240,3240,6850504,Kepler-20 c,0.422,2.99
3241,3241,3217264,Kepler-149 c,0.209,1.67
3243,3243,7440748,Kepler-161 c,0.752,2.37
3246,3246,7977197,Kepler-162 c,0.813,3.24
3247,3247,7977197,Kepler-162 b,0.819,1.39
3249,3249,6266741,Kepler-170 c,0.429,2.85
3250,3250,6381846,Kepler-171 b,0.022,2.74
3252,3252,6381846,Kepler-171 c,0.103,3.0
3253,3253,6381846,Kepler-171 d,0.166,2.22
3254,3254,6422155,Kepler-172 b,0.825,2.59
3255,3255,6665695,Kepler-601 b,0.758,1.86
3256,3256,6707833,Kepler-602 b,0.774,2.7
3258,3258,6786037,Kepler-603 b,0.008,2.75
3259,3259,6786037,Kepler-603 c,0.47,8.03
3260,3260,6786037,Kepler-603 d,0.333,1.81
3267,3267,5351250,Kepler-150 c,0.096,3.42
3268,3268,8043638,Kepler-559 b,0.106,4.03
3272,3272,8845205,Kepler-560 b,0.712,1.55
3273,3273,8890783,Kepler-561 b,0.402,7.02
3274,3274,8890783,Kepler-561 c,0.008,2.6
3276,3276,6422155,Kepler-172 c,0.876,2.89
3277,3277,6422155,Kepler-172 d,0.945,2.7
3278,3278,6422155,Kepler-172 e,0.958,3.26
3279,3279,6451936,Kepler-173 c,0.092,2.36
3280,3280,6451936,Kepler-173 b,0.368,1.28
3282,3282,8056665,Kepler-462 b,0.017,3.37
3284,3284,7119481,Kepler-604 b,0.265,2.4
3285,3285,7445445,Kepler-184 b,0.818,2.64
3286,3286,7445445,Kepler-184 c,0.793,2.16
3288,3288,5351250,Kepler-150 d,0.022,2.74
3289,3289,5351250,Kepler-150 e,0.943,3.18
3290,3290,6850504,Kepler-20 b,0.016,1.78
3291,3291,5351250,Kepler-150 b,0.082,1.21
3292,3292,5444548,Kepler-545 b,0.62,2.86
3296,3296,9583881,Kepler-562 b,0.55,4.96
3297,3297,9589524,Kepler-563 b,0.032,3.18
3301,3301,10187017,Kepler-102 b,0.705,0.51
3302,3302,6838050,Kepler-583 b,0.023,2.78
3303,3303,6937692,Kepler-584 b,0.772,4.17
3307,3307,7445445,Kepler-184 d,0.902,2.55
3308,3308,7595157,Kepler-605 b,0.63,1.65
3309,3309,7595157,Kepler-605 c,0.385,0.96
3310,3310,8008206,Kepler-185 c,0.559,1.94
3311,3311,8008206,Kepler-185 b,0.136,1.13
3315,3315,5683743,Kepler-546 b,0.255,7.31
3316,3316,5791986,Kepler-151 b,0.777,3.0
3317,3317,5791986,Kepler-151 c,0.817,2.33
3320,3320,9844088,Kepler-564 b,0.001,4.61
3321,3321,10019643,Kepler-163 c,0.885,3.2
3322,3322,10019643,Kepler-163 b,0.816,1.36
3323,3323,10123064,Kepler-565 b,0.032,3.16
3326,3326,8015907,Kepler-585 b,0.436,2.54
3327,3327,8017703,Kepler-174 b,0.444,2.09
3328,3328,8017703,Kepler-174 c,0.032,1.56
3329,3329,8017703,Kepler-174 d,0.044,2.29
3332,3332,8056665,Kepler-462 c,0.84,4.52
3333,3333,8120608,Kepler-186 c,0.043,1.14
3334,3334,8120608,Kepler-186 d,0.517,1.29
3335,3335,8120608,Kepler-186 b,0.119,0.97
3336,3336,8120608,Kepler-186 e,0.147,1.15
3340,3340,6850504,Kepler-20 d,0.094,2.59
3341,3341,6508221,Kepler-152 b,0.64,3.08
3343,3343,10155434,Kepler-1720 b,0.793,2.75
3344,3344,10460984,Kepler-164 c,0.819,2.84
3345,3345,10460984,Kepler-164 d,0.842,2.7
3347,3347,10460984,Kepler-164 b,0.911,1.63
3349,3349,8022244,Kepler-175 b,0.421,2.56
3350,3350,2571238,Kepler-19 b,0.004,2.1
3351,3351,8022244,Kepler-175 c,0.474,2.76
3352,3352,8037145,Kepler-176 c,0.657,2.58
3353,3353,8037145,Kepler-176 b,0.72,1.61
3355,3355,8193178,Kepler-187 c,0.77,2.87
3356,3356,8193178,Kepler-187 b,0.633,1.44
3357,3357,8344004,Kepler-188 c,0.51,2.96
3358,3358,8344004,Kepler-188 b,0.537,1.63
3359,3359,8355239,Kepler-189 c,0.798,2.98
3361,3361,6508221,Kepler-152 c,0.886,2.96
3365,3365,8352537,Kepler-547 b,0.436,3.8
3369,3369,10577994,Kepler-165 b,0.521,2.1
3370,3370,10577994,Kepler-165 c,0.607,2.34
3371,3371,10599206,Kepler-566 b,0.727,2.24
