,name,description,discovery date
479,Kepler-1360 b,"Kepler-135 b is a super Earth exoplanet that orbits an F-type star. Its mass is 3.93 Earths, it takes 6 days to complete one orbit of its star, and is 0.067 AU from its star. Its discovery was announced in 2014.",2016
480,Kepler-1361 b,"Kepler-135 c is a super Earth exoplanet that orbits an F-type star. Its mass is 1.65 Earths, it takes 11.4 days to complete one orbit of its star, and is 0.103 AU from its star. Its discovery was announced in 2014.",2016
481,Kepler-1362 b,"Kepler-1360 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 11.5 Earths, it takes 40.5 days to complete one orbit of its star, and is 0.2866 AU from its star. Its discovery was announced in 2016.",2016
482,Kepler-1363 b,"Kepler-1361 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.566 Earths, it takes 3.6 days to complete one orbit of its star, and is 0.0431 AU from its star. Its discovery was announced in 2016.",2016
483,Kepler-1364 b,"Kepler-1362 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 7.27 Earths, it takes 136.2 days to complete one orbit of its star, and is 0.4626 AU from its star. Its discovery was announced in 2016.",2016
484,Kepler-1365 b,"Kepler-1363 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.1 Earths, it takes 2.9 days to complete one orbit of its star, and is 0.0363 AU from its star. Its discovery was announced in 2016.",2016
485,Kepler-1365 c,"Kepler-1364 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 5.27 Earths, it takes 13.3 days to complete one orbit of its star, and is 0.1284 AU from its star. Its discovery was announced in 2016.",2016
486,Kepler-1366 b,"Kepler-1365 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.721 Earths, it takes 7.7 days to complete one orbit of its star, and is 0.075 AU from its star. Its discovery was announced in 2016.",2016
487,Kepler-1367 b,"Kepler-1365 c is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.437 Earths, it takes 4.8 days to complete one orbit of its star, and is 0.0545 AU from its star. Its discovery was announced in 2016.",2016
488,Kepler-1368 b,"Kepler-1366 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.63 Earths, it takes 2.2 days to complete one orbit of its star, and is 0.0273 AU from its star. Its discovery was announced in 2016.",2016
489,Kepler-1369 b,"Kepler-1367 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.721 Earths, it takes 1.6 days to complete one orbit of its star, and is 0.0236 AU from its star. Its discovery was announced in 2016.",2014
490,Kepler-136 b,"Kepler-1368 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.36 Earths, it takes 0.7 days to complete one orbit of its star, and is 0.0153 AU from its star. Its discovery was announced in 2016.",2014
491,Kepler-136 c,"Kepler-1369 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.7 Earths, it takes 25.9 days to complete one orbit of its star, and is 0.1741 AU from its star. Its discovery was announced in 2016.",2016
492,Kepler-1370 b,"Kepler-136 b is a super Earth exoplanet that orbits an F-type star. Its mass is 19.8 Earths, it takes 11.6 days to complete one orbit of its star, and is 0.106 AU from its star. Its discovery was announced in 2014.",2016
493,Kepler-1370 c,"Kepler-136 c is a super Earth exoplanet that orbits an F-type star. Its mass is 4.62 Earths, it takes 16.4 days to complete one orbit of its star, and is 0.133 AU from its star. Its discovery was announced in 2014.",2016
494,Kepler-1371 b,"Kepler-1370 b is a super Earth exoplanet that orbits an F-type star. Its mass is 4.04 Earths, it takes 20.3 days to complete one orbit of its star, and is 0.1495 AU from its star. Its discovery was announced in 2016.",2016
495,Kepler-1371 c,"Kepler-1370 c is a super Earth exoplanet that orbits an F-type star. Its mass is 2.15 Earths, it takes 7.4 days to complete one orbit of its star, and is 0.0767 AU from its star. Its discovery was announced in 2016.",2016
496,Kepler-1372 b,"Kepler-1371 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.315 Earths, it takes 3.4 days to complete one orbit of its star, and is 0.0393 AU from its star. Its discovery was announced in 2016.",2016
497,Kepler-1373 b,"Kepler-1371 c is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.196 Earths, it takes 2 days to complete one orbit of its star, and is 0.0274 AU from its star. Its discovery was announced in 2016.",2016
498,Kepler-1374 b,"Kepler-1372 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.15 Earths, it takes 1.3 days to complete one orbit of its star, and is 0.024 AU from its star. Its discovery was announced in 2016.",2016
499,Kepler-1375 b,"Kepler-1373 b is a super Earth exoplanet that orbits an F-type star. Its mass is 1.65 Earths, it takes 1.3 days to complete one orbit of its star, and is 0.0242 AU from its star. Its discovery was announced in 2016.",2016
500,Kepler-1376 b,"Kepler-1374 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.86 Earths, it takes 10.7 days to complete one orbit of its star, and is 0.0918 AU from its star. Its discovery was announced in 2016.",2016
501,Kepler-1377 b,"Kepler-1375 b is a super Earth exoplanet that orbits an F-type star. Its mass is 3.68 Earths, it takes 3.3 days to complete one orbit of its star, and is 0.0471 AU from its star. Its discovery was announced in 2016.",2016
502,Kepler-1378 b,"Kepler-1376 b is a super Earth exoplanet that orbits a G-type star. Its mass is 1.16 Earths, it takes 5.3 days to complete one orbit of its star, and is 0.0598 AU from its star. Its discovery was announced in 2016.",2016
503,Kepler-1379 b,"Kepler-1377 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.1 Earths, it takes 0.7 days to complete one orbit of its star, and is 0.0153 AU from its star. Its discovery was announced in 2016.",2014
504,Kepler-137 b,"Kepler-1378 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.48 Earths, it takes 12 days to complete one orbit of its star, and is 0.0885 AU from its star. Its discovery was announced in 2016.",2014
505,Kepler-137 c,"Kepler-1379 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.24 Earths, it takes 0.9 days to complete one orbit of its star, and is 0.0171 AU from its star. Its discovery was announced in 2016.",2016
506,Kepler-1380 b,"Kepler-137 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.76 Earths, it takes 8.4 days to complete one orbit of its star, and is 0.077 AU from its star. Its discovery was announced in 2014.",2016
507,Kepler-1381 b,"Kepler-137 c is a super Earth exoplanet that orbits a K-type star. Its mass is 4.19 Earths, it takes 18.7 days to complete one orbit of its star, and is 0.13 AU from its star. Its discovery was announced in 2014.",2016
508,Kepler-1382 b,"Kepler-1380 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.63 Earths, it takes 10.3 days to complete one orbit of its star, and is 0.0917 AU from its star. Its discovery was announced in 2016.",2016
509,Kepler-1383 b,"Kepler-1381 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.69 Earths, it takes 25.4 days to complete one orbit of its star, and is 0.1728 AU from its star. Its discovery was announced in 2016.",2016
510,Kepler-1384 b,"Kepler-1382 b is a super Earth exoplanet that orbits an F-type star. Its mass is 4.19 Earths, it takes 16.4 days to complete one orbit of its star, and is 0.1404 AU from its star. Its discovery was announced in 2016.",2016
511,Kepler-1385 b,"Kepler-1383 b is a super Earth exoplanet that orbits an F-type star. Its mass is 2.57 Earths, it takes 13.9 days to complete one orbit of its star, and is 0.1179 AU from its star. Its discovery was announced in 2016.",2016
512,Kepler-1386 b,"Kepler-1384 b is a super Earth exoplanet that orbits a K-type star. Its mass is 4.42 Earths, it takes 15.4 days to complete one orbit of its star, and is 0.1126 AU from its star. Its discovery was announced in 2016.",2016
513,Kepler-1387 b,"Kepler-1385 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.543 Earths, it takes 2.9 days to complete one orbit of its star, and is 0.0415 AU from its star. Its discovery was announced in 2016.",2016
514,Kepler-1388 b,"Kepler-1386 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.07 Earths, it takes 6.7 days to complete one orbit of its star, and is 0.068 AU from its star. Its discovery was announced in 2016.",2016
515,Kepler-1388 c,"Kepler-1387 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.749 Earths, it takes 2.3 days to complete one orbit of its star, and is 0.031 AU from its star. Its discovery was announced in 2016.",2016
516,Kepler-1388 d,"Kepler-1388 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 7.22 Earths, it takes 12.3 days to complete one orbit of its star, and is 0.0882 AU from its star. Its discovery was announced in 2016.",2016
517,Kepler-1388 e,"Kepler-1388 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.73 Earths, it takes 5.5 days to complete one orbit of its star, and is 0.0519 AU from its star. Its discovery was announced in 2016.",2016
518,Kepler-1389 b,"Kepler-1388 d is a Neptune-like exoplanet that orbits a K-type star. Its mass is 8.55 Earths, it takes 21 days to complete one orbit of its star, and is 0.126 AU from its star. Its discovery was announced in 2016.",2014
519,Kepler-138 b,"Kepler-1388 e is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6.62 Earths, it takes 37.6 days to complete one orbit of its star, and is 0.1861 AU from its star. Its discovery was announced in 2016.",2014
520,Kepler-138 c,"Kepler-1389 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.78 Earths, it takes 99.3 days to complete one orbit of its star, and is 0.3869 AU from its star. Its discovery was announced in 2016.",2014
521,Kepler-138 d,"Kepler-138 b is a terrestrial exoplanet that orbits an M-type star. Its mass is 0.07 Earths, it takes 10.3 days to complete one orbit of its star, and is 0.0753 AU from its star. Its discovery was announced in 2014.",2016
522,Kepler-1390 b,"Kepler-138 c is a super Earth exoplanet that orbits an M-type star. Its mass is 2.3 Earths, it takes 13.8 days to complete one orbit of its star, and is 0.0913 AU from its star. Its discovery was announced in 2014.",2016
523,Kepler-1391 b,"Kepler-138 d is a super Earth exoplanet that orbits an M-type star. Its mass is 2.1 Earths, it takes 23.1 days to complete one orbit of its star, and is 0.1288 AU from its star. Its discovery was announced in 2014.",2016
524,Kepler-1392 b,"Kepler-1390 b is a super Earth exoplanet that orbits a G-type star. Its mass is 1.76 Earths, it takes 6.5 days to complete one orbit of its star, and is 0.0662 AU from its star. Its discovery was announced in 2016.",2016
525,Kepler-1393 b,"Kepler-1391 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.46 Earths, it takes 54.4 days to complete one orbit of its star, and is 0.2768 AU from its star. Its discovery was announced in 2016.",2016
526,Kepler-1394 b,"Kepler-1392 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.5 Earths, it takes 15.1 days to complete one orbit of its star, and is 0.1189 AU from its star. Its discovery was announced in 2016.",2016
527,Kepler-1395 b,"Kepler-1393 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.437 Earths, it takes 2.4 days to complete one orbit of its star, and is 0.0337 AU from its star. Its discovery was announced in 2016.",2016
528,Kepler-1396 b,"Kepler-1394 b is a super Earth exoplanet that orbits an F-type star. Its mass is 2.51 Earths, it takes 3.9 days to complete one orbit of its star, and is 0.0555 AU from its star. Its discovery was announced in 2016.",2016
529,Kepler-1397 b,"Kepler-1395 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.437 Earths, it takes 3.8 days to complete one orbit of its star, and is 0.0494 AU from its star. Its discovery was announced in 2016.",2016
530,Kepler-1398 b,"Kepler-1396 b is a super Earth exoplanet that orbits an F-type star. Its mass is 4.94 Earths, it takes 18.2 days to complete one orbit of its star, and is 0.1406 AU from its star. Its discovery was announced in 2016.",2016
531,Kepler-1398 c,"Kepler-1397 b is a super Earth exoplanet that orbits an F-type star. Its mass is 3.61 Earths, it takes 47.4 days to complete one orbit of its star, and is 0.2602 AU from its star. Its discovery was announced in 2016.",2016
532,Kepler-1399 b,"Kepler-1398 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.666 Earths, it takes 2.8 days to complete one orbit of its star, and is 0.0392 AU from its star. Its discovery was announced in 2016.",2014
533,Kepler-139 b,"Kepler-1398 c is a super Earth exoplanet that orbits an F-type star. Its mass is 1.08 Earths, it takes 4.1 days to complete one orbit of its star, and is 0.051 AU from its star. Its discovery was announced in 2016.",2014
534,Kepler-139 c,"Kepler-1399 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.1 Earths, it takes 1.6 days to complete one orbit of its star, and is 0.0276 AU from its star. Its discovery was announced in 2016.",2016
535,Kepler-1400 b,"Kepler-139 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.96 Earths, it takes 15.8 days to complete one orbit of its star, and is 0.127 AU from its star. Its discovery was announced in 2014.",2016
536,Kepler-1401 b,"Kepler-139 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 11.4 Earths, it takes 157.1 days to complete one orbit of its star, and is 0.586 AU from its star. Its discovery was announced in 2014.",2016
537,Kepler-1402 b,"Kepler-1400 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.26 Earths, it takes 9.1 days to complete one orbit of its star, and is 0.0771 AU from its star. Its discovery was announced in 2016.",2016
538,Kepler-1403 b,"Kepler-1401 b is a super Earth exoplanet that orbits an F-type star. Its mass is 3.46 Earths, it takes 11.2 days to complete one orbit of its star, and is 0.0975 AU from its star. Its discovery was announced in 2016.",2016
539,Kepler-1404 b,"Kepler-1402 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.363 Earths, it takes 2 days to complete one orbit of its star, and is 0.0322 AU from its star. Its discovery was announced in 2016.",2016
540,Kepler-1405 b,"Kepler-1403 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 5.22 Earths, it takes 5.2 days to complete one orbit of its star, and is 0.064 AU from its star. Its discovery was announced in 2016.",2016
541,Kepler-1406 b,"Kepler-1404 b is a super Earth exoplanet that orbits a K-type star. Its mass is 4.7 Earths, it takes 15.9 days to complete one orbit of its star, and is 0.1143 AU from its star. Its discovery was announced in 2016.",2016
542,Kepler-1407 b,"Kepler-1405 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 14.9 Earths, it takes 28.2 days to complete one orbit of its star, and is 0.1778 AU from its star. Its discovery was announced in 2016.",2016
543,Kepler-1408 b,"Kepler-1406 b is a super Earth exoplanet that orbits a G-type star. Its mass is 1.37 Earths, it takes 11.6 days to complete one orbit of its star, and is 0.0987 AU from its star. Its discovery was announced in 2016.",2016
544,Kepler-1409 b,"Kepler-1407 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 5.69 Earths, it takes 20.1 days to complete one orbit of its star, and is 0.1502 AU from its star. Its discovery was announced in 2016.",2014
545,Kepler-140 b,"Kepler-1408 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.64 Earths, it takes 3 days to complete one orbit of its star, and is 0.0425 AU from its star. Its discovery was announced in 2016.",2014
546,Kepler-140 c,"Kepler-1409 b is a super Earth exoplanet that orbits a K-type star. Its mass is 1.12 Earths, it takes 0.8 days to complete one orbit of its star, and is 0.0152 AU from its star. Its discovery was announced in 2016.",2016
547,Kepler-1410 b,"Kepler-140 b is a super Earth exoplanet that orbits an F-type star. Its mass is 3.22 Earths, it takes 3.3 days to complete one orbit of its star, and is 0.045 AU from its star. Its discovery was announced in 2014.",2016
548,Kepler-1411 b,"Kepler-140 c is a super Earth exoplanet that orbits an F-type star. Its mass is 3.89 Earths, it takes 91.4 days to complete one orbit of its star, and is 0.414 AU from its star. Its discovery was announced in 2014.",2016
549,Kepler-1412 b,"Kepler-1410 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.82 Earths, it takes 60.9 days to complete one orbit of its star, and is 0.2543 AU from its star. Its discovery was announced in 2016.",2016
550,Kepler-1413 b,"Kepler-1411 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.35 Earths, it takes 86.1 days to complete one orbit of its star, and is 0.4001 AU from its star. Its discovery was announced in 2016.",2016
551,Kepler-1414 b,"Kepler-1412 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.498 Earths, it takes 3.6 days to complete one orbit of its star, and is 0.0461 AU from its star. Its discovery was announced in 2016.",2016
552,Kepler-1415 b,"Kepler-1413 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.97 Earths, it takes 13.2 days to complete one orbit of its star, and is 0.1066 AU from its star. Its discovery was announced in 2016.",2016
553,Kepler-1416 b,"Kepler-1414 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.04 Earths, it takes 3.5 days to complete one orbit of its star, and is 0.0426 AU from its star. Its discovery was announced in 2016.",2016
554,Kepler-1417 b,"Kepler-1415 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.21 Earths, it takes 0.6 days to complete one orbit of its star, and is 0.0144 AU from its star. Its discovery was announced in 2016.",2016
555,Kepler-1418 b,"Kepler-1416 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.615 Earths, it takes 1.5 days to complete one orbit of its star, and is 0.0257 AU from its star. Its discovery was announced in 2016.",2016
556,Kepler-1419 b,"Kepler-1417 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.972 Earths, it takes 20.4 days to complete one orbit of its star, and is 0.1431 AU from its star. Its discovery was announced in 2016.",2014
557,Kepler-141 b,"Kepler-1418 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.39 Earths, it takes 22.5 days to complete one orbit of its star, and is 0.131 AU from its star. Its discovery was announced in 2016.",2014
558,Kepler-141 c,"Kepler-1419 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.55 Earths, it takes 42.5 days to complete one orbit of its star, and is 0.2391 AU from its star. Its discovery was announced in 2016.",2016
559,Kepler-1420 b,"Kepler-141 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.257 Earths, it takes 3.1 days to complete one orbit of its star, and is 0.039 AU from its star. Its discovery was announced in 2014.",2016
560,Kepler-1421 b,"Kepler-141 c is a super Earth exoplanet that orbits a K-type star. Its mass is 2.57 Earths, it takes 7 days to complete one orbit of its star, and is 0.067 AU from its star. Its discovery was announced in 2014.",2016
561,Kepler-1422 b,"Kepler-1420 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.18 Earths, it takes 6.7 days to complete one orbit of its star, and is 0.0671 AU from its star. Its discovery was announced in 2016.",2016
562,Kepler-1423 b,"Kepler-1421 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.749 Earths, it takes 6.9 days to complete one orbit of its star, and is 0.0762 AU from its star. Its discovery was announced in 2016.",2016
563,Kepler-1424 b,"Kepler-1422 b is a super Earth exoplanet that orbits an F-type star. Its mass is 4.74 Earths, it takes 18.6 days to complete one orbit of its star, and is 0.1499 AU from its star. Its discovery was announced in 2016.",2016
564,Kepler-1425 b,"Kepler-1423 b is a super Earth exoplanet that orbits a K-type star. Its mass is 1.2 Earths, it takes 24 days to complete one orbit of its star, and is 0.1586 AU from its star. Its discovery was announced in 2016.",2016
565,Kepler-1426 b,"Kepler-1424 b is a super Earth exoplanet that orbits a G-type star. Its mass is 1.65 Earths, it takes 29.6 days to complete one orbit of its star, and is 0.1861 AU from its star. Its discovery was announced in 2016.",2016
566,Kepler-1427 b,"Kepler-1425 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.779 Earths, it takes 14.5 days to complete one orbit of its star, and is 0.1038 AU from its star. Its discovery was announced in 2016.",2016
567,Kepler-1428 b,"Kepler-1426 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.05 Earths, it takes 14.3 days to complete one orbit of its star, and is 0.1187 AU from its star. Its discovery was announced in 2016.",2016
568,Kepler-1429 b,"Kepler-1427 b is a super Earth exoplanet that orbits a G-type star. Its mass is 1.37 Earths, it takes 1 days to complete one orbit of its star, and is 0.0197 AU from its star. Its discovery was announced in 2016.",2014
569,Kepler-142 b,"Kepler-1428 b is a super Earth exoplanet that orbits an F-type star. Its mass is 3.33 Earths, it takes 10.7 days to complete one orbit of its star, and is 0.1059 AU from its star. Its discovery was announced in 2016.",2014
570,Kepler-142 c,"Kepler-1429 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.21 Earths, it takes 4.5 days to complete one orbit of its star, and is 0.055 AU from its star. Its discovery was announced in 2016.",2014
571,Kepler-142 d,"Kepler-142 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.62 Earths, it takes 2 days to complete one orbit of its star, and is 0.032 AU from its star. Its discovery was announced in 2014.",2016
572,Kepler-1430 b,"Kepler-142 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.55 Earths, it takes 4.8 days to complete one orbit of its star, and is 0.057 AU from its star. Its discovery was announced in 2014.",2016
573,Kepler-1431 b,"Kepler-142 d is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.31 Earths, it takes 41.8 days to complete one orbit of its star, and is 0.242 AU from its star. Its discovery was announced in 2014.",2016
574,Kepler-1432 b,"Kepler-1430 b is a super Earth exoplanet that orbits a K-type star. Its mass is 1.76 Earths, it takes 2.5 days to complete one orbit of its star, and is 0.0304 AU from its star. Its discovery was announced in 2016.",2016
575,Kepler-1433 b,"Kepler-1431 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.76 Earths, it takes 5.9 days to complete one orbit of its star, and is 0.0648 AU from its star. Its discovery was announced in 2016.",2016
576,Kepler-1434 b,"Kepler-1432 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 5.56 Earths, it takes 23.9 days to complete one orbit of its star, and is 0.1696 AU from its star. Its discovery was announced in 2016.",2016
577,Kepler-1435 b,"Kepler-1433 b is a super Earth exoplanet that orbits an F-type star. Its mass is 3.05 Earths, it takes 4.1 days to complete one orbit of its star, and is 0.0516 AU from its star. Its discovery was announced in 2016.",2016
578,Kepler-1436 b,"Kepler-1434 b is a super Earth exoplanet that orbits an F-type star. Its mass is 1.41 Earths, it takes 8.1 days to complete one orbit of its star, and is 0.0894 AU from its star. Its discovery was announced in 2016.",2016
579,Kepler-1437 b,"Kepler-1435 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.566 Earths, it takes 4.5 days to complete one orbit of its star, and is 0.0546 AU from its star. Its discovery was announced in 2016.",2016
580,Kepler-1438 b,"Kepler-1436 b is a super Earth exoplanet that orbits an F-type star. Its mass is 2.27 Earths, it takes 9.7 days to complete one orbit of its star, and is 0.0907 AU from its star. Its discovery was announced in 2016.",2016
581,Kepler-1439 b,"Kepler-1437 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.45 Earths, it takes 10.9 days to complete one orbit of its star, and is 0.0951 AU from its star. Its discovery was announced in 2016.",2014
582,Kepler-143 b,"Kepler-1438 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.779 Earths, it takes 2.3 days to complete one orbit of its star, and is 0.0346 AU from its star. Its discovery was announced in 2016.",2014
583,Kepler-143 c,"Kepler-1439 b is a super Earth exoplanet that orbits an M-type star. Its mass is 2.73 Earths, it takes 8.1 days to complete one orbit of its star, and is 0.0594 AU from its star. Its discovery was announced in 2016.",2016
584,Kepler-1440 b,"Kepler-143 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.39 Earths, it takes 16 days to complete one orbit of its star, and is 0.127 AU from its star. Its discovery was announced in 2014.",2016
585,Kepler-1441 b,"Kepler-143 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 11.3 Earths, it takes 27.1 days to complete one orbit of its star, and is 0.181 AU from its star. Its discovery was announced in 2014.",2016
586,Kepler-1442 b,"Kepler-1440 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.13 Earths, it takes 39.9 days to complete one orbit of its star, and is 0.2274 AU from its star. Its discovery was announced in 2016.",2016
587,Kepler-1443 b,"Kepler-1441 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.27 Earths, it takes 39.4 days to complete one orbit of its star, and is 0.2346 AU from its star. Its discovery was announced in 2016.",2016
588,Kepler-1444 b,"Kepler-1442 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 14.7 Earths, it takes 81.4 days to complete one orbit of its star, and is 0.4039 AU from its star. Its discovery was announced in 2016.",2016
589,Kepler-1445 b,"Kepler-1443 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.871 Earths, it takes 2.4 days to complete one orbit of its star, and is 0.0368 AU from its star. Its discovery was announced in 2016.",2016
590,Kepler-1446 b,"Kepler-1444 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.39 Earths, it takes 33.4 days to complete one orbit of its star, and is 0.2015 AU from its star. Its discovery was announced in 2016.",2016
591,Kepler-1447 b,"Kepler-1445 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.84 Earths, it takes 10.6 days to complete one orbit of its star, and is 0.0948 AU from its star. Its discovery was announced in 2016.",2016
592,Kepler-1448 b,"Kepler-1446 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.477 Earths, it takes 0.7 days to complete one orbit of its star, and is 0.0141 AU from its star. Its discovery was announced in 2016.",2016
593,Kepler-1449 b,"Kepler-1447 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.75 Earths, it takes 56.7 days to complete one orbit of its star, and is 0.2836 AU from its star. Its discovery was announced in 2016.",2014
594,Kepler-144 b,"Kepler-1448 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.22 Earths, it takes 12.3 days to complete one orbit of its star, and is 0.1058 AU from its star. Its discovery was announced in 2016.",2014
595,Kepler-144 c,"Kepler-1449 b is a super Earth exoplanet that orbits an F-type star. Its mass is 3.46 Earths, it takes 13.2 days to complete one orbit of its star, and is 0.1176 AU from its star. Its discovery was announced in 2016.",2016
596,Kepler-1450 b,"Kepler-144 b is a super Earth exoplanet that orbits an F-type star. Its mass is 2.33 Earths, it takes 5.9 days to complete one orbit of its star, and is 0.066 AU from its star. Its discovery was announced in 2014.",2016
597,Kepler-1451 b,"Kepler-144 c is a super Earth exoplanet that orbits an F-type star. Its mass is 2.39 Earths, it takes 10.1 days to complete one orbit of its star, and is 0.094 AU from its star. Its discovery was announced in 2014.",2016
598,Kepler-1452 b,"Kepler-1450 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.57 Earths, it takes 54.5 days to complete one orbit of its star, and is 0.2401 AU from its star. Its discovery was announced in 2016.",2016
599,Kepler-1453 b,"Kepler-1451 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 11.2 Earths, it takes 35.6 days to complete one orbit of its star, and is 0.2101 AU from its star. Its discovery was announced in 2016.",2016
600,Kepler-1454 b,"Kepler-1452 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 7.75 Earths, it takes 42.9 days to complete one orbit of its star, and is 0.2697 AU from its star. Its discovery was announced in 2016.",2016
601,Kepler-1455 b,"Kepler-1453 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.61 Earths, it takes 47.2 days to complete one orbit of its star, and is 0.262 AU from its star. Its discovery was announced in 2016.",2016
602,Kepler-1456 b,"Kepler-1454 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.19 Earths, it takes 47 days to complete one orbit of its star, and is 0.2447 AU from its star. Its discovery was announced in 2016.",2016
603,Kepler-1457 b,"Kepler-1455 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.31 Earths, it takes 49.3 days to complete one orbit of its star, and is 0.2149 AU from its star. Its discovery was announced in 2016.",2016
604,Kepler-1458 b,"Kepler-1456 b is a super Earth exoplanet that orbits a K-type star. Its mass is 1.55 Earths, it takes 18.1 days to complete one orbit of its star, and is 0.1132 AU from its star. Its discovery was announced in 2016.",2016
605,Kepler-1459 b,"Kepler-1457 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.62 Earths, it takes 51.1 days to complete one orbit of its star, and is 0.2668 AU from its star. Its discovery was announced in 2016.",2013
606,Kepler-145 b,"Kepler-1458 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.05 Earths, it takes 48 days to complete one orbit of its star, and is 0.2495 AU from its star. Its discovery was announced in 2016.",2013
607,Kepler-145 c,"Kepler-1459 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.42 Earths, it takes 62.9 days to complete one orbit of its star, and is 0.2829 AU from its star. Its discovery was announced in 2016.",2016
