,name,description,discovery date
1062,Kepler-221 c,"Kepler-220 e is a super Earth exoplanet that orbits a K-type star. Its mass is 2.33 Earths, it takes 45.9 days to complete one orbit of its star, and is 0.226 AU from its star. Its discovery was announced in 2014.",2014
1063,Kepler-221 d,"Kepler-221 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.57 Earths, it takes 2.8 days to complete one orbit of its star, and is 0.037 AU from its star. Its discovery was announced in 2014.",2014
1064,Kepler-221 e,"Kepler-221 c is a super Earth exoplanet that orbits a K-type star. Its mass is 15.1 Earths, it takes 5.7 days to complete one orbit of its star, and is 0.059 AU from its star. Its discovery was announced in 2014.",2014
1065,Kepler-222 b,"Kepler-221 d is a Neptune-like exoplanet that orbits a K-type star. Its mass is 7.9 Earths, it takes 10 days to complete one orbit of its star, and is 0.087 AU from its star. Its discovery was announced in 2014.",2014
1066,Kepler-222 c,"Kepler-221 e is a Neptune-like exoplanet that orbits a K-type star. Its mass is 7.41 Earths, it takes 18.4 days to complete one orbit of its star, and is 0.13 AU from its star. Its discovery was announced in 2014.",2014
1067,Kepler-222 d,"Kepler-222 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 10.1 Earths, it takes 3.9 days to complete one orbit of its star, and is 0.048 AU from its star. Its discovery was announced in 2014.",2014
1068,Kepler-223 b,"Kepler-222 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 19.4 Earths, it takes 10.1 days to complete one orbit of its star, and is 0.091 AU from its star. Its discovery was announced in 2014.",2014
1069,Kepler-223 c,"Kepler-222 d is a Neptune-like exoplanet that orbits a G-type star. Its mass is 13.2 Earths, it takes 28.1 days to complete one orbit of its star, and is 0.18 AU from its star. Its discovery was announced in 2014.",2014
1070,Kepler-223 d,,2014
1071,Kepler-223 e,,2014
1072,Kepler-224 b,"Kepler-223 d is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8 Earths, it takes 14.8 days to complete one orbit of its star, and is 0.1201 AU from its star. Its discovery was announced in 2014.",2014
1073,Kepler-224 c,"Kepler-223 e is a Neptune-like exoplanet that orbits a G-type star. Its mass is 4.8 Earths, it takes 19.7 days to complete one orbit of its star, and is 0.1455 AU from its star. Its discovery was announced in 2014.",2014
1074,Kepler-224 d,"Kepler-224 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.51 Earths, it takes 3.1 days to complete one orbit of its star, and is 0.038 AU from its star. Its discovery was announced in 2014.",2014
1075,Kepler-224 e,"Kepler-224 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 9.91 Earths, it takes 5.9 days to complete one orbit of its star, and is 0.058 AU from its star. Its discovery was announced in 2014.",2014
1076,Kepler-225 b,"Kepler-224 d is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.9 Earths, it takes 11.3 days to complete one orbit of its star, and is 0.089 AU from its star. Its discovery was announced in 2014.",2014
1077,Kepler-225 c,"Kepler-224 e is a super Earth exoplanet that orbits a K-type star. Its mass is 4.54 Earths, it takes 18.6 days to complete one orbit of its star, and is 0.124 AU from its star. Its discovery was announced in 2014.",2014
1078,Kepler-226 b,"Kepler-225 b is a super Earth exoplanet that orbits an M-type star. Its mass is 1.87 Earths, it takes 6.7 days to complete one orbit of its star, and is 0.056 AU from its star. Its discovery was announced in 2014.",2014
1079,Kepler-226 c,"Kepler-225 c is a super Earth exoplanet that orbits an M-type star. Its mass is 4.04 Earths, it takes 18.8 days to complete one orbit of its star, and is 0.111 AU from its star. Its discovery was announced in 2014.",2014
1080,Kepler-226 d,"Kepler-226 b is a super Earth exoplanet that orbits a G-type star. Its mass is 24 Earths, it takes 3.9 days to complete one orbit of its star, and is 0.047 AU from its star. Its discovery was announced in 2014.",2014
1081,Kepler-227 b,"Kepler-226 c is a super Earth exoplanet that orbits a G-type star. Its mass is 0.142 Jupiters, it takes 5.3 days to complete one orbit of its star, and is 0.058 AU from its star. Its discovery was announced in 2014.",2014
1082,Kepler-227 c,"Kepler-226 d is a super Earth exoplanet that orbits a G-type star. Its mass is 1.98 Earths, it takes 8.1 days to complete one orbit of its star, and is 0.076 AU from its star. Its discovery was announced in 2014.",2014
1083,Kepler-228 b,"Kepler-227 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 9.85 Earths, it takes 9.5 days to complete one orbit of its star, and is 0.09 AU from its star. Its discovery was announced in 2014.",2014
1084,Kepler-228 c,"Kepler-227 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 9.48 Earths, it takes 54.4 days to complete one orbit of its star, and is 0.29 AU from its star. Its discovery was announced in 2014.",2014
1085,Kepler-228 d,"Kepler-228 b is a super Earth exoplanet that orbits an F-type star. Its mass is 2.96 Earths, it takes 2.6 days to complete one orbit of its star, and is 0.038 AU from its star. Its discovery was announced in 2014.",2014
1086,Kepler-229 b,"Kepler-228 c is a Neptune-like exoplanet that orbits an F-type star. Its mass is 7.75 Earths, it takes 4.1 days to complete one orbit of its star, and is 0.052 AU from its star. Its discovery was announced in 2014.",2014
1087,Kepler-229 c,"Kepler-228 d is a Neptune-like exoplanet that orbits an F-type star. Its mass is 15.4 Earths, it takes 11.1 days to complete one orbit of its star, and is 0.101 AU from its star. Its discovery was announced in 2014.",2014
1088,Kepler-229 d,"Kepler-229 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.48 Earths, it takes 6.3 days to complete one orbit of its star, and is 0.062 AU from its star. Its discovery was announced in 2014.",2011
1089,Kepler-22 b,"Kepler-229 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 21.5 Earths, it takes 16.1 days to complete one orbit of its star, and is 0.117 AU from its star. Its discovery was announced in 2014.",2014
1090,Kepler-230 b,"Kepler-229 d is a Neptune-like exoplanet that orbits a K-type star. Its mass is 14.2 Earths, it takes 41.2 days to complete one orbit of its star, and is 0.22 AU from its star. Its discovery was announced in 2014.",2014
1091,Kepler-230 c,,2014
1092,Kepler-231 b,"Kepler-230 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 16.8 Earths, it takes 32.6 days to complete one orbit of its star, and is 0.191 AU from its star. Its discovery was announced in 2014.",2014
1093,Kepler-231 c,"Kepler-230 c is a super Earth exoplanet that orbits a G-type star. Its mass is 4.82 Earths, it takes 91.8 days to complete one orbit of its star, and is 0.38 AU from its star. Its discovery was announced in 2014.",2014
1094,Kepler-232 b,"Kepler-231 b is a super Earth exoplanet that orbits an M-type star. Its mass is 35.4 Earths, it takes 10.1 days to complete one orbit of its star, and is 0.074 AU from its star. Its discovery was announced in 2014.",2014
1095,Kepler-232 c,"Kepler-231 c is a super Earth exoplanet that orbits an M-type star. Its mass is 24.1 Earths, it takes 19.3 days to complete one orbit of its star, and is 0.114 AU from its star. Its discovery was announced in 2014.",2014
1096,Kepler-233 b,"Kepler-232 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 9.69 Earths, it takes 4.4 days to complete one orbit of its star, and is 0.054 AU from its star. Its discovery was announced in 2014.",2014
1097,Kepler-233 c,"Kepler-232 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 14 Earths, it takes 11.4 days to complete one orbit of its star, and is 0.101 AU from its star. Its discovery was announced in 2014.",2014
1098,Kepler-234 b,"Kepler-233 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.48 Earths, it takes 8.5 days to complete one orbit of its star, and is 0.077 AU from its star. Its discovery was announced in 2014.",2014
1099,Kepler-234 c,"Kepler-233 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.8 Earths, it takes 60.4 days to complete one orbit of its star, and is 0.287 AU from its star. Its discovery was announced in 2014.",2014
1100,Kepler-235 b,"Kepler-234 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 13.2 Earths, it takes 2.7 days to complete one orbit of its star, and is 0.04 AU from its star. Its discovery was announced in 2014.",2014
1101,Kepler-235 c,"Kepler-234 c is a Neptune-like exoplanet that orbits an F-type star. Its mass is 12.1 Earths, it takes 7.2 days to complete one orbit of its star, and is 0.077 AU from its star. Its discovery was announced in 2014.",2014
1102,Kepler-235 d,"Kepler-235 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.6 Earths, it takes 3.3 days to complete one orbit of its star, and is 0.037 AU from its star. Its discovery was announced in 2014.",2014
1103,Kepler-235 e,"Kepler-235 c is a super Earth exoplanet that orbits a K-type star. Its mass is 2.18 Earths, it takes 7.8 days to complete one orbit of its star, and is 0.065 AU from its star. Its discovery was announced in 2014.",2014
1104,Kepler-236 b,"Kepler-235 d is a super Earth exoplanet that orbits a K-type star. Its mass is 4.86 Earths, it takes 20.1 days to complete one orbit of its star, and is 0.122 AU from its star. Its discovery was announced in 2014.",2014
1105,Kepler-236 c,"Kepler-235 e is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.56 Earths, it takes 46.2 days to complete one orbit of its star, and is 0.213 AU from its star. Its discovery was announced in 2014.",2014
1106,Kepler-237 b,"Kepler-236 b is a super Earth exoplanet that orbits an M-type star. Its mass is 3.09 Earths, it takes 8.3 days to complete one orbit of its star, and is 0.065 AU from its star. Its discovery was announced in 2014.",2014
1107,Kepler-237 c,"Kepler-236 c is a super Earth exoplanet that orbits an M-type star. Its mass is 4.66 Earths, it takes 24 days to complete one orbit of its star, and is 0.132 AU from its star. Its discovery was announced in 2014.",2014
1108,Kepler-238 b,"Kepler-237 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.57 Earths, it takes 4.7 days to complete one orbit of its star, and is 0.05 AU from its star. Its discovery was announced in 2014.",2014
1109,Kepler-238 c,"Kepler-237 c is a super Earth exoplanet that orbits a K-type star. Its mass is 4.98 Earths, it takes 8.1 days to complete one orbit of its star, and is 0.071 AU from its star. Its discovery was announced in 2014.",2014
1110,Kepler-238 d,"Kepler-238 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.64 Earths, it takes 2.1 days to complete one orbit of its star, and is 0.034 AU from its star. Its discovery was announced in 2014.",2013
1111,Kepler-238 e,"Kepler-238 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.3 Earths, it takes 6.2 days to complete one orbit of its star, and is 0.069 AU from its star. Its discovery was announced in 2014.",2013
1112,Kepler-238 f,"Kepler-238 d is a Neptune-like exoplanet that orbits a G-type star. Its mass is 9.64 Earths, it takes 13.2 days to complete one orbit of its star, and is 0.115 AU from its star. Its discovery was announced in 2014.",2014
1113,Kepler-239 b,"Kepler-238 e is a Neptune-like exoplanet that orbits a G-type star. Its mass is 0.534 Jupiters, it takes 23.7 days to complete one orbit of its star, and is 0.1658 AU from its star. Its discovery was announced in 2013.",2014
1114,Kepler-239 c,"Kepler-238 f is a super Earth exoplanet that orbits a G-type star. Its mass is 13.5 Earths, it takes 50.4 days to complete one orbit of its star, and is 0.2747 AU from its star. Its discovery was announced in 2013.",2011
1115,Kepler-23 b,"Kepler-239 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6.04 Earths, it takes 11.8 days to complete one orbit of its star, and is 0.095 AU from its star. Its discovery was announced in 2014.",2011
1116,Kepler-23 c,"Kepler-239 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6.85 Earths, it takes 56.2 days to complete one orbit of its star, and is 0.268 AU from its star. Its discovery was announced in 2014.",2014
1117,Kepler-23 d,"Kepler-23 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 0.8 Jupiters, it takes 7.1 days to complete one orbit of its star, and is 0.075 AU from its star. Its discovery was announced in 2011.",2014
1118,Kepler-240 b,"Kepler-23 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 2.7 Jupiters, it takes 10.7 days to complete one orbit of its star, and is 0.099 AU from its star. Its discovery was announced in 2011.",2014
1119,Kepler-240 c,"Kepler-23 d is a super Earth exoplanet that orbits a G-type star. Its mass is 17.6 Earths, it takes 15.3 days to complete one orbit of its star, and is 0.124 AU from its star. Its discovery was announced in 2014.",2014
1120,Kepler-241 b,"Kepler-240 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.45 Earths, it takes 4.1 days to complete one orbit of its star, and is 0.048 AU from its star. Its discovery was announced in 2014.",2014
1121,Kepler-241 c,"Kepler-240 c is a super Earth exoplanet that orbits a K-type star. Its mass is 0.322 Jupiters, it takes 8 days to complete one orbit of its star, and is 0.074 AU from its star. Its discovery was announced in 2014.",2014
1122,Kepler-242 b,"Kepler-241 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6.04 Earths, it takes 12.7 days to complete one orbit of its star, and is 0.094 AU from its star. Its discovery was announced in 2014.",2014
1123,Kepler-242 c,"Kepler-241 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 7.13 Earths, it takes 36.1 days to complete one orbit of its star, and is 0.189 AU from its star. Its discovery was announced in 2014.",2014
1124,Kepler-243 b,"Kepler-242 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 7.32 Earths, it takes 8.2 days to complete one orbit of its star, and is 0.075 AU from its star. Its discovery was announced in 2014.",2014
1125,Kepler-243 c,"Kepler-242 c is a super Earth exoplanet that orbits a K-type star. Its mass is 4.66 Earths, it takes 14.5 days to complete one orbit of its star, and is 0.109 AU from its star. Its discovery was announced in 2014.",2014
1126,Kepler-244 b,"Kepler-243 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6.57 Earths, it takes 5.7 days to complete one orbit of its star, and is 0.062 AU from its star. Its discovery was announced in 2014.",2014
1127,Kepler-244 c,"Kepler-243 c is a super Earth exoplanet that orbits a K-type star. Its mass is 4.62 Earths, it takes 20 days to complete one orbit of its star, and is 0.142 AU from its star. Its discovery was announced in 2014.",2014
1128,Kepler-244 d,"Kepler-244 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.05 Earths, it takes 4.3 days to complete one orbit of its star, and is 0.05 AU from its star. Its discovery was announced in 2014.",2014
1129,Kepler-245 b,"Kepler-244 c is a super Earth exoplanet that orbits a G-type star. Its mass is 4.86 Earths, it takes 9.8 days to complete one orbit of its star, and is 0.087 AU from its star. Its discovery was announced in 2014.",2014
1130,Kepler-245 c,"Kepler-244 d is a super Earth exoplanet that orbits a G-type star. Its mass is 15.2 Earths, it takes 20.1 days to complete one orbit of its star, and is 0.14 AU from its star. Its discovery was announced in 2014.",2014
1131,Kepler-245 d,"Kepler-245 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 7.13 Earths, it takes 7.5 days to complete one orbit of its star, and is 0.071 AU from its star. Its discovery was announced in 2014.",2016
1132,Kepler-245 e,"Kepler-245 c is a super Earth exoplanet that orbits a K-type star. Its mass is 0.71 Jupiters, it takes 17.5 days to complete one orbit of its star, and is 0.124 AU from its star. Its discovery was announced in 2014.",2014
1133,Kepler-246 b,"Kepler-245 d is a Neptune-like exoplanet that orbits a K-type star. Its mass is 21.6 Earths, it takes 36.3 days to complete one orbit of its star, and is 0.202 AU from its star. Its discovery was announced in 2014.",2014
1134,Kepler-246 c,"Kepler-245 e is a super Earth exoplanet that orbits a K-type star. Its mass is 3.71 Earths, it takes 3.2 days to complete one orbit of its star, and is 0.04 AU from its star. Its discovery was announced in 2016.",2014
1135,Kepler-247 b,"Kepler-246 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6.08 Earths, it takes 4.6 days to complete one orbit of its star, and is 0.052 AU from its star. Its discovery was announced in 2014.",2014
1136,Kepler-247 c,"Kepler-246 c is a super Earth exoplanet that orbits a K-type star. Its mass is 2.86 Earths, it takes 11.2 days to complete one orbit of its star, and is 0.095 AU from its star. Its discovery was announced in 2014.",2014
1137,Kepler-247 d,"Kepler-247 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.33 Earths, it takes 3.3 days to complete one orbit of its star, and is 0.042 AU from its star. Its discovery was announced in 2014.",2014
1138,Kepler-248 b,"Kepler-247 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 15.7 Earths, it takes 9.4 days to complete one orbit of its star, and is 0.084 AU from its star. Its discovery was announced in 2014.",2014
1139,Kepler-248 c,"Kepler-247 d is a Neptune-like exoplanet that orbits a K-type star. Its mass is 14.7 Earths, it takes 20.5 days to complete one orbit of its star, and is 0.14 AU from its star. Its discovery was announced in 2014.",2014
1140,Kepler-249 b,"Kepler-248 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 9.38 Earths, it takes 6.3 days to complete one orbit of its star, and is 0.066 AU from its star. Its discovery was announced in 2014.",2014
1141,Kepler-249 c,"Kepler-248 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 9.38 Earths, it takes 6.3 days to complete one orbit of its star, and is 0.066 AU from its star. Its discovery was announced in 2014.",2014
1142,Kepler-249 d,"Kepler-249 b is a super Earth exoplanet that orbits an M-type star. Its mass is 1.32 Earths, it takes 3.3 days to complete one orbit of its star, and is 0.035 AU from its star. Its discovery was announced in 2014.",2011
1143,Kepler-24 b,"Kepler-249 c is a super Earth exoplanet that orbits an M-type star. Its mass is 2.89 Earths, it takes 7.1 days to complete one orbit of its star, and is 0.058 AU from its star. Its discovery was announced in 2014.",2011
1144,Kepler-24 c,"Kepler-249 d is a super Earth exoplanet that orbits an M-type star. Its mass is 3.09 Earths, it takes 15.4 days to complete one orbit of its star, and is 0.097 AU from its star. Its discovery was announced in 2014.",2014
1145,Kepler-24 d,"Kepler-24 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 1.6 Jupiters, it takes 8.1 days to complete one orbit of its star, and is 0.08 AU from its star. Its discovery was announced in 2011.",2014
1146,Kepler-24 e,"Kepler-24 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 1.6 Jupiters, it takes 12.3 days to complete one orbit of its star, and is 0.106 AU from its star. Its discovery was announced in 2011.",2014
1147,Kepler-250 b,"Kepler-24 d is a super Earth exoplanet that orbits a G-type star. Its mass is 3.43 Earths, it takes 4.2 days to complete one orbit of its star, and is 0.051 AU from its star. Its discovery was announced in 2014.",2014
1148,Kepler-250 c,"Kepler-24 e is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.15 Earths, it takes 19 days to complete one orbit of its star, and is 0.138 AU from its star. Its discovery was announced in 2014.",2014
1149,Kepler-250 d,"Kepler-250 b is a super Earth exoplanet that orbits a K-type star. Its mass is 1.51 Earths, it takes 4.1 days to complete one orbit of its star, and is 0.048 AU from its star. Its discovery was announced in 2014.",2014
1150,Kepler-251 b,"Kepler-250 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.82 Earths, it takes 7.2 days to complete one orbit of its star, and is 0.069 AU from its star. Its discovery was announced in 2014.",2014
1151,Kepler-251 c,"Kepler-250 d is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.39 Earths, it takes 17.6 days to complete one orbit of its star, and is 0.127 AU from its star. Its discovery was announced in 2014.",2014
1152,Kepler-251 d,"Kepler-251 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.33 Earths, it takes 4.8 days to complete one orbit of its star, and is 0.053 AU from its star. Its discovery was announced in 2014.",2014
1153,Kepler-251 e,"Kepler-251 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.1 Earths, it takes 16.5 days to complete one orbit of its star, and is 0.122 AU from its star. Its discovery was announced in 2014.",2014
1154,Kepler-252 b,"Kepler-251 d is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.1 Earths, it takes 30.1 days to complete one orbit of its star, and is 0.182 AU from its star. Its discovery was announced in 2014.",2014
1155,Kepler-252 c,"Kepler-251 e is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.1 Earths, it takes 99.6 days to complete one orbit of its star, and is 0.404 AU from its star. Its discovery was announced in 2014.",2014
1156,Kepler-253 b,"Kepler-252 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.04 Earths, it takes 6.7 days to complete one orbit of its star, and is 0.058 AU from its star. Its discovery was announced in 2014.",2014
1157,Kepler-253 c,"Kepler-252 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.27 Earths, it takes 10.8 days to complete one orbit of its star, and is 0.08 AU from its star. Its discovery was announced in 2014.",2014
1158,Kepler-253 d,"Kepler-253 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.29 Earths, it takes 3.8 days to complete one orbit of its star, and is 0.046 AU from its star. Its discovery was announced in 2014.",2014
1159,Kepler-254 b,"Kepler-253 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 7.51 Earths, it takes 10.3 days to complete one orbit of its star, and is 0.089 AU from its star. Its discovery was announced in 2014.",2014
1160,Kepler-254 c,"Kepler-253 d is a Neptune-like exoplanet that orbits a K-type star. Its mass is 10.2 Earths, it takes 18.1 days to complete one orbit of its star, and is 0.13 AU from its star. Its discovery was announced in 2014.",2014
1161,Kepler-254 d,"Kepler-254 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 14.3 Earths, it takes 5.8 days to complete one orbit of its star, and is 0.064 AU from its star. Its discovery was announced in 2014.",2014
1162,Kepler-255 b,"Kepler-254 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 14.3 Earths, it takes 5.8 days to complete one orbit of its star, and is 0.064 AU from its star. Its discovery was announced in 2014.",2014
1163,Kepler-255 c,"Kepler-254 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 14.3 Earths, it takes 5.8 days to complete one orbit of its star, and is 0.064 AU from its star. Its discovery was announced in 2014.",2016
1164,Kepler-255 d,"Kepler-255 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.02 Earths, it takes 5.7 days to complete one orbit of its star, and is 0.063 AU from its star. Its discovery was announced in 2014.",2014
1165,Kepler-256 b,"Kepler-255 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 9.22 Earths, it takes 9.9 days to complete one orbit of its star, and is 0.092 AU from its star. Its discovery was announced in 2014.",2014
1166,Kepler-256 c,"Kepler-255 d is a super Earth exoplanet that orbits a G-type star. Its mass is 2.3 Earths, it takes 1 days to complete one orbit of its star, and is 0.0192 AU from its star. Its discovery was announced in 2016.",2014
1167,Kepler-256 d,"Kepler-256 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.15 Earths, it takes 1.6 days to complete one orbit of its star, and is 0.027 AU from its star. Its discovery was announced in 2014.",2014
1168,Kepler-256 e,"Kepler-256 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.27 Earths, it takes 3.4 days to complete one orbit of its star, and is 0.045 AU from its star. Its discovery was announced in 2014.",2014
1169,Kepler-257 b,"Kepler-256 d is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.71 Earths, it takes 5.8 days to complete one orbit of its star, and is 0.064 AU from its star. Its discovery was announced in 2014.",2014
1170,Kepler-257 c,"Kepler-256 e is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.12 Earths, it takes 10.7 days to complete one orbit of its star, and is 0.096 AU from its star. Its discovery was announced in 2014.",2014
1171,Kepler-257 d,"Kepler-257 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 7.32 Earths, it takes 2.4 days to complete one orbit of its star, and is 0.034 AU from its star. Its discovery was announced in 2014.",2014
1172,Kepler-258 b,"Kepler-257 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 25.2 Earths, it takes 6.6 days to complete one orbit of its star, and is 0.066 AU from its star. Its discovery was announced in 2014.",2014
1173,Kepler-258 c,"Kepler-257 d is a Neptune-like exoplanet that orbits a K-type star. Its mass is 21.7 Earths, it takes 24.7 days to complete one orbit of its star, and is 0.16 AU from its star. Its discovery was announced in 2014.",2014
1174,Kepler-259 b,"Kepler-258 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 15.5 Earths, it takes 13.2 days to complete one orbit of its star, and is 0.103 AU from its star. Its discovery was announced in 2014.",2014
1175,Kepler-259 c,"Kepler-258 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 15.5 Earths, it takes 13.2 days to complete one orbit of its star, and is 0.103 AU from its star. Its discovery was announced in 2014.",2011
1176,Kepler-25 b,"Kepler-259 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.25 Earths, it takes 8.1 days to complete one orbit of its star, and is 0.079 AU from its star. Its discovery was announced in 2014.",2011
1177,Kepler-25 c,"Kepler-259 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.75 Earths, it takes 36.9 days to complete one orbit of its star, and is 0.217 AU from its star. Its discovery was announced in 2014.",2014
1178,Kepler-260 b,"Kepler-25 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 8.7 Earths, it takes 6.2 days to complete one orbit of its star, and is 0.0685 AU from its star. Its discovery was announced in 2011.",2014
1179,Kepler-260 c,"Kepler-25 c is a Neptune-like exoplanet that orbits an F-type star. Its mass is 15.2 Earths, it takes 12.7 days to complete one orbit of its star, and is 0.1101 AU from its star. Its discovery was announced in 2011.",2014
1180,Kepler-261 b,"Kepler-260 b is a super Earth exoplanet that orbits a K-type star. Its mass is 4.7 Earths, it takes 8.2 days to complete one orbit of its star, and is 0.075 AU from its star. Its discovery was announced in 2014.",2014
1181,Kepler-261 c,"Kepler-260 c is a super Earth exoplanet that orbits a K-type star. Its mass is 3.68 Earths, it takes 76.1 days to complete one orbit of its star, and is 0.332 AU from its star. Its discovery was announced in 2014.",2014
1182,Kepler-262 b,"Kepler-261 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.39 Earths, it takes 10.4 days to complete one orbit of its star, and is 0.088 AU from its star. Its discovery was announced in 2014.",2014
1183,Kepler-262 c,"Kepler-261 c is a super Earth exoplanet that orbits a K-type star. Its mass is 4.66 Earths, it takes 24.6 days to complete one orbit of its star, and is 0.156 AU from its star. Its discovery was announced in 2014.",2014
1184,Kepler-263 b,"Kepler-262 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.42 Earths, it takes 13.1 days to complete one orbit of its star, and is 0.108 AU from its star. Its discovery was announced in 2014.",2014
1185,Kepler-263 c,"Kepler-262 c is a super Earth exoplanet that orbits a G-type star. Its mass is 3.33 Earths, it takes 21.9 days to complete one orbit of its star, and is 0.152 AU from its star. Its discovery was announced in 2014.",2014
1186,Kepler-264 b,"Kepler-263 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 7.61 Earths, it takes 16.6 days to complete one orbit of its star, and is 0.12 AU from its star. Its discovery was announced in 2014.",2014
1187,Kepler-264 c,"Kepler-263 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6.66 Earths, it takes 47.3 days to complete one orbit of its star, and is 0.242 AU from its star. Its discovery was announced in 2014.",2014
1188,Kepler-265 b,"Kepler-264 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 11.1 Earths, it takes 40.8 days to complete one orbit of its star, and is 0.249 AU from its star. Its discovery was announced in 2014.",2014
1189,Kepler-265 c,"Kepler-264 c is a Neptune-like exoplanet that orbits an F-type star. Its mass is 8.4 Earths, it takes 140.1 days to complete one orbit of its star, and is 0.566 AU from its star. Its discovery was announced in 2014.",2014
1190,Kepler-265 d,"Kepler-265 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.12 Earths, it takes 6.8 days to complete one orbit of its star, and is 0.069 AU from its star. Its discovery was announced in 2014.",2014
1191,Kepler-265 e,"Kepler-265 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.41 Earths, it takes 17 days to complete one orbit of its star, and is 0.127 AU from its star. Its discovery was announced in 2014.",2014
1192,Kepler-266 b,"Kepler-265 d is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.76 Earths, it takes 43.1 days to complete one orbit of its star, and is 0.236 AU from its star. Its discovery was announced in 2014.",2014
1193,Kepler-266 c,"Kepler-265 e is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.22 Earths, it takes 67.8 days to complete one orbit of its star, and is 0.319 AU from its star. Its discovery was announced in 2014.",2014
