,Unnamed: 0,index,row,name,light years from earth,planet mass,stellar magnitude,discovery date,planet type,planet radius,orbital period,solar system name,planet discovery method,host temperature (Cº),host mass,host radius,Tª type,distance type,planet radius [0],indice masa
2078,2078,2078,3497,Kepler-776 b,2371.0,2.18 Earths,15.42,2016,Super Earth,1.28 x Earth,4.9 days,Kepler-774,Transit,3159.4444444444443,1.57,2.42,muy caliente,criogenia,1.28,2.18
2079,2079,2079,3498,Kepler-777 b,1249.0,2.76 Earths,15.94,2016,Super Earth,1.47 x Earth,5.7 days,Kepler-775,Transit,2640.0,0.92,0.84,muy caliente,criogenia,1.47,2.76
2080,2080,2080,3499,Kepler-778 b,2933.0,3.46 Earths,15.751,2016,Super Earth,1.68 x Earth,3.8 days,Kepler-776,Transit,2419.4444444444443,0.83,0.78,muy caliente,criogenia,1.68,3.46
2081,2081,2081,3500,Kepler-779 b,731.0,0.721 Earths,15.634,2016,Terrestrial,0.92 x Earth,7.1 days,Kepler-777,Transit,1848.3333333333333,0.58,0.56,muy caliente,criogenia,0.92,0.721
2082,2082,2082,3501,Kepler-77 b,1859.0,0.43 Jupiters,13.917,2013,Gas Giant,0.96 x Jupiter,3.6 days,Kepler-778,Transit,2436.6666666666665,0.81,0.77,muy caliente,criogenia,0.96,0.43
2083,2083,2083,3502,Kepler-780 b,1696.0,0.64 Earths,13.339,2016,Terrestrial,0.89 x Earth,0.7 days,Kepler-779,Transit,1715.5555555555557,0.46,0.44,muy caliente,criogenia,0.89,0.64
2084,2084,2084,3503,Kepler-781 b,3379.0,8.7 Earths,15.951,2016,Neptune-like,0.258 x Jupiter,13.2 days,Kepler-78,Transit,2429.4444444444443,0.84,0.75,muy caliente,criogenia,0.258,8.7
2085,2085,2085,3504,Kepler-782 b,1344.0,10.4 Earths,12.73,2016,Neptune-like,0.286 x Jupiter,158.7 days,Kepler-780,Transit,2807.222222222222,1.01,1.02,muy caliente,criogenia,0.286,10.4
2086,2086,2086,3505,Kepler-783 b,1775.0,0.399 Earths,13.938,2016,Terrestrial,0.78 x Earth,4.3 days,Kepler-781,Transit,2470.0,0.81,0.78,muy caliente,criogenia,0.78,0.399
2087,2087,2087,3506,Kepler-783 c,1775.0,6.04 Earths,13.938,2020,Neptune-like,0.208 x Jupiter,7.1 days,Kepler-782,Transit,2861.6666666666665,0.98,1.01,muy caliente,criogenia,0.208,6.04
2088,2088,2088,3507,Kepler-784 b,1970.0,3.12 Earths,13.263,2016,Super Earth,1.58 x Earth,31.6 days,Kepler-783,Transit,2669.4444444444443,0.93,0.89,muy caliente,criogenia,1.58,3.12
2089,2089,2089,3508,Kepler-785 b,2172.0,Unknown,15.762,2016,Gas Giant,1.162 x Jupiter,2 days,Kepler-783,Transit,2669.4444444444443,0.93,0.89,muy caliente,criogenia,1.162,Unknown
2090,2090,2090,3509,Kepler-786 b,1670.0,6.48 Earths,14.946,2016,Neptune-like,0.217 x Jupiter,53.5 days,Kepler-784,Transit,2754.4444444444443,1.0,1.32,muy caliente,criogenia,0.217,6.48
2091,2091,2091,3510,Kepler-787 b,1527.0,2.18 Earths,15.861,2016,Super Earth,1.28 x Earth,0.9 days,Kepler-785,Transit,2235.0,0.77,0.71,muy caliente,criogenia,1.28,2.18
2092,2092,2092,3511,Kepler-788 b,5379.0,7.04 Earths,15.26,2016,Neptune-like,0.227 x Jupiter,8.4 days,Kepler-786,Transit,2290.0,0.81,0.74,muy caliente,criogenia,0.227,7.04
2093,2093,2093,3512,Kepler-789 b,2985.0,5.14 Earths,14.509,2016,Neptune-like,2.12 x Earth,8.6 days,Kepler-787,Transit,1962.2222222222224,0.65,0.62,muy caliente,criogenia,2.12,5.14
2094,2094,2094,3513,Kepler-78 b,407.0,3.1783 Earths,11.529,2013,Super Earth,1.121 x Earth,0.4 days,Kepler-788,Transit,3023.8888888888887,1.16,1.23,muy caliente,lejos,1.121,3.1783
2095,2095,2095,3514,Kepler-790 b,2371.0,5.39 Earths,15.195,2016,Neptune-like,2.18 x Earth,13.7 days,Kepler-789,Transit,2863.333333333333,1.01,1.02,muy caliente,criogenia,2.18,5.39
2096,2096,2096,3515,Kepler-791 b,4720.0,9.53 Earths,14.369,2016,Neptune-like,0.272 x Jupiter,14.6 days,Kepler-79,Transit,3032.222222222222,1.17,1.3,muy caliente,criogenia,0.272,9.53
2097,2097,2097,3516,Kepler-792 b,3931.0,4.5 Earths,14.976,2016,Super Earth,1.96 x Earth,11.3 days,Kepler-79,Transit,3032.222222222222,1.17,1.3,muy caliente,criogenia,1.96,4.5
2098,2098,2098,3517,Kepler-793 b,2590.0,2.45 Earths,14.601,2016,Super Earth,1.37 x Earth,4.2 days,Kepler-79,Transit,3032.222222222222,1.17,1.3,muy caliente,criogenia,1.37,2.45
2099,2099,2099,3518,Kepler-794 b,2489.0,5.1 Earths,13.442,2016,Neptune-like,2.11 x Earth,11.1 days,Kepler-79,Transit,3032.222222222222,1.17,1.3,muy caliente,criogenia,2.11,5.1
2100,2100,2100,3519,Kepler-795 b,1494.0,3.46 Earths,13.311,2016,Super Earth,1.68 x Earth,29.6 days,Kepler-790,Transit,2495.555555555556,0.84,0.8,muy caliente,criogenia,1.68,3.46
2101,2101,2101,3520,Kepler-796 b,1230.0,2.24 Earths,12.987,2016,Super Earth,1.3 x Earth,6.4 days,Kepler-791,Transit,3148.333333333333,1.3,1.47,muy caliente,criogenia,1.3,2.24
2102,2102,2102,3521,Kepler-797 b,2453.0,5.35 Earths,14.542,2016,Neptune-like,2.17 x Earth,27.1 days,Kepler-792,Transit,2919.4444444444443,1.09,1.12,muy caliente,criogenia,2.17,5.35
2103,2103,2103,3522,Kepler-798 b,3539.0,6.3 Earths,14.165,2016,Neptune-like,0.213 x Jupiter,13.7 days,Kepler-793,Transit,2793.8888888888887,0.98,0.97,muy caliente,criogenia,0.213,6.3
2104,2104,2104,3523,Kepler-799 b,3357.0,37.9 Earths,15.12,2016,Neptune-like,0.614 x Jupiter,133.5 days,Kepler-794,Transit,2846.111111111112,1.19,1.38,muy caliente,criogenia,0.614,37.9
2105,2105,2105,3524,Kepler-79 b,3430.0,10.9 Earths,13.882,2012,Neptune-like,0.31 x Jupiter,13.5 days,Kepler-795,Transit,2730.555555555556,0.94,0.96,muy caliente,criogenia,0.31,10.9
2106,2106,2106,3525,Kepler-79 c,3430.0,5.9 Earths,13.882,2012,Neptune-like,0.332 x Jupiter,27.4 days,Kepler-796,Transit,2643.8888888888887,0.93,1.09,muy caliente,criogenia,0.332,5.9
2107,2107,2107,3526,Kepler-79 d,3430.0,6 Earths,13.882,2014,Neptune-like,0.639 x Jupiter,52.1 days,Kepler-797,Transit,2757.777777777778,0.96,0.95,muy caliente,criogenia,0.639,6
2108,2108,2108,3527,Kepler-79 e,3430.0,4.1 Earths,13.882,2014,Neptune-like,0.311 x Jupiter,81.1 days,Kepler-798,Transit,3060.0,1.19,1.29,muy caliente,criogenia,0.311,4.1
2109,2109,2109,3528,Kepler-7 b,3091.0,0.441 Jupiters,12.865,2009,Gas Giant,1.622 x Jupiter,4.9 days,Kepler-799,Transit,2758.333333333333,0.95,0.93,muy caliente,criogenia,1.622,0.441
2110,2110,2110,3529,Kepler-800 b,3422.0,8.5 Earths,15.748,2016,Neptune-like,0.254 x Jupiter,14.1 days,Kepler-8,Transit,3053.8888888888887,1.21,1.49,muy caliente,criogenia,0.254,8.5
2111,2111,2111,3530,Kepler-801 b,1367.0,4.66 Earths,15.276,2016,Super Earth,2.0 x Earth,11.4 days,Kepler-80,Transit,2124.4444444444443,0.73,0.68,muy caliente,criogenia,2.0,4.66
2112,2112,2112,3531,Kepler-802 b,2701.0,12.3 Earths,14.811,2016,Neptune-like,0.316 x Jupiter,40.1 days,Kepler-80,Transit,2124.4444444444443,0.73,0.68,muy caliente,criogenia,0.316,12.3
2113,2113,2113,3532,Kepler-803 b,2006.0,13.8 Earths,13.63,2016,Neptune-like,0.338 x Jupiter,50.3 days,Kepler-80,Transit,2124.4444444444443,0.73,0.68,muy caliente,criogenia,0.338,13.8
2114,2114,2114,3533,Kepler-804 b,2114.0,4.42 Earths,13.736,2016,Super Earth,1.94 x Earth,14.4 days,Kepler-80,Transit,2124.4444444444443,0.73,0.68,muy caliente,criogenia,1.94,4.42
2115,2115,2115,3534,Kepler-804 c,2114.0,1.55 Earths,13.736,2016,Super Earth,1.14 x Earth,9.7 days,Kepler-80,Transit,2124.4444444444443,0.73,0.68,muy caliente,criogenia,1.14,1.55
2116,2116,2116,3535,Kepler-805 b,2143.0,8.7 Earths,12.505,2016,Neptune-like,0.258 x Jupiter,30.9 days,Kepler-80,Transit,2124.4444444444443,0.73,0.68,muy caliente,criogenia,0.258,8.7
2117,2117,2117,3536,Kepler-806 b,848.0,1.55 Earths,11.591,2016,Super Earth,1.14 x Earth,8.1 days,Kepler-800,Transit,2555.0,0.85,0.82,muy caliente,criogenia,1.14,1.55
2118,2118,2118,3537,Kepler-807 b,4280.0,0.242 Jupiters,15.069,2016,Gas Giant,0.93 x Jupiter,117.9 days,Kepler-801,Transit,2066.111111111112,0.67,0.63,muy caliente,criogenia,0.93,0.242
2119,2119,2119,3538,Kepler-808 b,1047.0,2.73 Earths,14.354,2016,Super Earth,1.46 x Earth,0.6 days,Kepler-802,Transit,2661.6666666666665,0.93,0.9,muy caliente,criogenia,1.46,2.73
2120,2120,2120,3539,Kepler-809 b,3043.0,9.32 Earths,14.68,2016,Neptune-like,0.269 x Jupiter,55.6 days,Kepler-803,Transit,2890.555555555556,1.05,1.12,muy caliente,criogenia,0.269,9.32
2121,2121,2121,3540,Kepler-80 b,1165.0,6.93 Earths,14.756,2012,Neptune-like,0.238 x Jupiter,7.1 days,Kepler-804,Transit,2833.8888888888887,1.01,1.05,muy caliente,criogenia,0.238,6.93
2122,2122,2122,3541,Kepler-80 c,1165.0,6.74 Earths,14.756,2012,Neptune-like,0.244 x Jupiter,9.5 days,Kepler-804,Transit,2833.8888888888887,1.01,1.05,muy caliente,criogenia,0.244,6.74
2123,2123,2123,3542,Kepler-80 d,1165.0,6.75 Earths,14.756,2014,Super Earth,1.53 x Earth,3.1 days,Kepler-805,Transit,2997.777777777778,1.19,1.65,muy caliente,criogenia,1.53,6.75
2124,2124,2124,3543,Kepler-80 e,1165.0,4.13 Earths,14.756,2014,Super Earth,1.6 x Earth,4.6 days,Kepler-806,Transit,2807.777777777778,0.99,1.16,muy caliente,criogenia,1.6,4.13
2125,2125,2125,3544,Kepler-80 f,1165.0,1.92 Earths,14.756,2016,Super Earth,1.21 x Earth,1 days,Kepler-807,Transit,2916.111111111112,1.04,1.06,muy caliente,criogenia,1.21,1.92
2126,2126,2126,3545,Kepler-80 g,1165.0,1.51 Earths,14.756,2017,Super Earth,1.13 x Earth,14.6 days,Kepler-808,Transit,2187.222222222222,0.76,0.71,muy caliente,criogenia,1.13,1.51
2127,2127,2127,3546,Kepler-810 b,5069.0,4.38 Earths,15.761,2016,Super Earth,1.93 x Earth,4.6 days,Kepler-809,Transit,2787.777777777778,0.99,0.98,muy caliente,criogenia,1.93,4.38
2128,2128,2128,3547,Kepler-811 b,2763.0,7.75 Earths,13.958,2016,Neptune-like,0.241 x Jupiter,23.6 days,Kepler-81,Transit,2102.222222222222,0.96,0.59,muy caliente,criogenia,0.241,7.75
2129,2129,2129,3548,Kepler-812 b,4834.0,12.3 Earths,13.749,2016,Neptune-like,0.317 x Jupiter,10.1 days,Kepler-81,Transit,2102.222222222222,0.96,0.59,muy caliente,criogenia,0.317,12.3
2130,2130,2130,3549,Kepler-813 b,2740.0,5.22 Earths,14.535,2016,Neptune-like,2.14 x Earth,19.1 days,Kepler-81,Transit,2102.222222222222,0.96,0.59,muy caliente,criogenia,2.14,5.22
2131,2131,2131,3550,Kepler-814 b,4329.0,5.14 Earths,14.666,2016,Neptune-like,2.12 x Earth,6.1 days,Kepler-810,Transit,2826.111111111112,1.03,1.04,muy caliente,criogenia,2.12,5.14
2132,2132,2132,3551,Kepler-815 b,3911.0,15.8 Earths,13.231,2016,Neptune-like,0.367 x Jupiter,8.6 days,Kepler-811,Transit,2795.0,1.01,1.24,muy caliente,criogenia,0.367,15.8
2133,2133,2133,3552,Kepler-816 b,3454.0,0.234 Jupiters,15.936,2016,Gas Giant,0.914 x Jupiter,10.5 days,Kepler-812,Transit,3358.333333333333,1.45,1.71,muy caliente,criogenia,0.914,0.234
2134,2134,2134,3553,Kepler-817 b,4570.0,0.189 Jupiters,15.597,2016,Gas Giant,0.806 x Jupiter,4 days,Kepler-813,Transit,2792.777777777778,0.95,0.93,muy caliente,criogenia,0.806,0.189
2135,2135,2135,3554,Kepler-818 b,3154.0,22.9 Earths,15.057,2016,Neptune-like,0.456 x Jupiter,10 days,Kepler-814,Transit,3025.555555555556,1.15,1.22,muy caliente,criogenia,0.456,22.9
2136,2136,2136,3555,Kepler-819 b,2355.0,8.05 Earths,15.066,2016,Neptune-like,0.246 x Jupiter,33.2 days,Kepler-815,Transit,2395.555555555556,1.25,3.42,muy caliente,criogenia,0.246,8.05
2137,2137,2137,3556,Kepler-81 b,1148.0,17.2 Earths,15.004,2012,Super Earth,0.216 x Jupiter,6 days,Kepler-816,Transit,2538.8888888888887,0.9,0.85,muy caliente,criogenia,0.216,17.2
2138,2138,2138,3557,Kepler-81 c,1148.0,4.3 Earths,15.004,2012,Neptune-like,0.211 x Jupiter,12 days,Kepler-817,Transit,2858.333333333333,1.03,1.03,muy caliente,criogenia,0.211,4.3
2139,2139,2139,3558,Kepler-81 d,1148.0,1.92 Earths,15.004,2014,Super Earth,1.21 x Earth,20.8 days,Kepler-818,Transit,2734.4444444444443,0.94,0.92,muy caliente,criogenia,1.21,1.92
2140,2140,2140,3559,Kepler-820 b,3226.0,30.8 Earths,13.944,2016,Neptune-like,0.543 x Jupiter,127.8 days,Kepler-819,Transit,2535.0,0.86,0.81,muy caliente,criogenia,0.543,30.8
2141,2141,2141,3560,Kepler-821 b,2019.0,2.27 Earths,14.818,2016,Super Earth,1.31 x Earth,1.9 days,Kepler-82,Transit,2706.6666666666665,0.91,0.9,muy caliente,criogenia,1.31,2.27
2142,2142,2142,3561,Kepler-822 b,3118.0,3.78 Earths,14.597,2016,Super Earth,1.77 x Earth,3.2 days,Kepler-82,Transit,2706.6666666666665,0.91,0.9,muy caliente,criogenia,1.77,3.78
2143,2143,2143,3562,Kepler-823 b,2923.0,3.09 Earths,14.762,2016,Super Earth,1.57 x Earth,4.2 days,Kepler-82,Transit,2706.6666666666665,0.91,0.9,muy caliente,criogenia,1.57,3.09
2144,2144,2144,3563,Kepler-824 b,4410.0,4.16 Earths,14.883,2016,Super Earth,1.87 x Earth,4.5 days,Kepler-82,Transit,2706.6666666666665,0.91,0.9,muy caliente,criogenia,1.87,4.16
2145,2145,2145,3564,Kepler-825 b,2675.0,2.96 Earths,14.145,2016,Super Earth,1.53 x Earth,3.8 days,Kepler-82,Transit Timing Variations,2706.6666666666665,0.91,0.9,muy caliente,criogenia,1.53,2.96
2146,2146,2146,3565,Kepler-825 c,2675.0,4.04 Earths,14.145,2016,Super Earth,1.84 x Earth,8.2 days,Kepler-820,Transit,3080.0,1.23,1.36,muy caliente,criogenia,1.84,4.04
2147,2147,2147,3566,Kepler-826 b,2117.0,2.1 Earths,13.412,2016,Super Earth,1.25 x Earth,4.5 days,Kepler-821,Transit,2486.111111111112,0.84,0.8,muy caliente,criogenia,1.25,2.1
2148,2148,2148,3567,Kepler-827 b,4410.0,27 Earths,15.862,2016,Neptune-like,0.502 x Jupiter,51.9 days,Kepler-822,Transit,2895.555555555556,1.06,1.08,muy caliente,criogenia,0.502,27
2149,2149,2149,3568,Kepler-828 b,2039.0,2.89 Earths,15.044,2016,Super Earth,1.51 x Earth,0.6 days,Kepler-823,Transit,2737.222222222222,0.98,0.96,muy caliente,criogenia,1.51,2.89
2150,2150,2150,3569,Kepler-829 b,3112.0,5.1 Earths,14.921,2016,Neptune-like,2.11 x Earth,6.9 days,Kepler-824,Transit,2955.0,1.15,1.22,muy caliente,criogenia,2.11,5.1
2151,2151,2151,3570,Kepler-82 b,3027.0,12.15 Earths,15.138,2012,Neptune-like,0.363 x Jupiter,26.4 days,Kepler-825,Transit,2922.222222222222,1.03,1.08,muy caliente,criogenia,0.363,12.15
2152,2152,2152,3571,Kepler-82 c,3027.0,13.9 Earths,15.138,2012,Neptune-like,0.476 x Jupiter,51.5 days,Kepler-825,Transit,2922.222222222222,1.03,1.08,muy caliente,criogenia,0.476,13.9
2153,2153,2153,3572,Kepler-82 d,3027.0,3.78 Earths,15.138,2014,Super Earth,1.77 x Earth,2.4 days,Kepler-826,Transit,2979.4444444444443,1.05,1.15,muy caliente,criogenia,1.77,3.78
2154,2154,2154,3573,Kepler-82 e,3027.0,6.66 Earths,15.138,2014,Neptune-like,0.22 x Jupiter,5.9 days,Kepler-827,Transit,2714.4444444444443,0.93,0.91,muy caliente,criogenia,0.22,6.66
2155,2155,2155,3574,Kepler-82 f,3027.0,20.9 Earths,15.138,2019,Neptune-like,0.432 x Jupiter,75.7 days,Kepler-828,Transit,2401.6666666666665,0.81,0.77,muy caliente,criogenia,0.432,20.9
2156,2156,2156,3575,Kepler-830 b,3660.0,3.53 Earths,14.789,2016,Super Earth,1.7 x Earth,11.3 days,Kepler-829,Transit,2767.777777777778,0.98,0.97,muy caliente,criogenia,1.7,3.53
2157,2157,2157,3576,Kepler-831 b,1882.0,2.15 Earths,13.631,2016,Super Earth,1.27 x Earth,5.6 days,Kepler-83,Transit,2184.4444444444443,0.96,0.59,muy caliente,criogenia,1.27,2.15
2158,2158,2158,3577,Kepler-832 b,4391.0,4.9 Earths,15.859,2016,Super Earth,2.06 x Earth,7.1 days,Kepler-83,Transit,2184.4444444444443,0.96,0.59,muy caliente,criogenia,2.06,4.9
2159,2159,2159,3578,Kepler-833 b,1373.0,4.74 Earths,15.469,2016,Super Earth,2.02 x Earth,18.8 days,Kepler-83,Transit,2184.4444444444443,0.96,0.59,muy caliente,criogenia,2.02,4.74
2160,2160,2160,3579,Kepler-834 b,2022.0,4.74 Earths,15.928,2016,Super Earth,2.02 x Earth,13.3 days,Kepler-830,Transit,2956.111111111112,1.07,1.11,muy caliente,criogenia,2.02,4.74
2161,2161,2161,3580,Kepler-835 b,6560.0,8.2 Earths,15.89,2016,Neptune-like,0.249 x Jupiter,11.4 days,Kepler-831,Transit,2786.6666666666665,0.99,0.97,muy caliente,criogenia,0.249,8.2
2162,2162,2162,3581,Kepler-836 b,3272.0,7.9 Earths,14.587,2016,Neptune-like,0.244 x Jupiter,11.4 days,Kepler-832,Transit,2711.111111111112,0.92,0.9,muy caliente,criogenia,0.244,7.9
2163,2163,2163,3582,Kepler-837 b,2760.0,7.08 Earths,15.229,2016,Neptune-like,0.228 x Jupiter,16.6 days,Kepler-833,Transit,2012.7777777777776,0.64,0.62,muy caliente,criogenia,0.228,7.08
2164,2164,2164,3583,Kepler-838 b,3947.0,7.9 Earths,15.23,2016,Neptune-like,0.244 x Jupiter,15.7 days,Kepler-834,Transit,2132.222222222222,0.7,0.66,muy caliente,criogenia,0.244,7.9
2165,2165,2165,3584,Kepler-839 b,2717.0,7.13 Earths,13.563,2016,Neptune-like,0.229 x Jupiter,37.8 days,Kepler-835,Transit,2910.0,1.08,1.11,muy caliente,criogenia,0.229,7.13
2166,2166,2166,3585,Kepler-83 b,1321.0,0.132 Jupiters,15.783,2012,Gas Giant,0.252 x Jupiter,9.8 days,Kepler-836,Transit,2877.222222222222,1.03,1.04,muy caliente,criogenia,0.252,0.132
2167,2167,2167,3586,Kepler-83 c,1321.0,11.4 Earths,15.783,2012,Super Earth,0.211 x Jupiter,20.1 days,Kepler-837,Transit,2603.8888888888887,0.85,0.81,muy caliente,criogenia,0.211,11.4
2168,2168,2168,3587,Kepler-83 d,1321.0,24.6 Earths,15.783,2014,Super Earth,1.94 x Earth,5.2 days,Kepler-838,Transit,2807.777777777778,0.98,0.96,muy caliente,criogenia,1.94,24.6
2169,2169,2169,3588,Kepler-840 b,2538.0,135 Jupiters,14.129,2016,Gas Giant,1.523 x Jupiter,2.5 days,Kepler-839,Transit,2967.777777777778,1.22,1.31,muy caliente,criogenia,1.523,135
2170,2170,2170,3589,Kepler-841 b,3432.0,23.8 Earths,15.744,2016,Neptune-like,0.467 x Jupiter,124.4 days,Kepler-84,Transit,2952.777777777778,0.96,1.17,muy caliente,criogenia,0.467,23.8
2171,2171,2171,3590,Kepler-842 b,1801.0,3.19 Earths,15.13,2016,Super Earth,1.6 x Earth,1.2 days,Kepler-84,Transit,2952.777777777778,0.96,1.17,muy caliente,criogenia,1.6,3.19
2172,2172,2172,3591,Kepler-843 b,4068.0,7.22 Earths,15.248,2016,Neptune-like,0.231 x Jupiter,2.1 days,Kepler-84,Transit,2952.777777777778,0.96,1.17,muy caliente,criogenia,0.231,7.22
2173,2173,2173,3592,Kepler-844 b,1285.0,3.46 Earths,15.796,2016,Super Earth,1.68 x Earth,2.6 days,Kepler-84,Transit,2952.777777777778,0.96,1.17,muy caliente,criogenia,1.68,3.46
2174,2174,2174,3593,Kepler-845 b,1536.0,4.82 Earths,14.639,2016,Super Earth,2.04 x Earth,0.9 days,Kepler-84,Transit,2952.777777777778,0.96,1.17,muy caliente,criogenia,2.04,4.82
2175,2175,2175,3594,Kepler-846 b,4022.0,6.71 Earths,15.604,2016,Neptune-like,0.221 x Jupiter,19.8 days,Kepler-840,Transit,2891.111111111112,1.04,1.06,muy caliente,criogenia,0.221,6.71
2176,2176,2176,3595,Kepler-847 b,1726.0,1.76 Earths,14.78,2016,Super Earth,1.18 x Earth,2.3 days,Kepler-841,Transit,2560.0,0.85,0.81,muy caliente,criogenia,1.18,1.76
2177,2177,2177,3596,Kepler-848 b,2600.0,3.53 Earths,14.011,2016,Super Earth,1.7 x Earth,6.9 days,Kepler-842,Transit,2295.555555555556,0.78,0.73,muy caliente,criogenia,1.7,3.53
2178,2178,2178,3597,Kepler-849 b,2437.0,0.127 Jupiters,12.836,2016,Gas Giant,0.637 x Jupiter,394.6 days,Kepler-843,Transit,2841.111111111112,1.02,1.03,muy caliente,criogenia,0.637,0.127
2179,2179,2179,3598,Kepler-84 b,4708.0,40 Earths,14.79,2012,Super Earth,2.23 x Earth,8.7 days,Kepler-844,Transit,1895.555555555556,0.59,0.57,muy caliente,criogenia,2.23,40
2180,2180,2180,3599,Kepler-84 c,4708.0,20.2 Earths,14.79,2012,Super Earth,0.211 x Jupiter,12.9 days,Kepler-845,Transit,2331.6666666666665,0.79,0.75,muy caliente,criogenia,0.211,20.2
2181,2181,2181,3600,Kepler-84 d,4708.0,2.48 Earths,14.79,2014,Super Earth,1.38 x Earth,4.2 days,Kepler-846,Transit,2701.6666666666665,0.94,0.91,muy caliente,criogenia,1.38,2.48
2182,2182,2182,3601,Kepler-84 e,4708.0,7.27 Earths,14.79,2014,Neptune-like,0.232 x Jupiter,27.4 days,Kepler-847,Transit,2346.6666666666665,0.83,0.77,muy caliente,criogenia,0.232,7.27
2183,2183,2183,3602,Kepler-84 f,4708.0,5.48 Earths,14.79,2014,Neptune-like,2.2 x Earth,44.6 days,Kepler-848,Transit,2766.111111111112,1.01,1.2,muy caliente,criogenia,2.2,5.48
2184,2184,2184,3603,Kepler-850 b,5007.0,3.82 Earths,15.427,2016,Super Earth,1.78 x Earth,7.2 days,Kepler-849,Transit,2968.333333333333,1.23,1.64,muy caliente,criogenia,1.78,3.82
2185,2185,2185,3604,Kepler-851 b,2835.0,3.46 Earths,15.108,2016,Super Earth,1.68 x Earth,8.5 days,Kepler-85,Transit,2622.222222222222,0.96,0.89,muy caliente,criogenia,1.68,3.46
2186,2186,2186,3605,Kepler-852 b,2786.0,6.99 Earths,13.907,2016,Neptune-like,0.227 x Jupiter,44.9 days,Kepler-85,Transit,2622.222222222222,0.96,0.89,muy caliente,criogenia,0.227,6.99
2187,2187,2187,3606,Kepler-853 b,1990.0,3.5 Earths,12.248,2016,Super Earth,1.69 x Earth,7.2 days,Kepler-85,Transit,2622.222222222222,0.96,0.89,muy caliente,criogenia,1.69,3.5
2188,2188,2188,3607,Kepler-854 b,2417.0,132 Jupiters,13.504,2016,Gas Giant,1.492 x Jupiter,2.1 days,Kepler-85,Transit,2622.222222222222,0.96,0.89,muy caliente,criogenia,1.492,132
2189,2189,2189,3608,Kepler-855 b,3402.0,0.166 Jupiters,15.019,2016,Gas Giant,0.745 x Jupiter,7.9 days,Kepler-850,Transit,2897.777777777778,1.06,1.09,muy caliente,criogenia,0.745,0.166
2190,2190,2190,3609,Kepler-856 b,3833.0,0.199 Jupiters,15.557,2016,Gas Giant,0.83 x Jupiter,8 days,Kepler-851,Transit,2632.777777777778,0.89,0.85,muy caliente,criogenia,0.83,0.199
2191,2191,2191,3610,Kepler-857 b,3389.0,37.2 Earths,15.064,2016,Neptune-like,0.607 x Jupiter,85.4 days,Kepler-852,Transit,2991.111111111112,1.19,1.16,muy caliente,criogenia,0.607,37.2
2192,2192,2192,3611,Kepler-858 b,966.0,21.1 Earths,12.411,2016,Neptune-like,0.434 x Jupiter,76.1 days,Kepler-853,Transit,3130.0,1.3,1.55,muy caliente,criogenia,0.434,21.1
2193,2193,2193,3612,Kepler-859 b,2985.0,9.75 Earths,15.88,2016,Neptune-like,0.276 x Jupiter,20.4 days,Kepler-854,Transit,3035.0,1.17,1.27,muy caliente,criogenia,0.276,9.75
2194,2194,2194,3613,Kepler-85 b,2551.0,4.54 Earths,14.766,2012,Super Earth,1.97 x Earth,8.3 days,Kepler-855,Transit,2843.8888888888887,1.03,1.03,muy caliente,criogenia,1.97,4.54
2195,2195,2195,3614,Kepler-85 c,2551.0,20.9 Earths,14.766,2012,Super Earth,2.18 x Earth,12.5 days,Kepler-856,Transit,2677.222222222222,0.96,0.93,muy caliente,criogenia,2.18,20.9
2196,2196,2196,3615,Kepler-85 d,2551.0,1.87 Earths,14.766,2014,Super Earth,1.2 x Earth,17.9 days,Kepler-857,Transit,2809.4444444444443,0.99,0.99,muy caliente,criogenia,1.2,1.87
2197,2197,2197,3616,Kepler-85 e,2551.0,0.6 Earths,14.766,2014,Super Earth,1.27 x Earth,25.2 days,Kepler-858,Transit,2742.777777777778,0.96,0.91,muy caliente,criogenia,1.27,0.6
2198,2198,2198,3617,Kepler-860 b,4224.0,10.6 Earths,15.403,2016,Neptune-like,0.289 x Jupiter,5.1 days,Kepler-859,Transit,2391.111111111112,0.81,0.77,muy caliente,criogenia,0.289,10.6
2199,2199,2199,3618,Kepler-861 b,2629.0,5.82 Earths,15.596,2016,Neptune-like,0.203 x Jupiter,3.9 days,Kepler-860,Transit,2844.4444444444443,1.04,1.06,muy caliente,criogenia,0.203,5.82
2200,2200,2200,3619,Kepler-862 b,2629.0,5.52 Earths,15.303,2016,Neptune-like,2.21 x Earth,3.1 days,Kepler-861,Transit,2406.111111111112,0.82,0.78,muy caliente,criogenia,2.21,5.52
2201,2201,2201,3620,Kepler-863 b,3735.0,8.75 Earths,15.446,2016,Neptune-like,0.259 x Jupiter,15.6 days,Kepler-862,Transit,2565.0,0.88,0.84,muy caliente,criogenia,0.259,8.75
2202,2202,2202,3621,Kepler-864 b,5131.0,6.35 Earths,15.782,2016,Neptune-like,0.214 x Jupiter,5.8 days,Kepler-863,Transit,2756.6666666666665,0.96,0.95,muy caliente,criogenia,0.214,6.35
2203,2203,2203,3622,Kepler-865 b,2166.0,6.76 Earths,14.504,2016,Neptune-like,0.222 x Jupiter,14.2 days,Kepler-864,Transit,2798.8888888888887,1.0,1.0,muy caliente,criogenia,0.222,6.76
