,index,row,name,light years from earth,planet mass,stellar magnitude,discovery date,planet type,planet radius,orbital radius,orbital period,eccentricity,solar system name,planet discovery method,right ascension,declination,host temperature (Cº),host mass,host radius,Tª type,distance type,planet radius [0],kepid,koi_impact,koi_prad
98,1517,1517,Kepler-1072 b,3184.0,3.12 Earths,13.842,2016,Super Earth,1.58 x Earth,Unknown,1.6 days,0,Kepler-107,Transit,19h48m06.78s,+48d12m31.0s,2854.4444444444443,1.24,1.45,muy caliente,criogenia,1.58,9649706,0.097,1.68
99,1518,1518,Kepler-1073 b,2730.0,5.9 Earths,14.532,2016,Neptune-like,0.205 x Jupiter,Unknown,8.7 days,0,Kepler-107,Transit,19h48m06.78s,+48d12m31.0s,2854.4444444444443,1.24,1.45,muy caliente,criogenia,0.205,3128552,0.203,2.56
100,1519,1519,Kepler-1073 c,2730.0,3.33 Earths,14.532,2016,Super Earth,1.64 x Earth,Unknown,4 days,0,Kepler-107,Transit,19h48m06.78s,+48d12m31.0s,2854.4444444444443,1.24,1.45,muy caliente,criogenia,1.64,3128552,0.017,1.79
101,1520,1520,Kepler-1074 b,799.0,2.1 Earths,15.006,2016,Super Earth,1.25 x Earth,Unknown,5.9 days,0,Kepler-107,Transit,19h48m06.78s,+48d12m31.0s,2854.4444444444443,1.24,1.45,muy caliente,criogenia,1.25,9573685,0.229,1.12
102,1521,1521,Kepler-1075 b,864.0,2.6 Earths,15.37,2016,Super Earth,1.42 x Earth,Unknown,1.5 days,0,Kepler-1070,Transit,19h32m46.89s,+49d18m59.4s,3080.5555555555557,1.21,1.32,muy caliente,criogenia,1.42,10329835,0.942,1.26
103,1522,1522,Kepler-1076 b,649.0,0.437 Earths,12.949,2016,Terrestrial,0.8 x Earth,Unknown,6.1 days,0,Kepler-1071,Transit,19h32m13.92s,+45d14m55.7s,2499.4444444444443,0.86,0.81,muy caliente,criogenia,0.8,12301181,0.188,0.79
104,1523,1523,Kepler-1077 b,3582.0,8.1 Earths,14.998,2016,Neptune-like,0.247 x Jupiter,Unknown,34.4 days,0,Kepler-1072,Transit,19h28m10.65s,+46d19m44.5s,3046.1111111111113,1.2,1.32,muy caliente,criogenia,0.247,6774880,0.88,2.75
105,1524,1524,Kepler-1078 b,3963.0,4.27 Earths,15.607,2016,Super Earth,1.9 x Earth,Unknown,3 days,0,Kepler-1073,Transit,19h36m36.65s,+38d13m59.0s,2820.0,1.0,1.0,muy caliente,criogenia,1.9,7449541,0.897,1.56
106,1525,1525,Kepler-1079 b,1569.0,3.29 Earths,12.584,2016,Super Earth,1.63 x Earth,Unknown,13.2 days,0,Kepler-1073,Transit,19h36m36.65s,+38d13m59.0s,2820.0,1.0,1.0,muy caliente,criogenia,1.63,9304101,0.498,1.77
107,1526,1526,Kepler-107 b,1714.0,3.51 Earths,12.7,2014,Super Earth,1.536 x Earth,0.04544 AU,3.2 days,0,Kepler-1074,Transit,18h57m54.37s,+46d15m09.3s,1825.5555555555557,0.6,0.57,muy caliente,criogenia,1.536,10875245,0.196,1.53
108,1527,1527,Kepler-107 c,1714.0,9.39 Earths,12.7,2014,Super Earth,1.597 x Earth,0.06064 AU,4.9 days,0,Kepler-1075,Transit,19h10m00.28s,+47d28m09.4s,1801.6666666666665,0.56,0.54,muy caliente,criogenia,1.597,10875245,0.529,1.7
109,1528,1528,Kepler-107 d,1714.0,3.8 Earths,12.7,2014,Super Earth,0.86 x Earth,0.08377 AU,8 days,0,Kepler-1076,Transit,19h10m21.62s,+51d03m38.1s,2306.6666666666665,0.79,0.74,muy caliente,criogenia,0.86,10875245,0.706,1.06
110,1529,1529,Kepler-107 e,1714.0,8.6 Earths,12.7,2014,Neptune-like,0.259 x Jupiter,0.12639 AU,14.7 days,0,Kepler-1077,Transit,19h24m08.07s,+42d16m04.3s,2833.3333333333335,1.02,1.02,muy caliente,criogenia,0.259,10875245,0.173,2.89
111,1530,1530,Kepler-1080 b,2244.0,10.8 Earths,13.409,2016,Neptune-like,0.293 x Jupiter,Unknown,77.3 days,0,Kepler-1078,Transit,19h32m48.14s,+43d03m00.1s,2720.0,0.94,0.92,muy caliente,criogenia,0.293,11360571,0.837,3.7
112,1531,1531,Kepler-1081 b,1386.0,1.01 Earths,13.711,2016,Super Earth,1.01 x Earth,Unknown,3.9 days,0,Kepler-1079,Transit,19h58m11.88s,+45d46m11.1s,2801.1111111111113,1.08,1.36,muy caliente,criogenia,1.01,6035124,0.466,0.93
113,1532,1532,Kepler-1082 b,2049.0,1.46 Earths,13.342,2016,Super Earth,1.12 x Earth,Unknown,1.5 days,0,Kepler-108,Transit,19h38m14.20s,+46d03m44.4s,2854.4444444444443,0.96,2.19,muy caliente,criogenia,1.12,12058147,0.217,1.23
114,1533,1533,Kepler-1083 b,2975.0,11.2 Earths,15.85,2016,Neptune-like,0.3 x Jupiter,Unknown,33.4 days,0,Kepler-108,Transit,19h38m14.20s,+46d03m44.4s,2854.4444444444443,0.96,2.19,muy caliente,criogenia,0.3,8866137,0.913,3.13
115,1534,1534,Kepler-1084 b,1393.0,1.41 Earths,12.158,2016,Super Earth,1.11 x Earth,Unknown,2.1 days,0,Kepler-1080,Transit,19h45m51.49s,+49d10m58.5s,2911.1111111111113,1.1,1.16,muy caliente,criogenia,1.11,10857519,0.966,1.44
116,1535,1535,Kepler-1085 b,4952.0,0.13 Jupiters,15.247,2016,Gas Giant,0.644 x Jupiter,Unknown,219.3 days,0,Kepler-1081,Transit,19h17m46.68s,+41d19m03.9s,2571.6666666666665,0.88,0.84,muy caliente,criogenia,0.644,9517393,0.244,6.11
117,1536,1536,Kepler-1085 c,4952.0,10.7 Earths,15.247,2020,Neptune-like,0.292 x Jupiter,Unknown,56.8 days,0,Kepler-1082,Transit,19h17m26.08s,+50d35m54.5s,2892.777777777778,1.03,1.14,muy caliente,criogenia,0.292,9517393,0.703,3.21
118,1537,1537,Kepler-1086 b,1514.0,6.53 Earths,15.555,2016,Neptune-like,0.218 x Jupiter,Unknown,18.8 days,0,Kepler-1083,Transit,18h52m38.87s,+45d11m53.9s,2407.222222222222,0.81,0.77,muy caliente,criogenia,0.218,9351316,0.658,2.14
119,1538,1538,Kepler-1086 c,1514.0,8.96 Earths,15.555,2016,Neptune-like,0.262 x Jupiter,Unknown,161.5 days,0,Kepler-1084,Transit,19h20m24.47s,+48d15m04.1s,2998.3333333333335,1.12,1.28,muy caliente,criogenia,0.262,9351316,0.001,2.88
120,1539,1539,Kepler-1087 b,1155.0,0.165 Earths,12.901,2016,Terrestrial,0.61 x Earth,Unknown,0.7 days,0,Kepler-1085,Transit,19h09m54.64s,+46d08m28.3s,2935.5555555555557,1.11,1.14,muy caliente,criogenia,0.61,9473078,0.195,0.83
121,1540,1540,Kepler-1088 b,979.0,2.6 Earths,11.778,2016,Super Earth,1.42 x Earth,Unknown,23.1 days,0,Kepler-1085,Transit,19h09m54.64s,+46d08m28.3s,2935.5555555555557,1.11,1.14,muy caliente,criogenia,1.42,6922710,0.737,1.44
122,1541,1541,Kepler-1089 b,740.0,4.01 Earths,15.598,2016,Super Earth,1.83 x Earth,Unknown,5.1 days,0,Kepler-1086,Transit,19h41m00.28s,+45d50m34.7s,2018.8888888888887,0.7,0.66,muy caliente,criogenia,1.83,11348997,0.217,1.69
123,1542,1542,Kepler-108 b,2378.0,0.176 Jupiters,13.084,2014,Gas Giant,0.772 x Jupiter,0.292 AU,49.2 days,0.22,Kepler-1086,Transit,19h41m00.28s,+45d50m34.7s,2018.8888888888887,0.7,0.66,muy caliente,criogenia,0.772,9471974,0.035,8.2
124,1543,1543,Kepler-108 c,2378.0,0.16 Jupiters,13.084,2014,Gas Giant,0.73 x Jupiter,0.721 AU,190.3 days,0.04,Kepler-1087,Transit,19h39m54.92s,+46d00m20.4s,2707.222222222222,0.96,0.94,muy caliente,criogenia,0.73,9471974,0.812,7.78
125,1544,1544,Kepler-1090 b,2290.0,5.69 Earths,14.996,2016,Neptune-like,0.201 x Jupiter,Unknown,198.7 days,0,Kepler-1088,Transit,18h46m14.75s,+42d27m01.8s,2921.6666666666665,1.08,1.08,muy caliente,criogenia,0.201,8505920,0.746,2.79
126,1545,1545,Kepler-1091 b,2985.0,2.73 Earths,14.715,2016,Super Earth,1.46 x Earth,Unknown,1.4 days,0,Kepler-1089,Transit,19h24m22.26s,+49d11m24.2s,1687.2222222222222,0.52,0.49,muy caliente,criogenia,1.46,7918992,0.108,1.5
127,1546,1546,Kepler-1092 b,2981.0,4.94 Earths,14.616,2016,Super Earth,2.07 x Earth,Unknown,58.6 days,0,Kepler-109,Transit,19h21m34.25s,+40d17m05.5s,2908.8888888888887,1.04,1.32,muy caliente,criogenia,2.07,10158729,0.392,2.06
128,1547,1547,Kepler-1093 b,2766.0,4.46 Earths,13.808,2016,Super Earth,1.95 x Earth,Unknown,25.1 days,0,Kepler-109,Transit,19h21m34.25s,+40d17m05.5s,2908.8888888888887,1.04,1.32,muy caliente,criogenia,1.95,6105462,0.865,2.26
129,1548,1548,Kepler-1093 c,2766.0,4.5 Earths,13.808,2016,Super Earth,1.96 x Earth,Unknown,89.7 days,0,Kepler-1090,Transit,19h42m39.09s,+44d31m33.0s,2558.3333333333335,0.86,0.82,muy caliente,criogenia,1.96,6105462,0.742,2.21
130,1549,1549,Kepler-1094 b,4472.0,10.2 Earths,14.961,2016,Neptune-like,0.284 x Jupiter,Unknown,78.1 days,0,Kepler-1091,Transit,19h59m08.51s,+43d40m14.7s,2852.777777777778,1.01,1.03,muy caliente,criogenia,0.284,3120355,0.528,3.37
131,1550,1550,Kepler-1095 b,2473.0,1.92 Earths,14.526,2016,Super Earth,1.21 x Earth,Unknown,4.3 days,0,Kepler-1092,Transit,19h50m53.55s,+47d06m45.6s,2858.8888888888887,0.99,1.0,muy caliente,criogenia,1.21,6047072,0.02,1.22
132,1551,1551,Kepler-1096 b,1122.0,2.07 Earths,15.061,2016,Super Earth,1.24 x Earth,Unknown,2.9 days,0,Kepler-1093,Transit,18h59m54.72s,+41d25m12.6s,3027.777777777778,1.13,1.2,muy caliente,criogenia,1.24,9411412,0.806,1.31
133,1552,1552,Kepler-1097 b,2407.0,10.7 Earths,15.207,2016,Neptune-like,0.291 x Jupiter,Unknown,187.7 days,0,Kepler-1093,Transit,18h59m54.72s,+41d25m12.6s,3027.777777777778,1.13,1.2,muy caliente,criogenia,0.291,7008211,0.015,2.95
134,1553,1553,Kepler-1098 b,2858.0,2.24 Earths,14.733,2016,Super Earth,1.3 x Earth,Unknown,2.5 days,0,Kepler-1094,Transit,19h29m12.30s,+38d16m01.3s,2997.777777777778,1.14,1.21,muy caliente,criogenia,1.3,7620413,0.215,1.26
135,1554,1554,Kepler-1099 b,3944.0,8.4 Earths,15.134,2016,Neptune-like,0.252 x Jupiter,Unknown,2.2 days,0,Kepler-1095,Transit,19h33m02.99s,+41d21m54.4s,2745.5555555555557,0.94,0.92,muy caliente,criogenia,0.252,10854546,0.207,2.41
136,1555,1555,Kepler-109 b,1570.0,7.3 Earths,12.295,2014,Neptune-like,0.211 x Jupiter,Unknown,6.5 days,0.21,Kepler-1096,Transit,19h38m50.25s,+45d58m10.2s,1994.4444444444443,0.66,0.63,muy caliente,criogenia,0.211,5094751,0.833,2.54
137,1556,1556,Kepler-109 c,1570.0,21.8 Earths,12.295,2014,Neptune-like,0.225 x Jupiter,Unknown,21.2 days,0.03,Kepler-1097,Transit,18h46m22.60s,+42d35m47.1s,2497.222222222222,0.82,0.79,muy caliente,criogenia,0.225,5094751,0.02,2.48
138,1557,1557,Kepler-10 b,608.0,4.60853 Earths,10.94,2011,Super Earth,1.481 x Earth,0.0172 AU,0.8 days,0.06,Kepler-1098,Transit,19h42m00.65s,+43d13m58.1s,2821.1111111111113,0.99,0.99,muy caliente,criogenia,1.481,11904151,0.022,1.43
139,1558,1558,Kepler-10 c,608.0,7.37 Earths,10.94,2011,Super Earth,0.207 x Jupiter,0.241 AU,45.3 days,0.03,Kepler-1099,Transit,19h14m59.99s,+48d16m37.8s,2845.0,1.01,1.0,muy caliente,criogenia,0.207,11904151,0.025,2.26
140,1559,1559,Kepler-1100 b,3066.0,3.71 Earths,13.822,2016,Super Earth,1.75 x Earth,Unknown,6.4 days,0,Kepler-11,Transit,19h48m27.63s,+41d54m32.9s,2748.3333333333335,0.96,1.06,muy caliente,criogenia,1.75,8165946,0.281,1.25
141,1560,1560,Kepler-1101 b,2926.0,6.66 Earths,15.096,2016,Neptune-like,0.22 x Jupiter,Unknown,81.3 days,0,Kepler-11,Transit,19h48m27.63s,+41d54m32.9s,2748.3333333333335,0.96,1.06,muy caliente,criogenia,0.22,9225395,0.013,2.55
142,1561,1561,Kepler-1102 b,3216.0,7.56 Earths,14.922,2016,Neptune-like,0.237 x Jupiter,Unknown,51.3 days,0,Kepler-11,Transit,19h48m27.63s,+41d54m32.9s,2748.3333333333335,0.96,1.06,muy caliente,criogenia,0.237,10709622,0.582,3.06
143,1562,1562,Kepler-1103 b,3004.0,5.77 Earths,14.073,2016,Neptune-like,0.203 x Jupiter,Unknown,19.8 days,0,Kepler-11,Transit,19h48m27.63s,+41d54m32.9s,2748.3333333333335,0.96,1.06,muy caliente,criogenia,0.203,11499228,0.954,2.58
144,1563,1563,Kepler-1104 b,1683.0,2.04 Earths,12.083,2016,Super Earth,1.23 x Earth,Unknown,5 days,0,Kepler-11,Transit,19h48m27.63s,+41d54m32.9s,2748.3333333333335,0.96,1.06,muy caliente,criogenia,1.23,11460462,0.96,1.55
145,1564,1564,Kepler-1105 b,1204.0,4.7 Earths,15.142,2016,Super Earth,2.01 x Earth,Unknown,4.4 days,0,Kepler-11,Transit,19h48m27.63s,+41d54m32.9s,2748.3333333333335,0.96,1.06,muy caliente,criogenia,2.01,6921944,0.869,2.19
146,1565,1565,Kepler-1106 b,3810.0,3.36 Earths,14.628,2016,Super Earth,1.65 x Earth,Unknown,1.3 days,0,Kepler-110,Transit,19h31m42.99s,+48d36m10.1s,2913.3333333333335,0.96,1.15,muy caliente,criogenia,1.65,8164012,0.4,2.44
147,1566,1566,Kepler-1107 b,1491.0,2.36 Earths,14.128,2016,Super Earth,1.34 x Earth,Unknown,0.6 days,0,Kepler-110,Transit,19h31m42.99s,+48d36m10.1s,2913.3333333333335,0.96,1.15,muy caliente,criogenia,1.34,4055304,0.876,1.65
148,1567,1567,Kepler-1108 b,2492.0,2.73 Earths,14.919,2016,Super Earth,1.46 x Earth,Unknown,4.5 days,0,Kepler-1100,Transit,19h27m29.13s,+44d05m14.6s,3072.777777777778,1.21,1.34,muy caliente,criogenia,1.46,9415108,0.115,1.74
149,1568,1568,Kepler-1109 b,2600.0,5.43 Earths,14.266,2016,Neptune-like,2.19 x Earth,Unknown,37.6 days,0,Kepler-1101,Transit,19h38m16.65s,+45d40m16.5s,2721.1111111111113,0.94,0.91,muy caliente,criogenia,2.19,4262581,0.008,5.37
150,1569,1569,Kepler-110 b,1946.0,4.01 Earths,12.902,2014,Super Earth,1.83 x Earth,0.107 AU,12.7 days,0,Kepler-1102,Transit,18h45m17.42s,+48d03m59.4s,2782.222222222222,0.96,0.94,muy caliente,criogenia,1.83,11086270,0.008,2.57
151,1570,1570,Kepler-110 c,1946.0,5.52 Earths,12.902,2014,Neptune-like,2.21 x Earth,0.198 AU,31.7 days,0,Kepler-1103,Transit,19h09m31.70s,+49d27m08.6s,2986.6666666666665,1.11,1.15,muy caliente,criogenia,2.21,11086270,0.125,3.09
152,1571,1571,Kepler-1110 b,2368.0,7.56 Earths,15.887,2016,Neptune-like,0.237 x Jupiter,Unknown,9.7 days,0,Kepler-1104,Transit,19h37m52.45s,+49d19m51.7s,3167.222222222222,1.3,1.41,muy caliente,criogenia,0.237,3546060,0.534,2.12
153,1572,1572,Kepler-1111 b,3725.0,4.66 Earths,14.715,2016,Super Earth,2.0 x Earth,Unknown,8.8 days,0,Kepler-1105,Transit,18h44m26.82s,+42d27m17.8s,1990.5555555555557,0.71,0.68,muy caliente,criogenia,2.0,9351920,0.05,1.77
154,1573,1573,Kepler-1112 b,5656.0,9.38 Earths,14.561,2016,Neptune-like,0.269 x Jupiter,Unknown,14.4 days,0,Kepler-1106,Transit,19h24m34.85s,+44d03m45.2s,2993.3333333333335,1.11,1.17,muy caliente,criogenia,0.269,10549023,0.272,2.31
155,1574,1574,Kepler-1113 b,3676.0,8.3 Earths,14.783,2016,Neptune-like,0.251 x Jupiter,Unknown,42.3 days,0,Kepler-1107,Transit,19h24m11.98s,+39d08m30.0s,2528.8888888888887,0.86,0.82,muy caliente,criogenia,0.251,4254466,0.269,2.54
156,1575,1575,Kepler-1114 b,1393.0,2.39 Earths,13.758,2016,Super Earth,1.35 x Earth,Unknown,15 days,0,Kepler-1108,Transit,19h44m10.16s,+45d59m06.5s,2605.5555555555557,0.88,0.84,muy caliente,criogenia,1.35,9364609,0.092,1.28
157,1576,1576,Kepler-1115 b,3050.0,3.53 Earths,11.882,2016,Super Earth,1.7 x Earth,Unknown,23.6 days,0,Kepler-1109,Transit,19h26m35.10s,+39d23m47.8s,2876.1111111111113,1.05,1.06,muy caliente,criogenia,1.7,5022828,0.536,2.33
158,1577,1577,Kepler-1116 b,3317.0,6.99 Earths,15.235,2016,Neptune-like,0.227 x Jupiter,Unknown,41.7 days,0,Kepler-111,Transit,19h26m36.76s,+44d41m17.8s,2908.8888888888887,0.96,1.16,muy caliente,criogenia,0.227,8233702,0.018,2.26
159,1578,1578,Kepler-1117 b,2019.0,1.41 Earths,14.124,2016,Super Earth,1.11 x Earth,Unknown,4.8 days,0,Kepler-111,Transit,19h26m36.76s,+44d41m17.8s,2908.8888888888887,0.96,1.16,muy caliente,criogenia,1.11,11403339,0.46,1.01
160,1579,1579,Kepler-1118 b,2668.0,7.95 Earths,14.956,2016,Neptune-like,0.244 x Jupiter,Unknown,38.7 days,0,Kepler-1110,Transit,19h27m13.93s,+38d37m21.7s,2258.3333333333335,0.73,0.7,muy caliente,criogenia,0.244,8260902,0.773,2.45
161,1580,1580,Kepler-1119 b,4201.0,4.35 Earths,15.067,2016,Super Earth,1.92 x Earth,Unknown,8.3 days,0,Kepler-1111,Transit,19h41m51.21s,+45d48m45.9s,2978.3333333333335,1.1,1.15,muy caliente,criogenia,1.92,8381204,0.782,1.8
162,1581,1581,Kepler-111 b,2185.0,3.12 Earths,13.419,2014,Super Earth,1.58 x Earth,0.046 AU,3.3 days,0,Kepler-1112,Transit,19h47m52.52s,+47d45m05.4s,3211.1111111111113,1.34,1.54,muy caliente,criogenia,1.58,8559644,0.426,1.67
163,1582,1582,Kepler-111 c,2185.0,0.132 Jupiters,13.419,2014,Gas Giant,0.651 x Jupiter,0.761 AU,224.8 days,0,Kepler-1113,Transit,19h17m37.61s,+39d20m19.8s,2897.222222222222,1.12,1.17,muy caliente,criogenia,0.651,8559644,0.652,7.67
164,1583,1583,Kepler-1120 b,2071.0,2.48 Earths,15.304,2016,Super Earth,1.38 x Earth,Unknown,2.9 days,0,Kepler-1114,Transit,19h56m56.86s,+45d50m04.9s,2587.777777777778,0.87,0.83,muy caliente,criogenia,1.38,6774537,0.044,1.48
165,1584,1584,Kepler-1121 b,1726.0,4.31 Earths,12.017,2016,Super Earth,1.91 x Earth,Unknown,13.2 days,0,Kepler-1115,Transit,19h39m58.03s,+40d08m39.9s,4313.333333333333,1.6,1.73,muy caliente,criogenia,1.91,10617017,0.872,1.87
166,1585,1585,Kepler-1122 b,3014.0,4.82 Earths,15.102,2016,Super Earth,2.04 x Earth,Unknown,42.2 days,0,Kepler-1116,Transit,19h27m44.08s,+44d06m55.8s,2736.1111111111113,0.95,0.93,muy caliente,criogenia,2.04,9641481,0.067,2.35
167,1586,1586,Kepler-1123 b,2597.0,3.43 Earths,14.807,2016,Super Earth,1.67 x Earth,Unknown,4.3 days,0,Kepler-1117,Transit,19h28m20.35s,+49d14m14.9s,2720.0,0.95,0.93,muy caliente,criogenia,1.67,12116380,0.821,2.11
168,1587,1587,Kepler-1124 b,577.0,2.18 Earths,15.968,2016,Super Earth,1.28 x Earth,Unknown,2.9 days,0,Kepler-1118,Transit,19h59m51.76s,+44d09m39.2s,2762.222222222222,0.96,0.97,muy caliente,criogenia,1.28,2556650,0.295,1.66
169,1588,1588,Kepler-1125 b,2968.0,4.04 Earths,14.877,2016,Super Earth,1.84 x Earth,Unknown,17.7 days,0,Kepler-1119,Transit,19h48m04.59s,+44d19m39.1s,2981.6666666666665,1.11,1.17,muy caliente,criogenia,1.84,5546761,0.932,2.89
170,1589,1589,Kepler-1126 b,2179.0,3.64 Earths,14.021,2016,Super Earth,1.73 x Earth,Unknown,108.6 days,0,Kepler-112,Transit,19h47m55.44s,+43d12m35.1s,2682.222222222222,0.96,0.84,muy caliente,criogenia,1.73,9205938,0.007,1.68
171,1590,1590,Kepler-1127 b,3249.0,4.5 Earths,15.133,2016,Super Earth,1.96 x Earth,Unknown,5.1 days,0,Kepler-112,Transit,19h47m55.44s,+43d12m35.1s,2682.222222222222,0.96,0.84,muy caliente,criogenia,1.96,7204981,0.308,1.65
172,1591,1591,Kepler-1128 b,3794.0,12.9 Earths,15.686,2016,Neptune-like,0.326 x Jupiter,Unknown,61.6 days,0,Kepler-1120,Transit,19h23m39.48s,+42d17m11.7s,2326.6666666666665,0.78,0.74,muy caliente,criogenia,0.326,4370527,0.091,3.36
173,1592,1592,Kepler-1129 b,4104.0,9.06 Earths,15.257,2016,Neptune-like,0.264 x Jupiter,Unknown,24.3 days,0,Kepler-1121,Transit,19h51m08.79s,+47d53m10.1s,3063.8888888888887,1.29,1.59,muy caliente,criogenia,0.264,6041734,0.928,5.09
174,1593,1593,Kepler-1129 c,4104.0,7.9 Earths,15.257,2016,Neptune-like,0.244 x Jupiter,Unknown,76.5 days,0,Kepler-1122,Transit,19h13m07.33s,+46d20m27.3s,2682.222222222222,0.92,0.89,muy caliente,criogenia,0.244,6041734,0.327,3.73
175,1594,1594,Kepler-112 b,1699.0,6.17 Earths,13.766,2014,Neptune-like,0.211 x Jupiter,0.076 AU,8.4 days,0,Kepler-1123,Transit,19h38m04.24s,+50d40m13.4s,2657.777777777778,0.93,0.9,muy caliente,criogenia,0.211,7626506,0.018,2.28
176,1595,1595,Kepler-112 c,1699.0,6.35 Earths,13.766,2014,Neptune-like,0.214 x Jupiter,0.172 AU,28.6 days,0,Kepler-1124,Transit,19h06m22.63s,+37d53m28.6s,1634.4444444444443,0.35,0.34,muy caliente,criogenia,0.214,7626506,0.068,2.32
177,1596,1596,Kepler-1130 b,763.0,0.437 Earths,12.396,2016,Terrestrial,0.8 x Earth,Unknown,5.5 days,0,Kepler-1125,Transit,19h41m55.49s,+40d43m55.1s,2759.4444444444443,0.95,0.94,muy caliente,criogenia,0.8,9006186,0.879,0.92
178,1597,1597,Kepler-1131 b,3618.0,3.15 Earths,14.937,2016,Super Earth,1.59 x Earth,Unknown,3.5 days,0,Kepler-1126,Transit,19h02m46.08s,+45d41m21.8s,2823.3333333333335,0.92,0.93,muy caliente,criogenia,1.59,11410904,0.299,1.43
179,1598,1598,Kepler-1132 b,3066.0,6.12 Earths,15.472,2016,Neptune-like,0.21 x Jupiter,Unknown,62.9 days,0,Kepler-1127,Transit,19h32m52.17s,+42d43m14.5s,2748.8888888888887,0.97,0.95,muy caliente,criogenia,0.21,10965588,0.632,2.5
180,1599,1599,Kepler-1133 b,2678.0,4.54 Earths,14.81,2016,Super Earth,1.97 x Earth,Unknown,11.6 days,0,Kepler-1128,Transit,19h32m15.20s,+39d24m12.4s,2681.6666666666665,0.94,0.91,muy caliente,criogenia,1.97,7286911,0.874,2.11
181,1600,1600,Kepler-1134 b,3252.0,7.46 Earths,15.825,2016,Neptune-like,0.236 x Jupiter,Unknown,17.1 days,0,Kepler-1129,Transit,19h26m25.08s,+41d18m33.7s,2841.6666666666665,1.0,1.0,muy caliente,criogenia,0.236,6962109,0.298,2.31
182,1601,1601,Kepler-1135 b,2375.0,4.08 Earths,14.295,2016,Super Earth,1.85 x Earth,Unknown,77 days,0,Kepler-1129,Transit,19h26m25.08s,+41d18m33.7s,2841.6666666666665,1.0,1.0,muy caliente,criogenia,1.85,8611781,0.638,2.09
183,1602,1602,Kepler-1136 b,1778.0,3.33 Earths,15.642,2016,Super Earth,1.64 x Earth,Unknown,2.4 days,0,Kepler-113,Transit,19h11m59.49s,+50d56m39.6s,2227.222222222222,0.75,0.69,muy caliente,criogenia,1.64,8282651,0.009,1.53
184,1603,1603,Kepler-1137 b,3167.0,5.48 Earths,12.691,2016,Neptune-like,2.2 x Earth,Unknown,23.9 days,0,Kepler-113,Transit,19h11m59.49s,+50d56m39.6s,2227.222222222222,0.75,0.69,muy caliente,criogenia,2.2,11075429,0.936,3.01
185,1604,1604,Kepler-1138 b,3591.0,3.53 Earths,15.336,2016,Super Earth,1.7 x Earth,Unknown,3.2 days,0,Kepler-1130,Transit,19h00m49.80s,+45d23m03.7s,2603.8888888888887,0.9,0.81,muy caliente,criogenia,1.7,10909127,0.793,1.69
186,1605,1605,Kepler-1139 b,1810.0,1.81 Earths,14.135,2016,Super Earth,1.19 x Earth,Unknown,0.8 days,0,Kepler-1131,Transit,19h42m36.36s,+49d15m40.7s,2852.777777777778,1.03,1.04,muy caliente,criogenia,1.19,4144576,0.06,1.14
187,1606,1606,Kepler-113 b,862.0,11.7 Earths,13.46,2014,Super Earth,1.82 x Earth,Unknown,4.8 days,0,Kepler-1132,Transit,19h05m28.19s,+48d25m26.2s,2545.5555555555557,0.87,0.83,muy caliente,criogenia,1.82,12252424,0.672,2.0
188,1607,1607,Kepler-113 c,862.0,8.7 Earths,13.46,2014,Neptune-like,2.18 x Earth,Unknown,8.9 days,0,Kepler-1133,Transit,19h33m17.38s,+42d52m02.9s,2696.1111111111113,0.93,0.9,muy caliente,criogenia,2.18,12252424,0.74,2.36
189,1608,1608,Kepler-1140 b,2143.0,8.1 Earths,15.453,2016,Neptune-like,0.247 x Jupiter,Unknown,24.1 days,0,Kepler-1134,Transit,19h42m16.32s,+42d28m41.8s,2536.1111111111113,0.84,0.81,muy caliente,criogenia,0.247,9992325,0.802,2.78
190,1609,1609,Kepler-1141 b,1191.0,0.477 Earths,12.335,2016,Terrestrial,0.82 x Earth,Unknown,2.3 days,0,Kepler-1135,Transit,19h04m00.71s,+44d45m23.7s,2744.4444444444443,0.96,0.94,muy caliente,criogenia,0.82,10531955,0.803,0.97
191,1610,1610,Kepler-1142 b,2274.0,2.76 Earths,14.278,2016,Super Earth,1.47 x Earth,Unknown,18.3 days,0,Kepler-1136,Transit,18h56m25.87s,+44d14m44.9s,2108.8888888888887,0.72,0.68,muy caliente,criogenia,1.47,8168187,0.742,2.72
192,1611,1611,Kepler-1143 b,2062.0,3.43 Earths,15.194,2016,Super Earth,1.67 x Earth,Unknown,2.9 days,0,Kepler-1137,Transit,19h08m31.27s,+48d39m55.3s,3383.8888888888887,1.5,1.84,muy caliente,criogenia,1.67,4142847,0.77,1.68
193,1612,1612,Kepler-1143 c,2062.0,12.6 Earths,15.194,2016,Neptune-like,0.321 x Jupiter,Unknown,210.6 days,0,Kepler-1138,Transit,19h03m35.82s,+48d18m26.3s,2703.3333333333335,0.95,0.92,muy caliente,criogenia,0.321,4142847,0.642,3.23
194,1613,1613,Kepler-1144 b,3301.0,4.62 Earths,14.913,2016,Super Earth,1.99 x Earth,Unknown,17.1 days,0,Kepler-1139,Transit,19h11m46.95s,+39d13m50.0s,2685.5555555555557,0.94,0.91,muy caliente,criogenia,1.99,10203349,0.918,3.64
