,Unnamed: 0_x,kepid_x,name,koi_impact_x,koi_prad_x,Unnamed: 0_y,description,discovery date,Unnamed: 0,kepid_y,koi_impact_y,koi_prad_y
2085,4235,4556468,Kepler-1609 b,0.529,2.09,802,"Kepler-1607 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.721 Earths, it takes 13.6 days to complete one orbit of its star, and is 0.1075 AU from its star. Its discovery was announced in 2016.",2014,4235,4556468,0.529,2.09
2086,4240,7747457,Kepler-1613 b,0.561,1.85,808,"Kepler-1611 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.457 Earths, it takes 5.2 days to complete one orbit of its star, and is 0.0586 AU from its star. Its discovery was announced in 2016.",2016,4240,7747457,0.561,1.85
2087,4252,10026502,Kepler-1620 b,0.084,1.31,817,"Kepler-161 b is a super Earth exoplanet that orbits a K-type star. Its mass is 12.1 Earths, it takes 4.9 days to complete one orbit of its star, and is 0.054 AU from its star. Its discovery was announced in 2014.",2016,4252,10026502,0.084,1.31
2088,4258,9002278,Kepler-62 c,0.043,0.57,1866,"Kepler-629 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.48 Earths, it takes 7.2 days to complete one orbit of its star, and is 0.0712 AU from its star. Its discovery was announced in 2016.",2013,4258,9002278,0.043,0.57
2089,4263,11650401,Kepler-1614 b,0.278,1.4,809,"Kepler-1612 b is a super Earth exoplanet that orbits a G-type star. Its mass is 1.08 Earths, it takes 3.9 days to complete one orbit of its star, and is 0.0482 AU from its star. Its discovery was announced in 2016.",2016,4263,11650401,0.278,1.4
2090,4274,6278762,Kepler-444 d,0.334,0.65,1618,"Kepler-444 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.0374 Earths, it takes 3.6 days to complete one orbit of its star, and is 0.04178 AU from its star. Its discovery was announced in 2015.",2015,4274,6278762,0.334,0.65
2091,4278,9100953,Kepler-1610 b,0.045,1.37,805,"Kepler-160 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.59 Earths, it takes 4.3 days to complete one orbit of its star, and is 0.05511 AU from its star. Its discovery was announced in 2014.",2016,4278,9100953,0.045,1.37
2092,4284,6761777,Kepler-1615 b,0.967,3.71,810,"Kepler-1613 b is a super Earth exoplanet that orbits an F-type star. Its mass is 4.98 Earths, it takes 1.5 days to complete one orbit of its star, and is 0.0264 AU from its star. Its discovery was announced in 2016.",2016,4284,6761777,0.967,3.71
2093,4286,9412623,Kepler-1618 b,0.63,1.06,813,"Kepler-1616 b is a super Earth exoplanet that orbits an F-type star. Its mass is 1.04 Earths, it takes 6.8 days to complete one orbit of its star, and is 0.0761 AU from its star. Its discovery was announced in 2016.",2016,4286,9412623,0.63,1.06
2094,4318,6278762,Kepler-444 e,0.018,0.62,1619,"Kepler-444 c is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.0793 Earths, it takes 4.5 days to complete one orbit of its star, and is 0.04881 AU from its star. Its discovery was announced in 2015.",2015,4318,6278762,0.018,0.62
2095,4339,11671579,Kepler-1611 b,0.097,1.31,806,"Kepler-160 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 13.6 Earths, it takes 13.7 days to complete one orbit of its star, and is 0.1192 AU from its star. Its discovery was announced in 2014.",2016,4339,11671579,0.097,1.31
2096,4342,9216775,Kepler-1612 b,0.337,0.94,807,"Kepler-1610 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.22 Earths, it takes 8.7 days to complete one orbit of its star, and is 0.0777 AU from its star. Its discovery was announced in 2016.",2016,4342,9216775,0.337,0.94
2097,4359,6278762,Kepler-444 f,0.89,0.95,1620,"Kepler-444 d is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.2 Earths, it takes 6.2 days to complete one orbit of its star, and is 0.06 AU from its star. Its discovery was announced in 2015.",2015,4359,6278762,0.89,0.95
2098,4364,9009036,Kepler-1616 b,0.553,1.21,811,"Kepler-1614 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.83 Earths, it takes 3.9 days to complete one orbit of its star, and is 0.0471 AU from its star. Its discovery was announced in 2016.",2016,4364,9009036,0.553,1.21
2099,4377,7429240,Kepler-1606 b,0.019,2.33,799,"Kepler-1604 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.57 Earths, it takes 0.7 days to complete one orbit of its star, and is 0.0089 AU from its star. Its discovery was announced in 2016.",2016,4377,7429240,0.019,2.33
2100,4486,7133294,Kepler-1607 b,0.617,1.25,800,"Kepler-1605 b is a super Earth exoplanet that orbits a K-type star. Its mass is 1.28 Earths, it takes 85.8 days to complete one orbit of its star, and is 0.3912 AU from its star. Its discovery was announced in 2016.",2016,4486,7133294,0.617,1.25
2101,4487,4381429,Kepler-1608 b,0.014,1.63,801,"Kepler-1606 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.94 Earths, it takes 196.4 days to complete one orbit of its star, and is 0.6421 AU from its star. Its discovery was announced in 2016.",2016,4487,4381429,0.014,1.63
2102,4508,6278762,Kepler-444 b,0.025,0.5,1616,"Kepler-442 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.36 Earths, it takes 112.3 days to complete one orbit of its star, and is 0.409 AU from its star. Its discovery was announced in 2015.",2015,4508,6278762,0.025,0.5
2103,4523,9447166,Kepler-1459 b,0.954,1.96,605,"Kepler-1457 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.62 Earths, it takes 51.1 days to complete one orbit of its star, and is 0.2668 AU from its star. Its discovery was announced in 2016.",2013,4523,9447166,0.954,1.96
2104,4525,8151055,Kepler-1460 b,0.855,2.24,608,"Kepler-145 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 37.1 Earths, it takes 23 days to complete one orbit of its star, and is 0.1699 AU from its star. Its discovery was announced in 2013.",2016,4525,8151055,0.855,2.24
2105,4527,3348082,Kepler-274 b,0.053,2.61,1215,"Kepler-273 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.86 Earths, it takes 2.9 days to complete one orbit of its star, and is 0.037 AU from its star. Its discovery was announced in 2014.",2014,4527,3348082,0.053,2.61
2106,4531,10615440,Kepler-1622 b,0.896,1.24,819,"Kepler-1620 b is a super Earth exoplanet that orbits an F-type star. Its mass is 3.22 Earths, it takes 102 days to complete one orbit of its star, and is 0.4322 AU from its star. Its discovery was announced in 2016.",2016,4531,10615440,0.896,1.24
2107,4550,7510820,Kepler-1461 b,0.75,2.02,609,"Kepler-145 c is a gas giant exoplanet that orbits an F-type star. Its mass is 0.25 Jupiters, it takes 42.9 days to complete one orbit of its star, and is 0.2578 AU from its star. Its discovery was announced in 2013.",2016,4550,7510820,0.75,2.02
2108,4567,6880517,Kepler-1462 b,0.038,2.52,610,"Kepler-1460 b is a super Earth exoplanet that orbits a K-type star. Its mass is 4.5 Earths, it takes 30 days to complete one orbit of its star, and is 0.1614 AU from its star. Its discovery was announced in 2016.",2016,4567,6880517,0.038,2.52
2109,4568,6615511,Kepler-1463 b,0.035,1.76,611,"Kepler-1461 b is a super Earth exoplanet that orbits a K-type star. Its mass is 4.78 Earths, it takes 29.3 days to complete one orbit of its star, and is 0.1715 AU from its star. Its discovery was announced in 2016.",2016,4568,6615511,0.035,1.76
2110,4570,3632089,Kepler-1464 b,0.29,1.5,612,"Kepler-1462 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 14 Earths, it takes 65.6 days to complete one orbit of its star, and is 0.3094 AU from its star. Its discovery was announced in 2016.",2016,4570,3632089,0.29,1.5
2111,4587,12314973,Kepler-450 d,0.399,0.96,1633,"Kepler-450 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 19.4 Earths, it takes 28.5 days to complete one orbit of its star, and is 0.1993 AU from its star. Its discovery was announced in 2015.",2015,4587,12314973,0.399,0.96
2112,4588,3348082,Kepler-274 c,0.826,3.21,1216,"Kepler-273 c is a super Earth exoplanet that orbits a G-type star. Its mass is 4.58 Earths, it takes 8 days to complete one orbit of its star, and is 0.073 AU from its star. Its discovery was announced in 2014.",2014,4588,3348082,0.826,3.21
2113,4589,3632089,Kepler-1464 c,0.116,0.86,613,"Kepler-1463 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.12 Earths, it takes 25.2 days to complete one orbit of its star, and is 0.1694 AU from its star. Its discovery was announced in 2016.",2016,4589,3632089,0.116,0.86
2114,4592,12735830,Kepler-1465 b,0.785,4.98,614,"Kepler-1464 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.39 Earths, it takes 31.8 days to complete one orbit of its star, and is 0.1803 AU from its star. Its discovery was announced in 2016.",2016,4592,12735830,0.785,4.98
2115,4606,10057494,Kepler-1443 b,0.016,0.85,587,"Kepler-1441 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.27 Earths, it takes 39.4 days to complete one orbit of its star, and is 0.2346 AU from its star. Its discovery was announced in 2016.",2016,4606,10057494,0.016,0.85
2116,4608,6587796,Kepler-1444 b,0.789,2.46,588,"Kepler-1442 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 14.7 Earths, it takes 81.4 days to complete one orbit of its star, and is 0.4039 AU from its star. Its discovery was announced in 2016.",2016,4608,6587796,0.789,2.46
2117,4614,8554701,Kepler-1466 b,0.016,1.31,615,"Kepler-1464 c is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.972 Earths, it takes 5.3 days to complete one orbit of its star, and is 0.0548 AU from its star. Its discovery was announced in 2016.",2016,4614,8554701,0.016,1.31
2118,4616,9031209,Kepler-1467 b,0.027,2.84,616,"Kepler-1465 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.78 Earths, it takes 31.8 days to complete one orbit of its star, and is 0.1939 AU from its star. Its discovery was announced in 2016.",2016,4616,9031209,0.027,2.84
2119,4632,8073705,Kepler-1445 b,0.729,1.09,589,"Kepler-1443 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.871 Earths, it takes 2.4 days to complete one orbit of its star, and is 0.0368 AU from its star. Its discovery was announced in 2016.",2016,4632,8073705,0.729,1.09
2120,4634,4271474,Kepler-1469 b,0.502,2.37,619,"Kepler-1468 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.64 Earths, it takes 8.2 days to complete one orbit of its star, and is 0.0817 AU from its star. Its discovery was announced in 2016.",2014,4634,4271474,0.502,2.37
2121,4636,11497958,Kepler-296 f,0.029,1.18,1279,"Kepler-296 d is a Neptune-like exoplanet that orbits an M-type star. Its mass is 5.02 Earths, it takes 19.9 days to complete one orbit of its star, and is 0.118 AU from its star. Its discovery was announced in 2014.",2014,4636,11497958,0.029,1.18
2122,4649,9885417,Kepler-1446 b,0.119,0.78,590,"Kepler-1444 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.39 Earths, it takes 33.4 days to complete one orbit of its star, and is 0.2015 AU from its star. Its discovery was announced in 2016.",2016,4649,9885417,0.119,0.78
2123,4660,5965819,Kepler-1468 b,0.012,2.35,617,"Kepler-1466 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.02 Earths, it takes 31.2 days to complete one orbit of its star, and is 0.1942 AU from its star. Its discovery was announced in 2016.",2016,4660,5965819,0.012,2.35
2124,4674,8183288,Kepler-437 b,0.433,1.56,1608,"Kepler-436 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 7.9 Earths, it takes 64 days to complete one orbit of its star, and is 0.339 AU from its star. Its discovery was announced in 2015.",2015,4674,8183288,0.433,1.56
2125,4676,5965819,Kepler-1468 c,0.143,1.62,618,"Kepler-1467 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 10.9 Earths, it takes 47.1 days to complete one orbit of its star, and is 0.2388 AU from its star. Its discovery was announced in 2016.",2016,4676,5965819,0.143,1.62
2126,4692,8280511,Kepler-271 d,0.248,0.67,1209,"Kepler-271 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.04 Earths, it takes 10.4 days to complete one orbit of its star, and is 0.0881 AU from its star. Its discovery was announced in 2014.",2014,4692,8280511,0.248,0.67
2127,4696,12156174,Kepler-1447 b,0.626,4.01,591,"Kepler-1445 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.84 Earths, it takes 10.6 days to complete one orbit of its star, and is 0.0948 AU from its star. Its discovery was announced in 2016.",2016,4696,12156174,0.626,4.01
2128,4700,4736644,Kepler-1470 b,0.494,1.15,622,"Kepler-146 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 13.3 Earths, it takes 31.2 days to complete one orbit of its star, and is 0.2 AU from its star. Its discovery was announced in 2014.",2016,4700,4736644,0.494,1.15
2129,4714,12055539,Kepler-1448 b,0.026,1.67,592,"Kepler-1446 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.477 Earths, it takes 0.7 days to complete one orbit of its star, and is 0.0141 AU from its star. Its discovery was announced in 2016.",2016,4714,12055539,0.026,1.67
2130,4715,12056139,Kepler-1449 b,0.803,1.94,593,"Kepler-1447 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.75 Earths, it takes 56.7 days to complete one orbit of its star, and is 0.2836 AU from its star. Its discovery was announced in 2016.",2014,4715,12056139,0.803,1.94
2131,4726,4473613,Kepler-1623 b,0.374,1.2,820,"Kepler-1621 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 5.31 Earths, it takes 92.3 days to complete one orbit of its star, and is 0.4204 AU from its star. Its discovery was announced in 2016.",2016,4726,4473613,0.374,1.2
2132,4736,8826007,Kepler-1450 b,0.94,1.94,596,"Kepler-144 b is a super Earth exoplanet that orbits an F-type star. Its mass is 2.33 Earths, it takes 5.9 days to complete one orbit of its star, and is 0.066 AU from its star. Its discovery was announced in 2014.",2016,4736,8826007,0.94,1.94
2133,4763,5280587,Kepler-1451 b,0.261,2.24,597,"Kepler-144 c is a super Earth exoplanet that orbits an F-type star. Its mass is 2.39 Earths, it takes 10.1 days to complete one orbit of its star, and is 0.094 AU from its star. Its discovery was announced in 2014.",2016,4763,5280587,0.261,2.24
2134,4766,4138008,Kepler-442 b,0.248,1.3,1614,"Kepler-440 b is a super Earth exoplanet that orbits a K-type star. Its mass is 4.12 Earths, it takes 101.1 days to complete one orbit of its star, and is 0.242 AU from its star. Its discovery was announced in 2015.",2015,4766,4138008,0.248,1.3
2135,4784,3120904,Kepler-1452 b,0.403,3.19,598,"Kepler-1450 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.57 Earths, it takes 54.5 days to complete one orbit of its star, and is 0.2401 AU from its star. Its discovery was announced in 2016.",2016,4784,3120904,0.403,3.19
2136,4786,11757451,Kepler-443 b,0.772,2.32,1615,"Kepler-441 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.33 Earths, it takes 207.2 days to complete one orbit of its star, and is 0.64 AU from its star. Its discovery was announced in 2015.",2015,4786,11757451,0.772,2.32
2137,4788,8047428,Kepler-1621 b,0.273,2.22,818,"Kepler-161 c is a super Earth exoplanet that orbits a K-type star. Its mass is 11.8 Earths, it takes 7.1 days to complete one orbit of its star, and is 0.068 AU from its star. Its discovery was announced in 2014.",2016,4788,8047428,0.273,2.22
2138,4797,11189311,Kepler-1442 b,0.911,4.63,586,"Kepler-1440 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.13 Earths, it takes 39.9 days to complete one orbit of its star, and is 0.2274 AU from its star. Its discovery was announced in 2016.",2016,4797,11189311,0.911,4.63
2139,4804,10653179,Kepler-1453 b,0.028,2.58,599,"Kepler-1451 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 11.2 Earths, it takes 35.6 days to complete one orbit of its star, and is 0.2101 AU from its star. Its discovery was announced in 2016.",2016,4804,10653179,0.028,2.58
2140,4805,12066569,Kepler-1455 b,0.022,1.75,601,"Kepler-1453 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.61 Earths, it takes 47.2 days to complete one orbit of its star, and is 0.262 AU from its star. Its discovery was announced in 2016.",2016,4805,12066569,0.022,1.75
2141,4806,6497146,Kepler-438 b,0.139,0.97,1609,"Kepler-436 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6.04 Earths, it takes 16.8 days to complete one orbit of its star, and is 0.1158 AU from its star. Its discovery was announced in 2016.",2015,4806,6497146,0.139,0.97
2142,4824,8016691,Kepler-1456 b,0.945,1.41,602,"Kepler-1454 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.19 Earths, it takes 47 days to complete one orbit of its star, and is 0.2447 AU from its star. Its discovery was announced in 2016.",2016,4824,8016691,0.945,1.41
2143,4825,6584273,Kepler-1457 b,0.029,1.6,603,"Kepler-1455 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.31 Earths, it takes 49.3 days to complete one orbit of its star, and is 0.2149 AU from its star. Its discovery was announced in 2016.",2016,4825,6584273,0.029,1.6
2144,4826,5768816,Kepler-1458 b,0.873,3.35,604,"Kepler-1456 b is a super Earth exoplanet that orbits a K-type star. Its mass is 1.55 Earths, it takes 18.1 days to complete one orbit of its star, and is 0.1132 AU from its star. Its discovery was announced in 2016.",2016,4826,5768816,0.873,3.35
2145,4872,4939346,Kepler-328 b,0.026,2.39,1365,"Kepler-327 c is a super Earth exoplanet that orbits an M-type star. Its mass is 20.3 Earths, it takes 5.2 days to complete one orbit of its star, and is 0.047 AU from its star. Its discovery was announced in 2014.",2013,4872,4939346,0.026,2.39
2146,4876,11455428,Kepler-1480 b,0.956,3.94,634,"Kepler-147 b is a super Earth exoplanet that orbits an F-type star. Its mass is 2.96 Earths, it takes 12.6 days to complete one orbit of its star, and is 0.113 AU from its star. Its discovery was announced in 2014.",2016,4876,11455428,0.956,3.94
2147,4883,6265665,Kepler-1499 b,0.348,1.14,656,"Kepler-1497 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.39 Earths, it takes 8.7 days to complete one orbit of its star, and is 0.0817 AU from its star. Its discovery was announced in 2016.",2014,4883,6265665,0.348,1.14
2148,4885,4645174,Kepler-1500 b,0.896,2.18,661,"Kepler-149 d is a Neptune-like exoplanet that orbits a G-type star. Its mass is 14.9 Earths, it takes 160 days to complete one orbit of its star, and is 0.571 AU from its star. Its discovery was announced in 2014.",2016,4885,4645174,0.896,2.18
2149,4901,11657614,Kepler-1481 b,0.097,1.23,635,"Kepler-147 c is a Neptune-like exoplanet that orbits an F-type star. Its mass is 6.48 Earths, it takes 33.4 days to complete one orbit of its star, and is 0.216 AU from its star. Its discovery was announced in 2014.",2016,4901,11657614,0.097,1.23
2150,4906,6599975,Kepler-1501 b,0.031,1.08,662,"Kepler-14 b is a gas giant exoplanet that orbits an F-type star. Its mass is 8.4 Jupiters, it takes 6.8 days to complete one orbit of its star, and is 0.0771 AU from its star. Its discovery was announced in 2011.",2016,4906,6599975,0.031,1.08
2151,4909,4282191,Kepler-1502 b,0.671,2.19,663,"Kepler-1500 b is a super Earth exoplanet that orbits a G-type star. Its mass is 1.87 Earths, it takes 15 days to complete one orbit of its star, and is 0.1236 AU from its star. Its discovery was announced in 2016.",2016,4909,4282191,0.671,2.19
2152,4923,9967771,Kepler-990 c,0.334,1.67,2315,"Kepler-989 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.52 Earths, it takes 8 days to complete one orbit of its star, and is 0.0734 AU from its star. Its discovery was announced in 2016.",2016,4923,9967771,0.334,1.67
2153,4927,6705026,Kepler-1483 b,0.143,1.65,637,"Kepler-1481 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.04 Earths, it takes 5.9 days to complete one orbit of its star, and is 0.059 AU from its star. Its discovery was announced in 2016.",2016,4927,6705026,0.143,1.65
2154,4932,7288306,Kepler-1503 b,0.049,2.07,664,"Kepler-1501 b is a super Earth exoplanet that orbits an F-type star. Its mass is 3.05 Earths, it takes 14.6 days to complete one orbit of its star, and is 0.1228 AU from its star. Its discovery was announced in 2016.",2016,4932,7288306,0.049,2.07
2155,4937,11860395,Kepler-1504 b,0.859,4.47,665,"Kepler-1502 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 10.2 Earths, it takes 41.7 days to complete one orbit of its star, and is 0.2482 AU from its star. Its discovery was announced in 2016.",2016,4937,11860395,0.859,4.47
2156,4940,9529744,Kepler-320 c,0.976,2.8,1347,"Kepler-31 d is a gas giant exoplanet that orbits an F-type star. Its mass is 6.8 Jupiters, it takes 87.6 days to complete one orbit of its star, and is 0.4 AU from its star. Its discovery was announced in 2014.",2014,4940,9529744,0.976,2.8
2157,4952,2995392,Kepler-1484 b,0.929,2.6,638,"Kepler-1482 b is a super Earth exoplanet that orbits a G-type star. Its mass is 1.01 Earths, it takes 12.3 days to complete one orbit of its star, and is 0.1016 AU from its star. Its discovery was announced in 2016.",2016,4952,2995392,0.929,2.6
2158,4978,6975129,Kepler-312 b,0.006,1.02,1326,"Kepler-311 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.53 Earths, it takes 9.2 days to complete one orbit of its star, and is 0.087 AU from its star. Its discovery was announced in 2014.",2014,4978,6975129,0.006,1.02
2159,4979,8644365,Kepler-1485 b,0.748,1.41,639,"Kepler-1483 b is a super Earth exoplanet that orbits an F-type star. Its mass is 2.92 Earths, it takes 9.5 days to complete one orbit of its star, and is 0.0958 AU from its star. Its discovery was announced in 2016.",2016,4979,8644365,0.748,1.41
2160,4987,6364582,Kepler-1505 b,0.852,1.08,666,"Kepler-1503 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.77 Earths, it takes 96.2 days to complete one orbit of its star, and is 0.3771 AU from its star. Its discovery was announced in 2016.",2016,4987,6364582,0.852,1.08
2161,4991,9529744,Kepler-320 b,0.983,2.39,1346,"Kepler-31 c is a gas giant exoplanet that orbits an F-type star. Its mass is 4.7 Jupiters, it takes 42.6 days to complete one orbit of its star, and is 0.26 AU from its star. Its discovery was announced in 2011.",2014,4991,9529744,0.983,2.39
2162,5000,10328393,Kepler-332 c,0.088,1.04,1380,"Kepler-331 d is a super Earth exoplanet that orbits a K-type star. Its mass is 3.33 Earths, it takes 32.1 days to complete one orbit of its star, and is 0.159 AU from its star. Its discovery was announced in 2014.",2014,5000,10328393,0.088,1.04
2163,5008,6118370,Kepler-1506 b,0.044,1.45,667,"Kepler-1504 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.18 Earths, it takes 82.3 days to complete one orbit of its star, and is 0.3704 AU from its star. Its discovery was announced in 2016.",2016,5008,6118370,0.044,1.45
2164,5024,11521793,Kepler-143 b,0.975,2.99,582,"Kepler-1438 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.779 Earths, it takes 2.3 days to complete one orbit of its star, and is 0.0346 AU from its star. Its discovery was announced in 2016.",2014,5024,11521793,0.975,2.99
2165,5025,9085563,Kepler-1486 b,0.018,2.64,640,"Kepler-1484 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.1 Earths, it takes 30.5 days to complete one orbit of its star, and is 0.1939 AU from its star. Its discovery was announced in 2016.",2016,5025,9085563,0.018,2.64
2166,5026,11337372,Kepler-920 c,0.676,4.35,2230,"Kepler-919 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 5.69 Earths, it takes 11 days to complete one orbit of its star, and is 0.0981 AU from its star. Its discovery was announced in 2016.",2016,5026,11337372,0.676,4.35
2167,5034,9763612,Kepler-1507 b,0.135,0.81,668,"Kepler-1505 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.749 Earths, it takes 30.9 days to complete one orbit of its star, and is 0.1862 AU from its star. Its discovery was announced in 2016.",2016,5034,9763612,0.135,0.81
2168,5051,3561464,Kepler-1487 b,0.112,5.05,641,"Kepler-1485 b is a super Earth exoplanet that orbits an F-type star. Its mass is 2.76 Earths, it takes 19.9 days to complete one orbit of its star, and is 0.1467 AU from its star. Its discovery was announced in 2016.",2016,5051,3561464,0.112,5.05
2169,5057,5213404,Kepler-1508 b,0.922,3.22,669,"Kepler-1506 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.3 Earths, it takes 14 days to complete one orbit of its star, and is 0.1168 AU from its star. Its discovery was announced in 2016.",2016,5057,5213404,0.922,3.22
2170,5060,11551692,Kepler-411 d,0.951,3.46,1573,"Kepler-411 b is a super Earth exoplanet that orbits a K-type star. Its mass is 25.6 Earths, it takes 3 days to complete one orbit of its star, and is 0.0375 AU from its star. Its discovery was announced in 2013.",2014,5060,11551692,0.951,3.46
2171,5080,11754430,Kepler-1488 b,0.6,2.23,642,"Kepler-1486 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 5.99 Earths, it takes 54.6 days to complete one orbit of its star, and is 0.2846 AU from its star. Its discovery was announced in 2016.",2016,5080,11754430,0.6,2.23
2172,5081,9995771,Kepler-1509 b,0.232,2.0,670,"Kepler-1507 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.52 Earths, it takes 16.1 days to complete one orbit of its star, and is 0.1234 AU from its star. Its discovery was announced in 2016.",2014,5081,9995771,0.232,2.0
2173,5087,3326377,Kepler-967 c,0.026,3.56,2286,"Kepler-965 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 11.4 Earths, it takes 134.3 days to complete one orbit of its star, and is 0.512 AU from its star. Its discovery was announced in 2016.",2016,5087,3326377,0.026,3.56
2174,5097,6021275,Kepler-132 e,0.675,1.41,440,"Kepler-132 c is a super Earth exoplanet that orbits an F-type star. Its mass is 2.18 Earths, it takes 6.4 days to complete one orbit of its star, and is 0.068 AU from its star. Its discovery was announced in 2014.",2016,5097,6021275,0.675,1.41
2175,5101,8409295,Kepler-1489 b,0.195,1.82,643,"Kepler-1487 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 5.18 Earths, it takes 7.3 days to complete one orbit of its star, and is 0.0898 AU from its star. Its discovery was announced in 2016.",2014,5101,8409295,0.195,1.82
2176,5102,7131760,Kepler-1490 b,0.943,2.89,647,"Kepler-148 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 12.6 Earths, it takes 4.2 days to complete one orbit of its star, and is 0.05 AU from its star. Its discovery was announced in 2014.",2016,5102,7131760,0.943,2.89
2177,5124,9285265,Kepler-1491 b,0.167,2.09,648,"Kepler-148 d is a gas giant exoplanet that orbits a K-type star. Its mass is 0.177 Jupiters, it takes 51.8 days to complete one orbit of its star, and is 0.2607 AU from its star. Its discovery was announced in 2016.",2016,5124,9285265,0.167,2.09
2178,5126,5780930,Kepler-1492 b,0.763,3.65,649,"Kepler-1490 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 9.48 Earths, it takes 92.4 days to complete one orbit of its star, and is 0.3729 AU from its star. Its discovery was announced in 2016.",2016,5126,5780930,0.763,3.65
2179,5134,10881457,Kepler-1510 b,0.01,4.17,675,"Kepler-150 d is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.2 Earths, it takes 12.6 days to complete one orbit of its star, and is 0.104 AU from its star. Its discovery was announced in 2014.",2016,5134,10881457,0.01,4.17
2180,5150,3433668,Kepler-1493 b,0.96,1.77,650,"Kepler-1491 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.89 Earths, it takes 16.6 days to complete one orbit of its star, and is 0.127 AU from its star. Its discovery was announced in 2016.",2016,5150,3433668,0.96,1.77
2181,5152,7503885,Kepler-1494 b,0.901,3.26,651,"Kepler-1492 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.83 Earths, it takes 16.8 days to complete one orbit of its star, and is 0.1262 AU from its star. Its discovery was announced in 2016.",2016,5152,7503885,0.901,3.26
2182,5153,3629330,Kepler-1495 b,0.965,3.85,652,"Kepler-1493 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.57 Earths, it takes 15 days to complete one orbit of its star, and is 0.1197 AU from its star. Its discovery was announced in 2016.",2016,5153,3629330,0.965,3.85
