,Unnamed: 0_x,kepid_x,name,koi_impact_x,koi_prad_x,Unnamed: 0_y,description,discovery date,Unnamed: 0,kepid_y,koi_impact_y,koi_prad_y
453,832,8806072,Kepler-802 b,0.819,3.43,2079,,2016,832,8806072,0.819,3.43
454,833,4455231,Kepler-288 b,0.012,2.22,1252,"Kepler-287 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.04 Earths, it takes 20.3 days to complete one orbit of its star, and is 0.145 AU from its star. Its discovery was announced in 2014.",2014,833,4455231,0.012,2.22
455,834,4455231,Kepler-288 d,0.298,3.68,1254,"Kepler-288 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.43 Earths, it takes 6.1 days to complete one orbit of its star, and is 0.065 AU from its star. Its discovery was announced in 2014.",2014,834,4455231,0.298,3.68
456,837,8972058,Kepler-115 c,0.77,2.78,215,"Kepler-1159 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 6.21 Earths, it takes 22.7 days to complete one orbit of its star, and is 0.1603 AU from its star. Its discovery was announced in 2016.",2014,837,8972058,0.77,2.78
457,847,7832356,Kepler-855 b,0.048,8.99,2154,"Kepler-852 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 6.99 Earths, it takes 44.9 days to complete one orbit of its star, and is 0.2654 AU from its star. Its discovery was announced in 2016.",2016,847,7832356,0.048,8.99
458,848,9643874,Kepler-856 b,0.495,8.43,2155,"Kepler-853 b is a super Earth exoplanet that orbits an F-type star. Its mass is 3.5 Earths, it takes 7.2 days to complete one orbit of its star, and is 0.0779 AU from its star. Its discovery was announced in 2016.",2016,848,9643874,0.495,8.43
459,849,8800954,Kepler-421 b,0.8495,4.53,1586,"Kepler-419 b is a gas giant exoplanet that orbits an F-type star. Its mass is 2.5 Jupiters, it takes 69.8 days to complete one orbit of its star, and is 0.37 AU from its star. Its discovery was announced in 2014.",2014,849,8800954,0.8495,4.53
460,850,8583696,Kepler-803 b,0.018,3.88,2080,"Kepler-800 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.5 Earths, it takes 14.1 days to complete one orbit of its star, and is 0.1106 AU from its star. Its discovery was announced in 2016.",2016,850,8583696,0.018,3.88
461,854,4155328,Kepler-820 b,0.416,9.46,2106,"Kepler-81 b is a super Earth exoplanet that orbits a K-type star. Its mass is 17.2 Earths, it takes 6 days to complete one orbit of its star, and is 0.0522 AU from its star. Its discovery was announced in 2012.",2016,854,4155328,0.416,9.46
462,855,4077526,Kepler-58 b,0.416,2.33,1807,"Kepler-588 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.41 Earths, it takes 4.2 days to complete one orbit of its star, and is 0.052 AU from its star. Its discovery was announced in 2016.",2012,855,4077526,0.416,2.33
463,856,4077526,Kepler-58 c,0.946,2.94,1808,"Kepler-589 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.77 Earths, it takes 16.5 days to complete one orbit of its star, and is 0.1196 AU from its star. Its discovery was announced in 2016.",2014,856,4077526,0.946,2.94
464,857,4077526,Kepler-58 d,0.868,2.92,1809,"Kepler-58 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 35.5 Earths, it takes 10.2 days to complete one orbit of its star, and is 0.0927 AU from its star. Its discovery was announced in 2012.",2016,857,4077526,0.868,2.92
465,861,2441495,Kepler-479 b,0.594,2.2,1659,"Kepler-477 b is a super Earth exoplanet that orbits a K-type star. Its mass is 4.94 Earths, it takes 11.1 days to complete one orbit of its star, and is 0.0911 AU from its star. Its discovery was announced in 2016.",2016,861,2441495,0.594,2.2
466,862,9455556,Kepler-294 c,0.111,2.54,1271,"Kepler-293 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 14 Earths, it takes 54.2 days to complete one orbit of its star, and is 0.286 AU from its star. Its discovery was announced in 2014.",2014,862,9455556,0.111,2.54
467,863,9455556,Kepler-294 b,0.178,1.62,1270,"Kepler-293 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 9.64 Earths, it takes 19.3 days to complete one orbit of its star, and is 0.144 AU from its star. Its discovery was announced in 2014.",2014,863,9455556,0.178,1.62
468,865,3732821,Kepler-790 b,0.941,2.71,2062,"Kepler-787 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.18 Earths, it takes 0.9 days to complete one orbit of its star, and is 0.0159 AU from its star. Its discovery was announced in 2016.",2016,865,3732821,0.941,2.71
469,868,3962357,Kepler-791 b,0.955,3.45,2063,"Kepler-788 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 7.04 Earths, it takes 8.4 days to complete one orbit of its star, and is 0.0835 AU from its star. Its discovery was announced in 2016.",2016,868,3962357,0.955,3.45
470,870,8394721,Kepler-79 e,0.584,3.01,2075,"Kepler-79 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 10.9 Earths, it takes 13.5 days to complete one orbit of its star, and is 0.117 AU from its star. Its discovery was announced in 2012.",2009,870,8394721,0.584,3.01
471,871,8609450,Kepler-282 d,0.007,2.16,1238,"Kepler-282 b is a super Earth exoplanet that orbits a G-type star. Its mass is 1.01 Earths, it takes 9.2 days to complete one orbit of its star, and is 0.082 AU from its star. Its discovery was announced in 2014.",2013,871,8609450,0.007,2.16
472,872,6541920,Kepler-11 c,0.004,2.88,265,"Kepler-119 c is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.721 Earths, it takes 4.1 days to complete one orbit of its star, and is 0.049 AU from its star. Its discovery was announced in 2014.",2010,872,6541920,0.004,2.88
473,873,8609450,Kepler-282 e,0.273,2.45,1239,"Kepler-282 c is a super Earth exoplanet that orbits a G-type star. Its mass is 1.87 Earths, it takes 13.6 days to complete one orbit of its star, and is 0.106 AU from its star. Its discovery was announced in 2014.",2014,873,8609450,0.273,2.45
474,874,8609450,Kepler-282 b,0.037,1.02,1236,"Kepler-281 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.35 Earths, it takes 14.6 days to complete one orbit of its star, and is 0.117 AU from its star. Its discovery was announced in 2014.",2014,874,8609450,0.037,1.02
475,875,8609450,Kepler-282 c,0.105,1.1,1237,"Kepler-281 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 24.4 Earths, it takes 36.3 days to complete one orbit of its star, and is 0.215 AU from its star. Its discovery was announced in 2014.",2013,875,8609450,0.105,1.1
476,876,4243911,Kepler-821 b,0.036,1.28,2107,"Kepler-81 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 4.3 Earths, it takes 12 days to complete one orbit of its star, and is 0.08347 AU from its star. Its discovery was announced in 2012.",2016,876,4243911,0.036,1.28
477,877,4466677,Kepler-822 b,0.33,1.47,2108,"Kepler-81 d is a super Earth exoplanet that orbits a K-type star. Its mass is 1.92 Earths, it takes 20.8 days to complete one orbit of its star, and is 0.128 AU from its star. Its discovery was announced in 2014.",2016,877,4466677,0.33,1.47
478,880,4135665,Kepler-823 b,0.709,2.28,2109,"Kepler-820 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 30.8 Earths, it takes 127.8 days to complete one orbit of its star, and is 0.5829 AU from its star. Its discovery was announced in 2016.",2016,880,4135665,0.709,2.28
479,885,9034103,Kepler-832 b,0.027,2.24,2123,"Kepler-82 e is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.66 Earths, it takes 5.9 days to complete one orbit of its star, and is 0.063 AU from its star. Its discovery was announced in 2014.",2016,885,9034103,0.027,2.24
480,886,9214942,Kepler-833 b,0.034,1.67,2124,"Kepler-830 b is a super Earth exoplanet that orbits an F-type star. Its mass is 3.53 Earths, it takes 11.3 days to complete one orbit of its star, and is 0.1033 AU from its star. Its discovery was announced in 2016.",2016,886,9214942,0.034,1.67
481,888,3749134,Kepler-792 b,0.117,1.85,2064,"Kepler-789 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.14 Earths, it takes 8.6 days to complete one orbit of its star, and is 0.0951 AU from its star. Its discovery was announced in 2016.",2016,888,3749134,0.117,1.85
482,890,3660924,Kepler-793 b,0.257,1.44,2065,"Kepler-790 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.39 Earths, it takes 13.7 days to complete one orbit of its star, and is 0.101 AU from its star. Its discovery was announced in 2016.",2016,890,3660924,0.257,1.44
483,891,3939150,Kepler-277 b,0.764,3.14,1223,"Kepler-276 c is a super Earth exoplanet that orbits a G-type star. Its mass is 16.6 Earths, it takes 31.9 days to complete one orbit of its star, and is 0.1994 AU from its star. Its discovery was announced in 2013.",2013,891,3939150,0.764,3.14
484,892,8628758,Kepler-804 b,0.035,1.94,2081,"Kepler-801 b is a super Earth exoplanet that orbits a K-type star. Its mass is 4.66 Earths, it takes 11.4 days to complete one orbit of its star, and is 0.0795 AU from its star. Its discovery was announced in 2016.",2016,892,8628758,0.035,1.94
485,893,8628758,Kepler-804 c,0.122,1.08,2082,"Kepler-802 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 12.3 Earths, it takes 40.1 days to complete one orbit of its star, and is 0.2265 AU from its star. Its discovery was announced in 2016.",2016,893,8628758,0.122,1.08
486,896,8822366,Kepler-805 b,0.907,3.01,2083,"Kepler-803 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 13.8 Earths, it takes 50.3 days to complete one orbit of its star, and is 0.2678 AU from its star. Its discovery was announced in 2016.",2016,896,8822366,0.907,3.01
487,897,8972058,Kepler-115 b,0.918,1.24,214,"Kepler-1158 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 6.08 Earths, it takes 13.5 days to complete one orbit of its star, and is 0.1246 AU from its star. Its discovery was announced in 2016.",2014,897,8972058,0.918,1.24
488,899,4650674,Kepler-824 b,0.118,1.84,2110,"Kepler-821 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.27 Earths, it takes 1.9 days to complete one orbit of its star, and is 0.029 AU from its star. Its discovery was announced in 2016.",2016,899,4650674,0.118,1.84
489,900,4275721,Kepler-825 b,0.0,1.29,2111,"Kepler-822 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.78 Earths, it takes 3.2 days to complete one orbit of its star, and is 0.0412 AU from its star. Its discovery was announced in 2016.",2016,900,4275721,0.0,1.29
490,901,4275721,Kepler-825 c,0.655,1.77,2112,"Kepler-823 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.09 Earths, it takes 4.2 days to complete one orbit of its star, and is 0.0507 AU from its star. Its discovery was announced in 2016.",2016,901,4275721,0.655,1.77
491,902,8874090,Kepler-834 b,0.073,1.26,2125,"Kepler-831 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.15 Earths, it takes 5.6 days to complete one orbit of its star, and is 0.0603 AU from its star. Its discovery was announced in 2016.",2016,902,8874090,0.073,1.26
492,903,11666881,Kepler-480 b,0.243,2.86,1660,"Kepler-478 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 7.8 Earths, it takes 13.2 days to complete one orbit of its star, and is 0.1032 AU from its star. Its discovery was announced in 2016.",2016,903,11666881,0.243,2.86
493,904,9264949,Kepler-835 b,0.947,3.32,2126,"Kepler-832 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.9 Earths, it takes 7.1 days to complete one orbit of its star, and is 0.075 AU from its star. Its discovery was announced in 2016.",2016,904,9264949,0.947,3.32
494,905,9271752,Kepler-836 b,0.734,2.6,2127,"Kepler-833 b is a super Earth exoplanet that orbits a K-type star. Its mass is 4.74 Earths, it takes 18.8 days to complete one orbit of its star, and is 0.1139 AU from its star. Its discovery was announced in 2016.",2016,905,9271752,0.734,2.6
495,908,3939150,Kepler-277 c,0.39,3.13,1224,"Kepler-276 d is a super Earth exoplanet that orbits a G-type star. Its mass is 16.3 Earths, it takes 48.6 days to complete one orbit of its star, and is 0.2642 AU from its star. Its discovery was announced in 2013.",2014,908,3939150,0.39,3.13
496,909,3839488,Kepler-794 b,0.01,2.06,2066,"Kepler-791 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 9.53 Earths, it takes 14.6 days to complete one orbit of its star, and is 0.1256 AU from its star. Its discovery was announced in 2016.",2016,909,3839488,0.01,2.06
497,911,3442055,Kepler-795 b,0.046,1.74,2067,"Kepler-792 b is a super Earth exoplanet that orbits an F-type star. Its mass is 4.5 Earths, it takes 11.3 days to complete one orbit of its star, and is 0.0988 AU from its star. Its discovery was announced in 2016.",2016,911,3442055,0.046,1.74
498,913,12252424,Kepler-113 c,0.74,2.36,188,"Kepler-1139 b is a super Earth exoplanet that orbits a G-type star. Its mass is 1.81 Earths, it takes 0.8 days to complete one orbit of its star, and is 0.0165 AU from its star. Its discovery was announced in 2016.",2014,913,12252424,0.74,2.36
499,914,8700771,Kepler-806 b,0.951,1.44,2084,"Kepler-804 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.42 Earths, it takes 14.4 days to complete one orbit of its star, and is 0.1137 AU from its star. Its discovery was announced in 2016.",2016,914,8700771,0.951,1.44
500,916,6541920,Kepler-11 d,0.023,3.2,266,,2010,916,6541920,0.023,3.2
501,921,4136466,Kepler-826 b,0.532,1.37,2113,"Kepler-824 b is a super Earth exoplanet that orbits an F-type star. Its mass is 4.16 Earths, it takes 4.5 days to complete one orbit of its star, and is 0.055 AU from its star. Its discovery was announced in 2016.",2016,921,4136466,0.532,1.37
502,926,9391208,Kepler-837 b,0.96,2.94,2128,"Kepler-834 b is a super Earth exoplanet that orbits a K-type star. Its mass is 4.74 Earths, it takes 13.3 days to complete one orbit of its star, and is 0.0862 AU from its star. Its discovery was announced in 2016.",2016,926,9391208,0.96,2.94
503,927,9391506,Kepler-838 b,0.637,2.77,2129,"Kepler-835 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.2 Earths, it takes 11.4 days to complete one orbit of its star, and is 0.107 AU from its star. Its discovery was announced in 2016.",2016,927,9391506,0.637,2.77
504,928,8950853,Kepler-839 b,0.845,3.04,2130,"Kepler-836 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.9 Earths, it takes 11.4 days to complete one orbit of its star, and is 0.1013 AU from its star. Its discovery was announced in 2016.",2012,928,8950853,0.845,3.04
505,929,9006449,Kepler-295 b,0.931,1.55,1272,"Kepler-294 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.78 Earths, it takes 3.7 days to complete one orbit of its star, and is 0.048 AU from its star. Its discovery was announced in 2014.",2014,929,9006449,0.931,1.55
506,930,9006449,Kepler-295 c,0.804,1.36,1273,"Kepler-294 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.8 Earths, it takes 6.6 days to complete one orbit of its star, and is 0.071 AU from its star. Its discovery was announced in 2014.",2014,930,9006449,0.804,1.36
507,931,9006449,Kepler-295 d,0.961,1.74,1274,"Kepler-295 b is a super Earth exoplanet that orbits a G-type star. Its mass is 1.98 Earths, it takes 12.6 days to complete one orbit of its star, and is 0.099 AU from its star. Its discovery was announced in 2014.",2014,931,9006449,0.961,1.74
508,932,4043190,Kepler-796 b,0.861,1.91,2068,"Kepler-793 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.45 Earths, it takes 4.2 days to complete one orbit of its star, and is 0.0491 AU from its star. Its discovery was announced in 2016.",2016,932,4043190,0.861,1.91
509,933,3640905,Kepler-278 b,0.802,4.54,1225,"Kepler-277 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.275 Jupiters, it takes 17.3 days to complete one orbit of its star, and is 0.1385 AU from its star. Its discovery was announced in 2013.",2014,933,3640905,0.802,4.54
510,934,3640905,Kepler-278 c,0.498,3.66,1226,"Kepler-277 c is a gas giant exoplanet that orbits a G-type star. Its mass is 0.202 Jupiters, it takes 33 days to complete one orbit of its star, and is 0.2129 AU from its star. Its discovery was announced in 2013.",2014,934,3640905,0.498,3.66
511,938,10790387,Kepler-807 b,0.615,10.36,2085,"Kepler-804 c is a super Earth exoplanet that orbits a G-type star. Its mass is 1.55 Earths, it takes 9.7 days to complete one orbit of its star, and is 0.0872 AU from its star. Its discovery was announced in 2016.",2016,938,10790387,0.615,10.36
512,948,7303287,Kepler-289 c,0.101,12.37,1256,"Kepler-288 d is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.61 Earths, it takes 56.6 days to complete one orbit of its star, and is 0.287 AU from its star. Its discovery was announced in 2014.",2011,948,7303287,0.101,12.37
513,949,7303287,Kepler-289 b,0.87,2.67,1255,"Kepler-288 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.5 Earths, it takes 19.3 days to complete one orbit of its star, and is 0.14 AU from its star. Its discovery was announced in 2014.",2014,949,7303287,0.87,2.67
514,950,11512246,Kepler-23 c,0.034,3.06,1116,"Kepler-239 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6.85 Earths, it takes 56.2 days to complete one orbit of its star, and is 0.268 AU from its star. Its discovery was announced in 2014.",2014,950,11512246,0.034,3.06
515,953,11517719,Kepler-840 b,0.133,15.75,2134,"Kepler-83 b is a gas giant exoplanet that orbits a K-type star. Its mass is 0.132 Jupiters, it takes 9.8 days to complete one orbit of its star, and is 0.07295 AU from its star. Its discovery was announced in 2012.",2016,953,11517719,0.133,15.75
516,960,12252424,Kepler-113 b,0.672,2.0,187,"Kepler-1138 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.53 Earths, it takes 3.2 days to complete one orbit of its star, and is 0.0415 AU from its star. Its discovery was announced in 2016.",2014,960,12252424,0.672,2.0
517,964,10874614,Kepler-6 b,0.079,13.06,1952,"Kepler-699 b is a gas giant exoplanet that orbits a G-type star. Its mass is Unknown, it takes 27.8 days to complete one orbit of its star, and is 0.1711 AU from its star. Its discovery was announced in 2016.",2016,964,10874614,0.079,13.06
518,965,6541920,Kepler-11 e,0.69,4.12,267,"Kepler-11 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 2.9 Earths, it takes 13 days to complete one orbit of its star, and is 0.107 AU from its star. Its discovery was announced in 2010.",2010,965,6541920,0.69,4.12
519,969,7211141,Kepler-827 b,0.398,8.49,2114,"Kepler-825 b is a super Earth exoplanet that orbits an F-type star. Its mass is 2.96 Earths, it takes 3.8 days to complete one orbit of its star, and is 0.0453 AU from its star. Its discovery was announced in 2016.",2016,969,7211141,0.398,8.49
520,973,5084942,Kepler-475 b,0.799,2.68,1655,"Kepler-473 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 15.6 Earths, it takes 14.6 days to complete one orbit of its star, and is 0.1186 AU from its star. Its discovery was announced in 2016.",2016,973,5084942,0.799,2.68
521,977,11497958,Kepler-296 c,0.026,1.38,1276,"Kepler-295 d is a super Earth exoplanet that orbits a G-type star. Its mass is 2.42 Earths, it takes 33.9 days to complete one orbit of its star, and is 0.192 AU from its star. Its discovery was announced in 2014.",2014,977,11497958,0.026,1.38
522,978,11497958,Kepler-296 d,0.217,1.52,1277,"Kepler-296 b is a super Earth exoplanet that orbits an M-type star. Its mass is 3.22 Earths, it takes 10.9 days to complete one orbit of its star, and is 0.079 AU from its star. Its discovery was announced in 2014.",2014,978,11497958,0.217,1.52
523,979,11512246,Kepler-23 d,0.153,2.17,1117,"Kepler-23 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 0.8 Jupiters, it takes 7.1 days to complete one orbit of its star, and is 0.075 AU from its star. Its discovery was announced in 2011.",2014,979,11512246,0.153,2.17
524,986,10604335,Kepler-283 b,0.025,2.15,1240,"Kepler-282 d is a super Earth exoplanet that orbits a G-type star. Its mass is 0.192 Jupiters, it takes 24.8 days to complete one orbit of its star, and is 0.154 AU from its star. Its discovery was announced in 2013.",2014,986,10604335,0.025,2.15
525,987,10604335,Kepler-283 c,0.019,1.87,1241,"Kepler-282 e is a gas giant exoplanet that orbits a G-type star. Its mass is 0.177 Jupiters, it takes 44.3 days to complete one orbit of its star, and is 0.2269 AU from its star. Its discovery was announced in 2013.",2014,987,10604335,0.019,1.87
526,988,10864656,Kepler-432 b,0.11,12.41,1602,"Kepler-431 c is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.229 Earths, it takes 8.7 days to complete one orbit of its star, and is 0.0847 AU from its star. Its discovery was announced in 2015.",2015,988,10864656,0.11,12.41
527,989,10975146,Kepler-808 b,0.726,1.2,2086,"Kepler-805 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 8.7 Earths, it takes 30.9 days to complete one orbit of its star, and is 0.1978 AU from its star. Its discovery was announced in 2016.",2016,989,10975146,0.726,1.2
528,990,10538176,Kepler-284 b,0.663,2.62,1242,"Kepler-283 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.18 Earths, it takes 11 days to complete one orbit of its star, and is 0.082 AU from its star. Its discovery was announced in 2014.",2014,990,10538176,0.663,2.62
529,996,11497958,Kepler-296 b,0.763,1.14,1275,"Kepler-295 c is a super Earth exoplanet that orbits a G-type star. Its mass is 1.71 Earths, it takes 21.5 days to complete one orbit of its star, and is 0.142 AU from its star. Its discovery was announced in 2014.",2014,996,11497958,0.763,1.14
530,997,11177707,Kepler-841 b,0.017,10.3,2135,"Kepler-83 c is a super Earth exoplanet that orbits a K-type star. Its mass is 11.4 Earths, it takes 20.1 days to complete one orbit of its star, and is 0.11796 AU from its star. Its discovery was announced in 2012.",2016,997,11177707,0.017,10.3
531,998,11611600,Kepler-842 b,0.067,1.51,2136,"Kepler-83 d is a super Earth exoplanet that orbits a K-type star. Its mass is 24.6 Earths, it takes 5.2 days to complete one orbit of its star, and is 0.051 AU from its star. Its discovery was announced in 2014.",2016,998,11611600,0.067,1.51
532,999,11254382,Kepler-843 b,0.282,2.74,2137,"Kepler-840 b is a gas giant exoplanet that orbits a G-type star. Its mass is 135 Jupiters, it takes 2.5 days to complete one orbit of its star, and is 0.0355 AU from its star. Its discovery was announced in 2016.",2016,999,11254382,0.282,2.74
533,1000,11122894,Kepler-297 b,0.028,2.81,1280,"Kepler-296 e is a super Earth exoplanet that orbits an M-type star. Its mass is 2.96 Earths, it takes 34.1 days to complete one orbit of its star, and is 0.169 AU from its star. Its discovery was announced in 2014.",2014,1000,11122894,0.028,2.81
534,1001,6677841,Kepler-279 c,0.878,5.47,1228,"Kepler-278 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 12.6 Earths, it takes 51.1 days to complete one orbit of its star, and is 0.294 AU from its star. Its discovery was announced in 2014.",2013,1001,6677841,0.878,5.47
535,1002,6677841,Kepler-279 b,0.847,3.82,1227,"Kepler-278 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 15.6 Earths, it takes 30.2 days to complete one orbit of its star, and is 0.207 AU from its star. Its discovery was announced in 2014.",2013,1002,6677841,0.847,3.82
536,1003,6677841,Kepler-279 d,0.9414,3.2,1229,"Kepler-279 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 12.8 Earths, it takes 12.3 days to complete one orbit of its star, and is 0.112 AU from its star. Its discovery was announced in 2014.",2011,1003,6677841,0.9414,3.2
537,1006,6383821,Kepler-797 b,0.015,2.18,2069,"Kepler-794 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.1 Earths, it takes 11.1 days to complete one orbit of its star, and is 0.1036 AU from its star. Its discovery was announced in 2016.",2016,1006,6383821,0.015,2.18
538,1007,10538176,Kepler-284 c,0.366,2.68,1243,"Kepler-283 c is a super Earth exoplanet that orbits a K-type star. Its mass is 3.97 Earths, it takes 92.7 days to complete one orbit of its star, and is 0.341 AU from its star. Its discovery was announced in 2014.",2014,1007,10538176,0.366,2.68
539,1008,10724369,Kepler-809 b,0.811,3.13,2087,"Kepler-806 b is a super Earth exoplanet that orbits a G-type star. Its mass is 1.55 Earths, it takes 8.1 days to complete one orbit of its star, and is 0.0764 AU from its star. Its discovery was announced in 2016.",2012,1008,10724369,0.811,3.13
540,1009,6541920,Kepler-11 f,0.217,2.52,268,"Kepler-11 d is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.3 Earths, it takes 22.7 days to complete one orbit of its star, and is 0.155 AU from its star. Its discovery was announced in 2010.",2010,1009,6541920,0.217,2.52
541,1011,10744335,Kepler-810 b,0.033,1.69,2093,"Kepler-80 d is a super Earth exoplanet that orbits a K-type star. Its mass is 6.75 Earths, it takes 3.1 days to complete one orbit of its star, and is 0.0372 AU from its star. Its discovery was announced in 2014.",2016,1011,10744335,0.033,1.69
542,1013,5177104,Kepler-904 b,0.349,1.31,2212,"Kepler-902 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.99 Earths, it takes 40.1 days to complete one orbit of its star, and is 0.223 AU from its star. Its discovery was announced in 2016.",2016,1013,5177104,0.349,1.31
543,1017,8230616,Kepler-316 b,0.461,1.22,1334,"Kepler-315 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 13.7 Earths, it takes 96.1 days to complete one orbit of its star, and is 0.402 AU from its star. Its discovery was announced in 2014.",2014,1017,8230616,0.461,1.22
544,1019,9838949,Kepler-935 b,0.227,1.55,2248,"Kepler-932 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.45 Earths, it takes 1.9 days to complete one orbit of its star, and is 0.0279 AU from its star. Its discovery was announced in 2016.",2016,1019,9838949,0.227,1.55
545,1020,9895006,Kepler-936 b,0.963,2.43,2249,"Kepler-933 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.62 Earths, it takes 14.2 days to complete one orbit of its star, and is 0.1041 AU from its star. Its discovery was announced in 2016.",2016,1020,9895006,0.963,2.43
546,1021,9896558,Kepler-937 b,0.354,3.39,2250,"Kepler-934 b is a super Earth exoplanet that orbits a K-type star. Its mass is 5.02 Earths, it takes 55.7 days to complete one orbit of its star, and is 0.2658 AU from its star. Its discovery was announced in 2016.",2016,1021,9896558,0.354,3.39
547,1022,9589323,Kepler-861 b,0.049,2.32,2164,"Kepler-85 d is a super Earth exoplanet that orbits a G-type star. Its mass is 1.87 Earths, it takes 17.9 days to complete one orbit of its star, and is 0.13 AU from its star. Its discovery was announced in 2014.",2016,1022,9589323,0.049,2.32
548,1025,9726659,Kepler-862 b,0.652,2.15,2165,"Kepler-85 e is a super Earth exoplanet that orbits a G-type star. Its mass is 0.6 Earths, it takes 25.2 days to complete one orbit of its star, and is 0.163 AU from its star. Its discovery was announced in 2014.",2016,1025,9726659,0.652,2.15
549,1027,5371776,Kepler-304 b,0.267,2.81,1300,"Kepler-303 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.64 Earths, it takes 1.9 days to complete one orbit of its star, and is 0.024 AU from its star. Its discovery was announced in 2014.",2014,1027,5371776,0.267,2.81
550,1028,5371776,Kepler-304 d,0.149,2.41,1302,"Kepler-304 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 8.55 Earths, it takes 3.3 days to complete one orbit of its star, and is 0.039 AU from its star. Its discovery was announced in 2014.",2016,1028,5371776,0.149,2.41
551,1029,5371776,Kepler-304 c,0.718,2.33,1301,"Kepler-303 c is a super Earth exoplanet that orbits a K-type star. Its mass is 1.55 Earths, it takes 7.1 days to complete one orbit of its star, and is 0.057 AU from its star. Its discovery was announced in 2014.",2014,1029,5371776,0.718,2.33
552,1030,9573539,Kepler-484 b,0.075,2.19,1664,"Kepler-482 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6.17 Earths, it takes 56.4 days to complete one orbit of its star, and is 0.2537 AU from its star. Its discovery was announced in 2016.",2016,1030,9573539,0.075,2.19
553,1031,5371776,Kepler-304 e,0.331,1.09,1303,"Kepler-304 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.35 Earths, it takes 5.3 days to complete one orbit of its star, and is 0.054 AU from its star. Its discovery was announced in 2014.",2013,1031,5371776,0.331,1.09
554,1032,9886661,Kepler-905 b,0.063,1.4,2213,"Kepler-903 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.7 Earths, it takes 10.4 days to complete one orbit of its star, and is 0.0907 AU from its star. Its discovery was announced in 2016.",2016,1032,9886661,0.063,1.4
